company_name,company_country,company_employees,company_website,company_status,file_name
CLUB DEL SOLE SRL,"['ITALY', 'ITALY']","['4175', nan]",https://www.info-clipper.com/en/company/italy/club-del-sole-srl.itd77eyur.html,"[""FORLI'"", 'Headquarter']",wissel_aziende_info_clipper
"TOTAL DEFENSE, INC.","['New York(NY)', 'UNITED STATES']","['4176', nan]",https://www.info-clipper.com/en/company/united-states/total-defense-inc.usd1bdmcs.html,"['HAUPPAUGE', 'Single address']",wissel_aziende_info_clipper
APPLE (UK) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4177', 'APPLE']",https://www.info-clipper.com/en/company/united-kingdom/apple-limited.gbd3qox8b.html,"['UXBRIDGE', 'Headquarter']",wissel_aziende_info_clipper
LUXURY GOODS ITALIA SPA,"['ITALY', 'ITALY']","['4178', nan]",https://www.info-clipper.com/en/company/italy/luxury-goods-italia-spa.itdaf1urh.html,"['FIRENZE', 'Headquarter']",wissel_aziende_info_clipper
"TOTAL DEFENSE, LLC","['New York(NY)', 'UNITED STATES']","['4179', nan]",https://www.info-clipper.com/en/company/united-states/total-defense-llc.usdg0qjg9.html,"['HAUPPAUGE', 'Single address']",wissel_aziende_info_clipper
CLIPPER LOGISTICS PLC,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4180', 'CLIPPER']",https://www.info-clipper.com/en/company/united-kingdom/clipper-logistics-plc.gbd3t63zw.html,"['LEEDS', 'Headquarter']",wissel_aziende_info_clipper
CMA ROBOTICS SPA,"['ITALY', 'ITALY']","['4181', nan]",https://www.info-clipper.com/en/company/italy/cma-robotics-spa.itd7e7uyx.html,"['PAVIA DI UDINE', 'Headquarter']",wissel_aziende_info_clipper
FINASTRA USA CORPORATION,"['Oregon(OR)', 'UNITED STATES']","['4182', 'FINASTRA']",https://www.info-clipper.com/en/company/united-states/finastra-usa-corporation.usd1icqpl.html,"['PORTLAND', 'Headquarter']",wissel_aziende_info_clipper
EUROPE DOMAINS LTD,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4183', nan]",https://www.info-clipper.com/en/company/united-kingdom/europe-domains-ltd.gbd3hwniu.html,"['DONCASTER', 'Headquarter']",wissel_aziende_info_clipper
ENI SPA,"['ITALY', 'ITALY']","['4184', nan]",https://www.info-clipper.com/en/company/italy/eni-spa.itd75x1s6.html,"['ROMA', 'Headquarter']",wissel_aziende_info_clipper
"G-A-I CONSULTANTS, INC.","['Pennsylvania(PA)', 'UNITED STATES']","['4185', nan]",https://www.info-clipper.com/en/company/united-states/g-a-i-consultants-inc.usds3wrh.html,"['HOMESTEAD', 'Headquarter']",wissel_aziende_info_clipper
INTEL CORPORATION (UK) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4186', 'Intel']",https://www.info-clipper.com/en/company/united-kingdom/intel-corporation-limited.gbd3lbsxr.html,"['SWINDON', 'Headquarter']",wissel_aziende_info_clipper
OLMAR AND MIRTA SPA,"['ITALY', 'ITALY']","['4187', 'CHRISTIES']",https://www.info-clipper.com/en/company/italy/olmar-and-mirta-spa.itd8i573p.html,"['QUISTELLO', 'Headquarter']",wissel_aziende_info_clipper
"J. M. SMUCKER COMPANY, THE","['Ohio(OH)', 'UNITED STATES']","['4188', nan]",https://www.info-clipper.com/en/company/united-states/j-m-smucker-company-the.usd2nmfy.html,"['ORRVILLE', 'Headquarter']",wissel_aziende_info_clipper
CREW CLOTHING CO. LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4189', nan]",https://www.info-clipper.com/en/company/united-kingdom/crew-clothing-co-limited.gbd8zr3ks.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
CHRISTIES SRL,"['ITALY', 'ITALY']","['4190', nan]",https://www.info-clipper.com/en/company/italy/christies-srl.itd73ry76.html,"['QUISTELLO', 'Single address']",wissel_aziende_info_clipper
"TA CONNECTIONS DE, LLC","['Georgia(GA)', 'UNITED STATES']","['4191', nan]",https://www.info-clipper.com/en/company/united-states/ta-connections-de-llc.usd1ydui0.html,"['ATLANTA', 'Single address']",wissel_aziende_info_clipper
OPTICAL EXPRESS (HOLDINGS) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4192', nan]",https://www.info-clipper.com/en/company/united-kingdom/optical-express-limited.gbd8zpjkj.html,"['GLASGOW', 'Headquarter']",wissel_aziende_info_clipper
ENI PLENITUDE SPA SOCIETA\' BENEFIT,"['ITALY', 'ITALY']","['4193', nan]",https://www.info-clipper.com/en/company/italy/eni-plenitude-spa-societa-benefit.itd73ir0z.html,"['SAN DONATO MILANESE', 'Headquarter']",wissel_aziende_info_clipper
"BAJCO GLOBAL MANAGEMENT, LLC","['Ohio(OH)', 'UNITED STATES']","['4194', nan]",https://www.info-clipper.com/en/company/united-states/bajco-global-management-llc.usd11t3r2.html,"['CANFIELD', 'Headquarter']",wissel_aziende_info_clipper
NORTH WEST (AEROTOOLING) LTD.,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4195', nan]",https://www.info-clipper.com/en/company/united-kingdom/north-west-ltd.gbd8bq9jh.html,"['DUKINFIELD', 'Single address']",wissel_aziende_info_clipper
FINANZIARIA REGIONALE FRIULI VENEZIA GIULIA SPA,"['ITALY', 'ITALY']","['4196', nan]",https://www.info-clipper.com/en/company/italy/finanziaria-regionale-friuli-venezia-giulia-spa.itd73q2n2.html,"['TRIESTE', 'Headquarter']",wissel_aziende_info_clipper
"BAJCO, LLC","['Ohio(OH)', 'UNITED STATES']","['4197', nan]",https://www.info-clipper.com/en/company/united-states/bajco-llc.usd1xmova.html,"['CANFIELD', 'Single address']",wissel_aziende_info_clipper
KALON BIOLOGICAL LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4198', nan]",https://www.info-clipper.com/en/company/united-kingdom/kalon-biological-limited.gbd8oqsqa.html,"['GUILDFORD', 'Headquarter']",wissel_aziende_info_clipper
ANACAP FP SRL,"['ITALY', 'ITALY']","['4199', nan]",https://www.info-clipper.com/en/company/italy/anacap-fp-srl.itd7ai9b3.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
AERO ASSURANCE LTD.,"['Vermont(VT)', 'UNITED STATES']","['4200', nan]",https://www.info-clipper.com/en/company/united-states/aero-assurance-ltd.usdbk333.html,"['BURLINGTON', 'Single address']",wissel_aziende_info_clipper
CUADRILLA RESOURCES LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4201', nan]",https://www.info-clipper.com/en/company/united-kingdom/cuadrilla-resources-limited.gbd3hnfc9.html,"['MANCHESTER', 'Headquarter']",wissel_aziende_info_clipper
ZURICH ITALY BANK SPA,"['ITALY', 'ITALY']","['4202', nan]",https://www.info-clipper.com/en/company/italy/zurich-italy-bank-spa.itd7b8gaq.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
PRECISION MANUFACTURING GROUP LLC,"['New Jersey(NJ)', 'UNITED STATES']","['4203', nan]",https://www.info-clipper.com/en/company/united-states/precision-manufacturing-group-llc.usd19u3z.html,"['CEDAR GROVE', 'Headquarter']",wissel_aziende_info_clipper
CHELSEA LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4204', nan]",https://www.info-clipper.com/en/company/united-kingdom/chelsea-limited.gbd3i173m.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
INTEGRATED DEVICE TECHNOLOGY SRL,"['ITALY', 'ITALY']","['4205', nan]",https://www.info-clipper.com/en/company/italy/integrated-device-technology-srl.itd7bygu5.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
"VISTA EQUITY PARTNERS MANAGEMENT, LLC","['Texas(TX)', 'UNITED STATES']","['4206', nan]",https://www.info-clipper.com/en/company/united-states/vista-equity-partners-management-llc.usd1bnk9y.html,"['AUSTIN', 'Headquarter']",wissel_aziende_info_clipper
EPOCH PROPERTIES LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4207', nan]",https://www.info-clipper.com/en/company/united-kingdom/epoch-properties-limited.gbd3lhc95.html,"['JERSEY', 'Single address']",wissel_aziende_info_clipper
CGI ITALIA SRL,"['ITALY', 'ITALY']","['4208', nan]",https://www.info-clipper.com/en/company/italy/cgi-italia-srl.itd9bk6km.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"SWISSPORT USA, INC.","['North Carolina(NC)', 'UNITED STATES']","['4209', nan]",https://www.info-clipper.com/en/company/united-states/swissport-usa-inc.usdd0z1g1.html,"['RALEIGH', 'Headquarter']",wissel_aziende_info_clipper
TREVES UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4210', nan]",https://www.info-clipper.com/en/company/united-kingdom/treves-uk-limited.gbd8cdhsd.html,"['KNARESBOROUGH', 'Headquarter']",wissel_aziende_info_clipper
PERMASTEELISA SPA,"['ITALY', 'ITALY']","['4211', nan]",https://www.info-clipper.com/en/company/italy/permasteelisa-spa.itd77yb5s.html,"['VITTORIO VENETO (SAN GIACOMO )', 'Headquarter']",wissel_aziende_info_clipper
"SWISSPORT NORTH AMERICA, INC.","['North Carolina(NC)', 'UNITED STATES']","['4212', nan]",https://www.info-clipper.com/en/company/united-states/swissport-north-america-inc.usdftlwbb.html,"['RALEIGH', 'Headquarter']",wissel_aziende_info_clipper
CITIZENM LONDON BANKSIDE OPERATIONS B.V.,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4213', 'CITIZEN M HOTEL']",https://www.info-clipper.com/en/company/united-kingdom/citizenm-london-bankside-operations-bv.gbd3mhorw.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
STM PHARMA PRO SRL,"['ITALY', 'ITALY']","['4214', nan]",https://www.info-clipper.com/en/company/italy/stm-pharma-pro-srl.itd5lvh4b.html,"['CAMBIAGO', 'Headquarter']",wissel_aziende_info_clipper
"EDGEWELL PERSONAL CARE, LLC","['Missouri(MO)', 'UNITED STATES']","['4215', nan]",https://www.info-clipper.com/en/company/united-states/edgewell-personal-care-llc.usdcxhtp.html,"['CHESTERFIELD', 'Headquarter']",wissel_aziende_info_clipper
MEDIACOM UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4216', nan]",https://www.info-clipper.com/en/company/united-kingdom/mediacom-uk-limited.gbd3hyflf.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
UNION GAS METANO SPA,"['ITALY', 'ITALY']","['4217', nan]",https://www.info-clipper.com/en/company/italy/union-gas-metano-spa.itd8jon9o.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
EDGEWELL PERSONAL CARE COMPANY,"['Connecticut(CT)', 'UNITED STATES']","['4218', nan]",https://www.info-clipper.com/en/company/united-states/edgewell-personal-care-company.usd27alkb.html,"['SHELTON', 'Headquarter']",wissel_aziende_info_clipper
MEDIACOM GROUP LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4219', nan]",https://www.info-clipper.com/en/company/united-kingdom/mediacom-group-limited.gbd3s0fpw.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
EMERSON AUTOMATION SOLUTIONS FINAL CONTROL ITALIA SRL,"['ITALY', 'ITALY']","['4220', nan]",https://www.info-clipper.com/en/company/italy/emerson-automation-solutions-final-control-italia-srl.itd78t84f.html,"[""LUGAGNANO VAL D'ARDA"", 'Headquarter']",wissel_aziende_info_clipper
"EDGEWELL PERSONAL CARE BRANDS, LLC","['Connecticut(CT)', 'UNITED STATES']","['4221', nan]",https://www.info-clipper.com/en/company/united-states/edgewell-personal-care-brands-llc.usd2i0b21.html,"['SHELTON', 'Headquarter']",wissel_aziende_info_clipper
MEDIACOM NORTH LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4222', nan]",https://www.info-clipper.com/en/company/united-kingdom/mediacom-north-limited.gbd7l2jbw.html,"['MANCHESTER', 'Single address']",wissel_aziende_info_clipper
EMERSON PROCESS MANAGEMENT SRL,"['ITALY', 'ITALY']","['4223', nan]",https://www.info-clipper.com/en/company/italy/emerson-process-management-srl.itd79kkj3.html,"['SEREGNO', 'Headquarter']",wissel_aziende_info_clipper
MRI SOFTWARE LLC,"['Ohio(OH)', 'UNITED STATES']","['4224', nan]",https://www.info-clipper.com/en/company/united-states/mri-software-llc.usd13bkij.html,"['SOLON', 'Headquarter']",wissel_aziende_info_clipper
RICOH EUROPE PLC,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4225', nan]",https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-plc.gbd4tvly8.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
LANSERHOF SRL,"['ITALY', 'ITALY']","['4226', nan]",https://www.info-clipper.com/en/company/italy/lanserhof-srl.itd79dpry.html,"['BOLZANO', 'Single address']",wissel_aziende_info_clipper
CVC ADVISORS (U.S.) INC.,"['New York(NY)', 'UNITED STATES']","['4227', nan]",https://www.info-clipper.com/en/company/united-states/cvc-advisors-inc.usde8nmp7.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
RICOH EUROPE HOLDINGS PLC,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4228', nan]",https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-holdings-plc.gbd3h1exu.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
GILBARCO SRL,"['ITALY', 'ITALY']","['4229', nan]",https://www.info-clipper.com/en/company/italy/gilbarco-srl.itd789onw.html,"['FIRENZE', 'Single address']",wissel_aziende_info_clipper
"CURRENT LIGHTING SOLUTIONS, LLC","['Ohio(OH)', 'UNITED STATES']","['4230', nan]",https://www.info-clipper.com/en/company/united-states/current-lighting-solutions-llc.usd1e132n.html,"['BEACHWOOD', 'Headquarter']",wissel_aziende_info_clipper
RICOH UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4231', nan]",https://www.info-clipper.com/en/company/united-kingdom/ricoh-uk-limited.gbd4u385e.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
GILBARCO ITALIA SRL,"['ITALY', 'ITALY']","['4232', nan]",https://www.info-clipper.com/en/company/italy/gilbarco-italia-srl.itd79i3p1.html,"['FIRENZE', 'Headquarter']",wissel_aziende_info_clipper
KRAUTER & COMPANY LLC,"['New York(NY)', 'UNITED STATES']","['4233', nan]",https://www.info-clipper.com/en/company/united-states/krauter-company-llc.usd34j7qy.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
RICOH EUROPE FINANCE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4234', nan]",https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-finance-limited.gbd4utgvr.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
ELETTROMAULE COMPONENT SRL,"['ITALY', 'ITALY']","['4235', nan]",https://www.info-clipper.com/en/company/italy/elettromaule-component-srl.itd5m2078.html,"['MONTECCHIO MAGGIORE', 'Headquarter']",wissel_aziende_info_clipper
ALABAMA POWER COMPANY,"['Alabama(AL)', 'UNITED STATES']","['4236', nan]",https://www.info-clipper.com/en/company/united-states/alabama-power-company.usd43w60.html,"['BIRMINGHAM', 'Headquarter']",wissel_aziende_info_clipper
MET FILM LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4237', nan]",https://www.info-clipper.com/en/company/united-kingdom/met-film-limited.gbdc5rjuv.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
PRE GEL SPA,"['ITALY', 'ITALY']","['4238', nan]",https://www.info-clipper.com/en/company/italy/pre-gel-spa.itd79xx39.html,"['SCANDIANO (ARCETO )', 'Headquarter']",wissel_aziende_info_clipper
AMERICAN HOME ASSURANCE COMPANY,"['New York(NY)', 'UNITED STATES']","['4239', nan]",https://www.info-clipper.com/en/company/united-states/american-home-assurance-company.usd45lrr.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
CANVAS HOLIDAYS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4240', nan]",https://www.info-clipper.com/en/company/united-kingdom/canvas-holidays-limited.gbd3kszik.html,"['DUNFERMLINE', 'Headquarter']",wissel_aziende_info_clipper
THE'LIOS SPA,"['ITALY', 'ITALY']","['4241', nan]",https://www.info-clipper.com/en/company/italy/thelios-spa.itd78r9su.html,"['LONGARONE', 'Headquarter']",wissel_aziende_info_clipper
"BITTITAN, INC.","['Texas(TX)', 'UNITED STATES']","['4242', nan]",https://www.info-clipper.com/en/company/united-states/bittitan-inc.usdddpal2.html,"['AUSTIN', 'Headquarter']",wissel_aziende_info_clipper
CANVAS HOLDINGS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4243', 'Canvas Holidays']",https://www.info-clipper.com/en/company/united-kingdom/canvas-holdings-limited.gbdc4g4ww.html,"['DUNFERMLINE', 'Headquarter']",wissel_aziende_info_clipper
OFFICINE MACCAFERRI SPA,"['ITALY', 'ITALY']","['4244', nan]",https://www.info-clipper.com/en/company/italy/officine-maccaferri-spa.itd73a3ql.html,"['ZOLA PREDOSA', 'Headquarter']",wissel_aziende_info_clipper
BROCK HOLDINGS I LLC,"['Texas(TX)', 'UNITED STATES']","['4245', nan]",https://www.info-clipper.com/en/company/united-states/brock-holdings-i-llc.usdfydkr9.html,"['HOUSTON', 'Headquarter']",wissel_aziende_info_clipper
INVESTEC 1 LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4246', nan]",https://www.info-clipper.com/en/company/united-kingdom/investec-1-limited.gbd3i7bvj.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
OFFICINE MACCAFERRI ITALIA SRL,"['ITALY', 'ITALY']","['4247', nan]",https://www.info-clipper.com/en/company/italy/officine-maccaferri-italia-srl.itd74a2xl.html,"['ZOLA PREDOSA', 'Headquarter']",wissel_aziende_info_clipper
"CEQUEL COMMUNICATIONS HOLDINGS I, LLC","['Texas(TX)', 'UNITED STATES']","['4248', nan]",https://www.info-clipper.com/en/company/united-states/cequel-communications-holdings-i-llc.usd1ao2gd.html,"['TYLER', 'Headquarter']",wissel_aziende_info_clipper
INVESTEC BANK PLC,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4249', nan]",https://www.info-clipper.com/en/company/united-kingdom/investec-bank-plc.gbd3ic2a3.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
MACCAFERRI INNOVATION CENTER SRL,"['ITALY', 'ITALY']","['4250', nan]",https://www.info-clipper.com/en/company/italy/maccaferri-innovation-center-srl.itd7787b4.html,"['BOLZANO', 'Headquarter']",wissel_aziende_info_clipper
CENTRE PARTNERS MANAGEMENT LLC,"['New York(NY)', 'UNITED STATES']","['4251', nan]",https://www.info-clipper.com/en/company/united-states/centre-partners-management-llc.usdd1cfa4.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
INVESTEC GROUP INVESTMENTS (UK) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4252', 'INVESTEC']",https://www.info-clipper.com/en/company/united-kingdom/investec-group-investments-limited.gbd3r5w6c.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
BNP PARIBAS SECURITIES SERVICES,"['ITALY', 'ITALY']","['4253', nan]",https://www.info-clipper.com/en/company/italy/bnp-paribas-securities-services.itd78t0pb.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"TRINITY HEALTH OF NEW ENGLAND CORPORATION, INC.","['Connecticut(CT)', 'UNITED STATES']","['4254', nan]",https://www.info-clipper.com/en/company/united-states/trinity-health-of-new-england-corporation-inc.usdfzbiqc.html,"['HARTFORD', 'Headquarter']",wissel_aziende_info_clipper
INVESTEC WEALTH & INVESTMENT LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4255', nan]",https://www.info-clipper.com/en/company/united-kingdom/investec-wealth-investment-limited.gbd6io3xr.html,"['GLASGOW', 'Headquarter']",wissel_aziende_info_clipper
BIO HABITAT ITALIA SPA,"['ITALY', 'ITALY']","['4256', nan]",https://www.info-clipper.com/en/company/italy/bio-habitat-italia-spa.itd742qo3.html,"[""CASTELLO D'ARGILE"", 'Headquarter']",wissel_aziende_info_clipper
RC LONESTAR INC.,"['Pennsylvania(PA)', 'UNITED STATES']","['4257', nan]",https://www.info-clipper.com/en/company/united-states/rc-lonestar-inc.usdda041j.html,"['BETHLEHEM', 'Headquarter']",wissel_aziende_info_clipper
NINETY ONE UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4258', nan]",https://www.info-clipper.com/en/company/united-kingdom/ninety-one-uk-limited.gbd4x9et3.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
BASIC NET SPA,"['ITALY', 'ITALY']","['4259', nan]",https://www.info-clipper.com/en/company/italy/basic-net-spa.itd73pmvo.html,"['TORINO', 'Headquarter']",wissel_aziende_info_clipper
"COCA-COLA COMPANY, THE","['Georgia(GA)', 'UNITED STATES']","['4260', nan]",https://www.info-clipper.com/en/company/united-states/coca-cola-company-the.usd1yncf.html,"['ATLANTA', 'Headquarter']",wissel_aziende_info_clipper
RICHARD BAKER HARRISON LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4261', 'RBH']",https://www.info-clipper.com/en/company/united-kingdom/richard-baker-harrison-limited.gbd3h1gh8.html,"['NEWCASTLE', 'Headquarter']",wissel_aziende_info_clipper
WHIRLPOOL EMEA SPA,"['ITALY', 'ITALY']","['4262', nan]",https://www.info-clipper.com/en/company/italy/whirlpool-emea-spa.itd73d4x0.html,"[""FABRIANO (CA' MAIANO )"", 'Headquarter']",wissel_aziende_info_clipper
"REFRESHMENT PRODUCT SERVICES, INC.","['Georgia(GA)', 'UNITED STATES']","['4263', 'COCA-COLA']",https://www.info-clipper.com/en/company/united-states/refreshment-product-services-inc.usd10lizn.html,"['ATLANTA', 'Headquarter']",wissel_aziende_info_clipper
ENDSLEIGH INSURANCE SERVICES LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4264', nan]",https://www.info-clipper.com/en/company/united-kingdom/endsleigh-insurance-services-limited.gbd3hrhbi.html,"['CHELTENHAM', 'Headquarter']",wissel_aziende_info_clipper
WHIRLPOOL ITALIA SRL,"['ITALY', 'ITALY']","['4265', nan]",https://www.info-clipper.com/en/company/italy/whirlpool-italia-srl.itd774mok.html,"['PERO', 'Headquarter']",wissel_aziende_info_clipper
MOUNT AUBURN HOSPITAL,"['Massachusetts(MA)', 'UNITED STATES']","['4266', nan]",https://www.info-clipper.com/en/company/united-states/mount-auburn-hospital.usd17y1st.html,"['CAMBRIDGE', 'Headquarter']",wissel_aziende_info_clipper
TTT MONEYCORP LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4267', 'moneycorp']",https://www.info-clipper.com/en/company/united-kingdom/ttt-moneycorp-limited.gbd3r70we.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
WHIRLPOOL MANAGEMENT EMEA SRL,"['ITALY', 'ITALY']","['4268', nan]",https://www.info-clipper.com/en/company/italy/whirlpool-management-emea-srl.itd7a5chl.html,"['PERO', 'Headquarter']",wissel_aziende_info_clipper
WESTERN WASHINGTON UNIVERSITY,"['Washington(WA)', 'UNITED STATES']","['4269', nan]",https://www.info-clipper.com/en/company/united-states/western-washington-university.usd1b6o3y.html,"['BELLINGHAM', 'Headquarter']",wissel_aziende_info_clipper
FUMEX INSTALLATIONS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4270', nan]",https://www.info-clipper.com/en/company/united-kingdom/fumex-installations-limited.gbd3xraq0.html,"['PRESTON', 'Headquarter']",wissel_aziende_info_clipper
BELENERGIA MEZZ FINANCE SRL,"['ITALY', 'ITALY']","['4271', nan]",https://www.info-clipper.com/en/company/italy/belenergia-mezz-finance-srl.itd74auib.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"UNIVERSITY HOSPITALS HEALTH SYSTEM, INC.","['Ohio(OH)', 'UNITED STATES']","['4272', 'UNIVERSITY HOSPITALS']",https://www.info-clipper.com/en/company/united-states/university-hospitals-health-system-inc.usd1aanjh.html,"['SHAKER HEIGHTS', 'Headquarter']",wissel_aziende_info_clipper
CANDY KITTENS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4273', nan]",https://www.info-clipper.com/en/company/united-kingdom/candy-kittens-limited.gbd3lwohe.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
BELENERGIA SPA,"['ITALY', 'ITALY']","['4274', nan]",https://www.info-clipper.com/en/company/italy/belenergia-spa.itd7altx0.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"['Michigan(MI)', 'UNITED STATES']","['4275', 'MICHIGAN MEDICINE']",https://www.info-clipper.com/en/company/united-states/university-of-michigan-health-system.usdbrhur.html,"['ANN ARBOR', 'Headquarter']",wissel_aziende_info_clipper
P&O FERRIES LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4276', nan]",https://www.info-clipper.com/en/company/united-kingdom/po-ferries-limited.gbd3l2vpk.html,"['DOVER', 'Headquarter']",wissel_aziende_info_clipper
OTB SPA,"['ITALY', 'ITALY']","['4277', nan]",https://www.info-clipper.com/en/company/italy/otb-spa.itd7659g7.html,"['BREGANZE', 'Headquarter']",wissel_aziende_info_clipper
ALLINA HEALTH SYSTEM,"['Minnesota(MN)', 'UNITED STATES']","['4278', nan]",https://www.info-clipper.com/en/company/united-states/allina-health-system.usd1x6usl.html,"['MINNEAPOLIS', 'Headquarter']",wissel_aziende_info_clipper
BRAIDR LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4279', nan]",https://www.info-clipper.com/en/company/united-kingdom/braidr-limited.gbd3rrcoh.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
ISTITUTO ITALIANO DEL MARCHIO DI QUALITA' SPA,"['ITALY', 'ITALY']","['4280', nan]",https://www.info-clipper.com/en/company/italy/istituto-italiano-del-marchio-di-qualita-spa.itd78tq96.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
"HACKENSACK MERIDIAN HEALTH, INC.","['New Jersey(NJ)', 'UNITED STATES']","['4281', nan]",https://www.info-clipper.com/en/company/united-states/hackensack-meridian-health-inc.usda4f3pj.html,"['EDISON', 'Headquarter']",wissel_aziende_info_clipper
JOHN MILLS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4282', 'Jml']",https://www.info-clipper.com/en/company/united-kingdom/john-mills-limited.gbd4x6aja.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
HB BOSCARINI SPA,"['ITALY', 'ITALY']","['4283', nan]",https://www.info-clipper.com/en/company/italy/hb-boscarini-spa.itd7d8rh9.html,"['LUNANO', 'Headquarter']",wissel_aziende_info_clipper
"DUKE UNIVERSITY HEALTH SYSTEM, INC.","['North Carolina(NC)', 'UNITED STATES']","['4284', nan]",https://www.info-clipper.com/en/company/united-states/duke-university-health-system-inc.usdz79b.html,"['DURHAM', 'Headquarter']",wissel_aziende_info_clipper
DS SMITH PLC,"['UNITED KINGDOM', 'UNITED KINGDOM']","['4285', nan]",https://www.info-clipper.com/en/company/united-kingdom/ds-smith-plc.gbd3hz0st.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
ANTICA FARMACEUTICA LUCCHESE SRL,"['ITALY', 'ITALY']","['4286', nan]",https://www.info-clipper.com/en/company/italy/antica-farmaceutica-lucchese-srl.itd76ltfg.html,"['LUCCA (SAN VITO )', 'Single address']",wissel_aziende_info_clipper
"INFIRMARY HEALTH SYSTEM, INC.","['Alabama(AL)', 'UNITED STATES']","['4287', nan]",https://www.info-clipper.com/en/company/united-states/infirmary-health-system-inc.usd1zzlop.html,"['MOBILE', 'Headquarter']",wissel_aziende_info_clipper
