company_name,company_industry,company_legal_form,company_headquarters,file_name
Lakshmi Ring Travellers,Industrial Machinery,Private,"Coimbatore, India",AmbitionBox
Global Shiksha,EdTech,Private,"Bengaluru, India",AmbitionBox
Triton Valves,Auto Components,Public,"Bengaluru, India",AmbitionBox
Relevance Lab,IT Services & Consulting,Private,"Singapore, Singapore",AmbitionBox
National Institute of Pharmaceutical Education and Research,Pharma,Private,"Ahmedabad, India",AmbitionBox
Goyal & Co.,Engineering & Construction,Private,"Bengaluru, India",AmbitionBox
The Jain International School,Education & Training,,"Bengaluru, India",AmbitionBox
Saudi Airlines Catering,Aviation,,"Jeddah, SaudiArabia",AmbitionBox
Great White Global,Electrical Equipment,Private,"Mumbai, India",AmbitionBox
Damro Furniture,Furniture & Furnishing,Private,"Chennai, India",AmbitionBox
Hand In Hand,Non-Profit,NGO/NPO,"Chennai, India",AmbitionBox
LeewayHertz Technologies,IT Services & Consulting,Private,"San Francisco, California, United States (USA)",AmbitionBox
Conceptia Software Technologies,Defence & Aerospace,Private,"Bengaluru/Bangalore, Karnataka, India",AmbitionBox
Kiit World School,Education & Training,,,AmbitionBox
STP,Auto Components,Private,"Whiteley, United Kingdom",AmbitionBox
Bharat Hotels,Hospitality,,"Delhi/NCR, New Delhi, India",AmbitionBox
Bangalore Metro Rail Corporation,Urban Transport,,"Bengaluru, India",AmbitionBox
JBJ TECHNOLOGIES,Industrial Machinery,,"Greater Noida, India",AmbitionBox
Hyoseong Electric,Auto Components,Public,"Busan, South Korea",AmbitionBox
Kalburgi Cement,Building Material,Private,"Hyderabad, India",AmbitionBox
Laxmi Enterprises,Packaging,,"Pune, India",AmbitionBox
Emitec Emission Control Technologies,Automobile,Private,"Lohmar, Germany",AmbitionBox
Nutricia,Fitness & Wellness,Private,"Utrecht, Netherlands",AmbitionBox
"Fairfield Marriott , Bangalore",Hospitality,,"Bengaluru, India",AmbitionBox
Matrix Media Solutions,IT Services & Consulting,Private,"Kolkata, West Bengal, India",AmbitionBox
Shree Maruti Courier Service,Logistics,Private,"Mumbai, Maharashtra, India",AmbitionBox
Innovative Logistics,Logistics,Private,"Mumbai, India",AmbitionBox
Anabond,Chemicals,,"Chennai, India",AmbitionBox
Stonex,Internet,,"New York City,New York, United States",AmbitionBox
Sartorius Stedim India,Biotechnology,Private,"Goettingen, Niedersachsen, Germany",AmbitionBox
Sequretek It Solutions,IT Services & Consulting,Private,"Mumbai,Maharashtra, India",AmbitionBox
Sky Automobiles,Automobile,Private,"Raipur, India",AmbitionBox
Tci Freight,Logistics,Public,"Gurgaon, India",AmbitionBox
ACPL Systems,Law Enforcement & Security,Private,"Gurgaon, India",AmbitionBox
Biorad Medisys,Healthcare,Private,"Mumbai,Maharashtra, India",AmbitionBox
Lindstrom Services,Fashion & Textile,,"Helsinki, Finland",AmbitionBox
Bhagwan Mahaveer Jain Hospital,Healthcare,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Aditya Enterprises,Logistics,,"Mumbai, India",AmbitionBox
KEO International Consultants,Engineering & Construction,,"Kuwait City, Kuwait",AmbitionBox
The Jain International School,Education & Training,,"Bengaluru, India",AmbitionBox
Saudi Airlines Catering,Aviation,,"Jeddah, SaudiArabia",AmbitionBox
National Institute of Pharmaceutical Education and Research,Pharma,Private,"Ahmedabad, India",AmbitionBox
Goyal & Co.,Engineering & Construction,Private,"Bengaluru, India",AmbitionBox
Mani Group,Real Estate,,,AmbitionBox
Kalburgi Cement,Building Material,Private,"Hyderabad, India",AmbitionBox
Tci Freight,Logistics,Public,"Gurgaon, India",AmbitionBox
Sartorius Stedim India,Biotechnology,Private,"Goettingen, Niedersachsen, Germany",AmbitionBox
Sequretek It Solutions,IT Services & Consulting,Private,"Mumbai,Maharashtra, India",AmbitionBox
Amphenol Omniconnect - India,Electronics Manufacturing,Private,"Chennai, India",AmbitionBox
Teemage Precast In,Engineering & Construction,,"Tirupur, India",AmbitionBox
Inamdar Multispeciality Hospital,Healthcare,Private,"Pune, Maharashtra, India",AmbitionBox
Al Mulla Group,Non-Profit,Private,"Kuwait City, Kuwait",AmbitionBox
Creditas Solutions,FinTech,Private,"Gurgaon, Haryana, India",AmbitionBox
Accutech Power Solutions,Consumer Electronics & Appliances,Private,"Mumbai, Maharashtra, India",AmbitionBox
ACPL Systems,Law Enforcement & Security,Private,"Gurgaon, India",AmbitionBox
Atom Technologies,FinTech,Public,"Mumbai, Maharashtra, India",AmbitionBox
Rana Sugars,Food Processing,Public,"Chandigarh, India",AmbitionBox
Lakshmi Ring Travellers,Industrial Machinery,Private,"Coimbatore, India",AmbitionBox
Stonex,Internet,,"New York City,New York, United States",AmbitionBox
Laxmi Enterprises,Packaging,,"Pune, India",AmbitionBox
Applied Solar Technologies India,Internet,Private,"Noida,Uttar Pradesh, India",AmbitionBox
SembCorp,Power,Public,"Singapore, Singapore",AmbitionBox
Getronics,IT Services & Consulting,Private,"Amsterdam, North Holland, Netherlands",AmbitionBox
Delhi Development Authority,Engineering & Construction,Private,"New Delhi, India",AmbitionBox
Crisp System,Software Product,Private,"Coimbatore, India",AmbitionBox
Continental Tyres,Auto Components,Private,"Bhopal, India",AmbitionBox
Seneca Global IT Services,IT Services & Consulting,Private,"Oak Brook, Illinois, United States (USA)",AmbitionBox
Open Access Technology India,IT Services & Consulting,Private,"Minneapolis, Minnesota, United States (USA)",AmbitionBox
Great White Global,Electrical Equipment,Private,"Mumbai, India",AmbitionBox
Damro Furniture,Furniture & Furnishing,Private,"Chennai, India",AmbitionBox
Shree Maruti Courier Service,Logistics,Private,"Mumbai, Maharashtra, India",AmbitionBox
"Fairfield Marriott , Bangalore",Hospitality,,"Bengaluru, India",AmbitionBox
Conceptia Software Technologies,Defence & Aerospace,Private,"Bengaluru/Bangalore, Karnataka, India",AmbitionBox
Hand In Hand,Non-Profit,NGO/NPO,"Chennai, India",AmbitionBox
LeewayHertz Technologies,IT Services & Consulting,Private,"San Francisco, California, United States (USA)",AmbitionBox
STP,Auto Components,Private,"Whiteley, United Kingdom",AmbitionBox
Bharat Hotels,Hospitality,,"Delhi/NCR, New Delhi, India",AmbitionBox
Bangalore Metro Rail Corporation,Urban Transport,,"Bengaluru, India",AmbitionBox
JBJ TECHNOLOGIES,Industrial Machinery,,"Greater Noida, India",AmbitionBox
Anabond,Chemicals,,"Chennai, India",AmbitionBox
Emitec Emission Control Technologies,Automobile,Private,"Lohmar, Germany",AmbitionBox
Innovative Logistics,Logistics,Private,"Mumbai, India",AmbitionBox
Nutricia,Fitness & Wellness,Private,"Utrecht, Netherlands",AmbitionBox
Hyoseong Electric,Auto Components,Public,"Busan, South Korea",AmbitionBox
Samrin Services,Other,LLP,"Mumbai, Maharashtra, India",AmbitionBox
Namaste Credit,FinTech,Private,"Bangalore,Karnataka, India",AmbitionBox
Muthoot Mercantile,,Private,"Thiruvananthapuram, India",AmbitionBox
BACS HITECH ENGINEERING,Engineering & Construction,Private,"Bhilai Nagar, India",AmbitionBox
UPL-2,Agro Chemicals,,,AmbitionBox
Rama group,Real Estate,Private,"Pune, Maharashtra, India",AmbitionBox
Vistra Corporate Services,Power,Private,"texas, USA",AmbitionBox
Sky Automobiles,Automobile,Private,"Raipur, India",AmbitionBox
Matrix Media Solutions,IT Services & Consulting,Private,"Kolkata, West Bengal, India",AmbitionBox
Prayosha Food Services,Internet,Private,"Ahmedabad,Gujarat, India",AmbitionBox
Ruparel Realty,Real Estate,Private,"Mumbai, India",AmbitionBox
Heureux Software Solutions,IT Services & Consulting,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Prayosha Food Services,Internet,Private,"Ahmedabad,Gujarat, India",AmbitionBox
Centrient Pharmaceuticals,Pharma,,"Rotterdam, Zuid-Holland, Netherlands",AmbitionBox
Getronics,IT Services & Consulting,Private,"Amsterdam, North Holland, Netherlands",AmbitionBox
Rana Sugars,Food Processing,Public,"Chandigarh, India",AmbitionBox
Accutech Power Solutions,Consumer Electronics & Appliances,Private,"Mumbai, Maharashtra, India",AmbitionBox
Creditas Solutions,FinTech,Private,"Gurgaon, Haryana, India",AmbitionBox
Ruparel Realty,Real Estate,Private,"Mumbai, India",AmbitionBox
Edocs Solutions,IT Services & Consulting,Public,"Mumbai, Maharashtra, India",AmbitionBox
UPL-2,Agro Chemicals,,,AmbitionBox
Tata Tele Business Services,Telecom,,,AmbitionBox
BACS HITECH ENGINEERING,Engineering & Construction,Private,"Bhilai Nagar, India",AmbitionBox
Ready Roti,Food Processing,,"New Delhi, Delhi, India",AmbitionBox
CLEARSYNTH,Biotechnology,,"Mumbai,Maharashtra, India",AmbitionBox
International Centre for Automotive Technology,Auto Components,,"Gurugram, India",AmbitionBox
Advics North India,,,,AmbitionBox
Cogito Tech,IT Services & Consulting,,,AmbitionBox
Energie Fitness,Fitness & Wellness,,"New Delhi, Delhi, India",AmbitionBox
CONFIANCE BIZSOL,Analytics & KPO,,"Ahmedabad, Gujarat, India",AmbitionBox
Syniti,IT Services & Consulting,Private,"Needham, MA, United States (USA)",AmbitionBox
JUNIPER GREEN ENERGY,Power,,"Delhi,NCT, India",AmbitionBox
Mentor Graphics,Software Product,Public,"Wilsonville, Oregon, United States (USA)",AmbitionBox
Andhra Paper,Pulp & Paper,Public,"Hyderabad/Secunderabad,Telangana, India",AmbitionBox
Yamaha Motors Solutions,IT Services & Consulting,,"Noida, Uttar Pradesh, India",AmbitionBox
Ashima Group,Fashion & Textile,Public,"Ahmedabad, Gujarat, India",AmbitionBox
Gramophone,Agriculture,Private,"Indore,Madhya Pradesh, India",AmbitionBox
InstaReM,Financial Services,Private,"Mumbai, Maharashtra, India",AmbitionBox
Vardhman Special Steels,Iron & Steel,Public,"Ludhiana, India",AmbitionBox
Ice Mortgage Technology,Financial Services,Public,"Atlanta, New York, United States (USA)",AmbitionBox
Udaan Express,,,,AmbitionBox
Udaan Express,,,,AmbitionBox
InstaReM,Financial Services,Private,"Mumbai, Maharashtra, India",AmbitionBox
Hetro Pharma,Healthcare / Pharma,Private,"Hyderabad/Secunderabad,Telangana, India",AmbitionBox
Colan Infotech,IT Services & Consulting,Private,"Chennai, India",AmbitionBox
Continental Carbon India,Chemicals,Private,"Ghaziabad, India",AmbitionBox
Crestech Software,IT Services & Consulting,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Tenova,Metals & Mining,Private,"Castellanza, Italy",AmbitionBox
Trace VFX,Media & Entertainment,,"New York, United States",AmbitionBox
Sheth Developers,Real Estate,Private,"Mumbai, Maharashtra, India",AmbitionBox
Pacifica Companies,Real Estate,Private,"Ahmedabad, Gujarat, India",AmbitionBox
Caparo Group,Oil & Gas,Private,"London, United Kingdom",AmbitionBox
VST Motors,Automobile,Private,"Chennai, India",AmbitionBox
Pune Institute of Business Management,Education & Training,Private,"Pune, India",AmbitionBox
KPTCL,Power,Private,"Bengaluru, India",AmbitionBox
Cians Analytics,Analytics & KPO,Private,"New York, United States",AmbitionBox
ImpactQA,IT Services & Consulting,Private,"New York, NY, United States (USA)",AmbitionBox
Arihant Superstructures,Real Estate,Public,"Navi Mumbai, Maharashtra, India",AmbitionBox
Tulip Telecom,Telecom,Public,"Delhi/NCR, New Delhi, India",AmbitionBox
Uniworld Logistics,Logistics,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Computer Generated Solutions,IT Services & Consulting,Private,"New York, US",AmbitionBox
Hotel The Royal Plaza,Hospitality,Private,"New Delhi, India",AmbitionBox
3DPLM Software Solutions,Software Product,Private,"Mumbai, France",AmbitionBox
Camlin Fine Sciences,Chemicals,Public,"Mumbai, India",AmbitionBox
Public School,Education & Training,,"New York, United States",AmbitionBox
Strand Life Sciences,Biotechnology,Private,"Bangalore,Karnataka, India",AmbitionBox
Ascentrik Research Services,IT Services & Consulting,Private,"Mumbai, Maharashtra, India",AmbitionBox
Zensoft Services,IT Services & Consulting,Private,"Pune, India",AmbitionBox
Model N,IT Services & Consulting,Private,"San Mateo, United States",AmbitionBox
Mizuho Bank,Banking,Private,"Tokyo, Japan",AmbitionBox
Sparkline Equipments,Industrial Machinery,Private,"Pune, India",AmbitionBox
PPS International,Industrial Machinery,Public,"Greater Noida, India",AmbitionBox
Mystifly Consulting,Internet,Private,"Singapore,Singapore, Singapore",AmbitionBox
Sparkline Equipments,Industrial Machinery,Private,"Pune, India",AmbitionBox
AREVA T&D,Semiconductors,Private,"Paris, France",AmbitionBox
Shyam Ferro Alloys,Iron & Steel,Public,"Kolkata, India",AmbitionBox
Inthree Access,Internet,Private,"Chennai, India",AmbitionBox
TII India,Industrial Machinery,,"Bawal, India",AmbitionBox
Ezetap Mobile Solutions,FinTech,Private,"Bangalore,Karnataka, India",AmbitionBox
NIFA Infocomp Services,Education & Training,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Gulf Catering Company,Food Processing,,"Riyadh, Saudi Arabia",AmbitionBox
Consultancy Services,Recruitment,Private,"Rajkot, India",AmbitionBox
Pigeon India,Consumer Electronics & Appliances,Private,"Tokyo, Japan",AmbitionBox
Acg Inspection Systems,Pharma,,"Mumbai, Maharashtra, India",AmbitionBox
Go Go International,Fashion & Textile,,"Bengaluru, India",AmbitionBox
Skylark Group,Food Processing,,"Safidon, India",AmbitionBox
Dtss,Facility Management Services,,"Bengaluru, India",AmbitionBox
Bse Institute,Education & Training,Private,"Mumbai, Maharashtra, India",AmbitionBox
Gits Food Products,FMCG,Private,"Mumbai, India",AmbitionBox
Nunhems India,Analytics & KPO,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Qapitol Qa,IT Services & Consulting,Private,"Bengaluru/Bangalore, Karnataka, India",AmbitionBox
One Auto,Automobile,Private,"Kolkata, India",AmbitionBox
Sunrise Biztech Systems,IT Services & Consulting,Private,"Edison, United States",AmbitionBox
Arjohuntleigh Healthcare,Medical Equipment,Private,"Malmö, Sweden",AmbitionBox
Kohinoor Technical Institute,Education & Training,,"Mumbai, India",AmbitionBox
Gp Petroleums,Chemicals / Agri Inputs,Public,"Mumbai, India",AmbitionBox
Chelsea Mills LLP,Import & Export,LLP,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Bhagyalaxmi Rolling mill,Iron & Steel,Private,"Jalna, India",AmbitionBox
Degania Medical Devices,Medical Equipment,Private,"Degania Bet, Israel",AmbitionBox
Al Muzain,Oil & Gas,Private,"Al Jubail, Saudi Arabia",AmbitionBox
CC India,Architecture & Interior Design,Private,"Bangalore, India",AmbitionBox
Camlin Fine Sciences,Chemicals,Public,"Mumbai, India",AmbitionBox
Colan Infotech,IT Services & Consulting,Private,"Chennai, India",AmbitionBox
Pacifica Companies,Real Estate,Private,"Ahmedabad, Gujarat, India",AmbitionBox
Avantel,Hardware & Networking,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
KPTCL,Power,Private,"Bengaluru, India",AmbitionBox
ImpactQA,IT Services & Consulting,Private,"New York, NY, United States (USA)",AmbitionBox
Caparo Group,Oil & Gas,Private,"London, United Kingdom",AmbitionBox
VST Motors,Automobile,Private,"Chennai, India",AmbitionBox
Nippon Data Systems,IT Services & Consulting,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Rockland Hospital,Healthcare,Private,"New Delhi, India",AmbitionBox
Trace VFX,Media & Entertainment,,"New York, United States",AmbitionBox
Sheth Developers,Real Estate,Private,"Mumbai, Maharashtra, India",AmbitionBox
Hero Corporate Services,Management Consulting,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
Universal Cables,Building Material,Public,"Satna, India",AmbitionBox
GMC Nagpur,Education & Training,Private,"Nagpur, India",AmbitionBox
Yuva Parivartan,Non-Profit,NGO/NPO,"Mumbai, Maharashtra, India",AmbitionBox
Oxford Public School,Education & Training,Private,"New Delhi, India",AmbitionBox
XL India Business Services,Financial Services,Private,"Hamilton, Hamilton, United Kingdom (UK)",AmbitionBox
World Health Partners,Non-Profit,,"New Delhi, India",AmbitionBox
Plan International,Non-Profit,Private,"Surrey, United Kingdom (UK)",AmbitionBox
Citizens Hospital,Healthcare,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Esko Die Casting,Electronics Manufacturing,,"calcutta, west bengal, india",AmbitionBox
Hykon,Electronics Manufacturing,Public,"Thrissur/Trichur, Kerala, India",AmbitionBox
National Public School,Education & Training,Private,"Bengaluru, India",AmbitionBox
Rucha Group Of Industries,Industrial Machinery,Public,"Aurangabad, Maharashtra, India",AmbitionBox
P&R Infraprojects,Engineering & Construction,Private,"Chandigarh, India",AmbitionBox
Clinic Dermatech,Beauty & Personal Care,,"New Delhi, India",AmbitionBox
Ahlada Engineers,Furniture & Furnishing,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Sandip University,Education & Training,,"Nashik, India",AmbitionBox
Il&fs Environmental Infrastructure And Services,Waste Management,Public,"New Delhi, India",AmbitionBox
Sarda Metals & Alloys,Metals & Mining,Public,"Raipur, India",AmbitionBox
Reliobrix Consulting,Real Estate,Private,"Delhi,",AmbitionBox
Kpmg Resource Centre,,Private,"Mumbai, India",AmbitionBox
Tv9,Media & Entertainment,Private,"Hyderabad, India",AmbitionBox
Exemed Pharmaceuticals,Pharma,,"Vadodara, India",AmbitionBox
Guru Nanak Auto Enterprises,Auto Components,Private,"Jamalpur, India",AmbitionBox
Firstsource Laboratory Solutions Llp,Industrial Machinery,,"Hyderabad, India",AmbitionBox
Modern Public School,Education & Training,,"Faridabad, India",AmbitionBox
Umasons Auto Compo,Auto Components,,"Aurangabad, India",AmbitionBox
Bikaji Foods,FMCG,Public,"Bikaner, India",AmbitionBox
Aster Teleservices,Telecom,Private,"Hyderabad, India",AmbitionBox
Hofincons Group,Financial Services,LLC,"Saif Zone, Sharjah, United Arab Emirates (UAE)",AmbitionBox
Maya Digital Studios,Animation & VFX,Private,"Mumbai, India",AmbitionBox
Crescon Projects & Services,IT Services & Consulting,,"Chennai, Tamil Nadu, India",AmbitionBox
IRON TRIANGLE LIMITED (BACK BONE OFFICE),Engineering & Construction,Private,"Rajkot,",AmbitionBox
KLM Laboratories,,,,AmbitionBox
Eurofins Advinus,Pharma,,"Bengaluru, India",AmbitionBox
Fleet Studio Technologies,Software Product,,,AmbitionBox
The Mathrubhumi Printing and Publishing,Broadcasting,Public,"Kozhikode, India",AmbitionBox
