company_name,company_industry,company_status,file_name
Cyprus Stock Exchange,Financials,Nicosia,MalPatSaj_wikipedia
Cyprus University of Technology,Consumer services,Limassol,MalPatSaj_wikipedia
Cyprus Weekly,Consumer services,Nicosia,MalPatSaj_wikipedia
CYTA,Telecommunications,Nicosia,MalPatSaj_wikipedia
Doxa Katokopias FC,Consumer services,Peristerona,MalPatSaj_wikipedia
Electricity Authority of Cyprus,Utilities,Nicosia,MalPatSaj_wikipedia
Elias Neocleous & Co LLC,Consumer services,Limassol,MalPatSaj_wikipedia
EuroAfrica Interconnector,Utilities,Nicosia,MalPatSaj_wikipedia
EuroAsia Interconnector,Utilities,Nicosia,MalPatSaj_wikipedia
European University Cyprus,Consumer services,Nicosia,MalPatSaj_wikipedia
Financial Mirror,Consumer services,Nicosia,MalPatSaj_wikipedia
Frederick University,Consumer services,Limassol,MalPatSaj_wikipedia
Joannou & Paraskevaides,Industrials,Guernsey,MalPatSaj_wikipedia
Health Insurance Organisation,Financials,Nicosia,MalPatSaj_wikipedia
Hellenic Bank,Financials,Nicosia,MalPatSaj_wikipedia
Imperio Properties,Financials,Limassol,MalPatSaj_wikipedia
IronFX,Financials,Limassol,MalPatSaj_wikipedia
KEO,Consumer goods,Limassol,MalPatSaj_wikipedia
Larnaca International Airport,Consumer services,Larnaca,MalPatSaj_wikipedia
Leon Beer,Consumer goods,Nicosia,MalPatSaj_wikipedia
Leptos Estates,Financials,Paphos,MalPatSaj_wikipedia
Lois Builders,Industrials,Nicosia,MalPatSaj_wikipedia
Medochemie,Health care,Limassol,MalPatSaj_wikipedia
METRO Foods Trading,Consumer services,Nicosia,MalPatSaj_wikipedia
Moufflon Publications,Consumer services,Nicosia,MalPatSaj_wikipedia
Neapolis University Paphos,Consumer services,Paphos,MalPatSaj_wikipedia
NOVA Cyprus,Consumer services,Nicosia,MalPatSaj_wikipedia
Omega TV Cyprus,Consumer services,Nicosia,MalPatSaj_wikipedia
Open University of Cyprus,Consumer services,Nicosia,MalPatSaj_wikipedia
Pafos FC,Consumer services,Pafos,MalPatSaj_wikipedia
Paphos General Hospital,Consumer services,Paphos,MalPatSaj_wikipedia
Paphos International Airport,Consumer services,Paphos,MalPatSaj_wikipedia
Petrolina,Oil & gas,Larnaca,MalPatSaj_wikipedia
Pevex Management,Financials,Nicosia,MalPatSaj_wikipedia
Port of Limassol,Industrials,Limassol,MalPatSaj_wikipedia
PrimeTel PLC,Telecommunications,Nicosia,MalPatSaj_wikipedia
RCB Bank,Financials,Limassol,MalPatSaj_wikipedia
Rusal,Basic materials,Nicosia,MalPatSaj_wikipedia
SAT-7,Consumer services,Nicosia,MalPatSaj_wikipedia
Telepassport Telecommunications,Telecommunications,Nicosia,MalPatSaj_wikipedia
The American Heart Institute,Consumer services,Strovolos,MalPatSaj_wikipedia
The Cyprus Institute,Technology,Nicosia,MalPatSaj_wikipedia
The Muscular Dystropy Research Foundation,Technology,Nicosia,MalPatSaj_wikipedia
The Cyprus Institute of Neurology and Genetics,Technology,Nicosia,MalPatSaj_wikipedia
Tsokkos,Consumer services,Ayia Napa,MalPatSaj_wikipedia
Tus Airways,Consumer services,Larnaca,MalPatSaj_wikipedia
Universal Life,Financials,Nicosia,MalPatSaj_wikipedia
University of Cyprus,Consumer services,Nicosia,MalPatSaj_wikipedia
University of Nicosia,Consumer services,Nicosia,MalPatSaj_wikipedia
Wargaming,Technology,Nicosia,MalPatSaj_wikipedia
Woolworths,Consumer services,Nicosia,MalPatSaj_wikipedia
xHamster,Technology,Nicosia,MalPatSaj_wikipedia
Aero Vodochody,Industrials,Odolena Voda,MalPatSaj_wikipedia
Ahold Czech Republic,Consumer services,Prague,MalPatSaj_wikipedia
ASIX s.r.o.,Industrials,Prague,MalPatSaj_wikipedia
Avast,Technology,Prague,MalPatSaj_wikipedia
Barrandov Studios,Consumer services,Prague,MalPatSaj_wikipedia
Budweiser Bier Bürgerbräu,Consumer goods,České Budějovice,MalPatSaj_wikipedia
Budweiser Budvar Brewery,Consumer goods,České Budějovice,MalPatSaj_wikipedia
Česká pošta,Industrials,Prague,MalPatSaj_wikipedia
Česká spořitelna,Financials,Prague,MalPatSaj_wikipedia
Česká zbrojovka firearms,Industrials,Uherský Brod[18],MalPatSaj_wikipedia
České dráhy,Industrials,Prague,MalPatSaj_wikipedia
České Radiokomunikace,Telecommunications,Prague[19],MalPatSaj_wikipedia
Československá obchodní banka,Financials,Prague,MalPatSaj_wikipedia
CETIN,Telecommunications,Prague,MalPatSaj_wikipedia
Cinema City Czech Republic,Consumer services,Prague,MalPatSaj_wikipedia
ČKD,Industrials,Prague,MalPatSaj_wikipedia
CS Link,Telecommunications,Prague,MalPatSaj_wikipedia
Czech Airlines,Consumer services,Prague,MalPatSaj_wikipedia
Czech National Bank,Financials,Prague,MalPatSaj_wikipedia
Dominant CZ,Consumer goods,Studenec,MalPatSaj_wikipedia
Indies Records,Consumer services,Brno,MalPatSaj_wikipedia
Jablotron,Consumer goods,Jablonec nad Nisou,MalPatSaj_wikipedia
Jan Becher,Consumer goods,Karlovy Vary,MalPatSaj_wikipedia
Jihostroj,Industrials,Velešín,MalPatSaj_wikipedia
Josef Lidl,Consumer goods,Brno,MalPatSaj_wikipedia
Kaden models,Consumer goods,Nový Hrádek,MalPatSaj_wikipedia
Kenvelo,Consumer services,Prague,MalPatSaj_wikipedia
Kofola,Consumer goods,Ostrava,MalPatSaj_wikipedia
Komerční banka,Financials,Prague,MalPatSaj_wikipedia
LEO Express,Industrials,Prague,MalPatSaj_wikipedia
LIAZ,Industrials,Jablonec nad Nisou,MalPatSaj_wikipedia
Mafra,Consumer services,Prague,MalPatSaj_wikipedia
Meopta,Industrials,Přerov,MalPatSaj_wikipedia
Metrostav,Industrials,Prague[21],MalPatSaj_wikipedia
Moser,Consumer goods,Karlovy Vary,MalPatSaj_wikipedia
O2 Czech Republic,Telecommunications,Prague,MalPatSaj_wikipedia
OKD,Basic materials,Ostrava,MalPatSaj_wikipedia
Petrof,Consumer goods,Hradec Králové,MalPatSaj_wikipedia
Pilsner Urquell Brewery,Consumer goods,Plzeň,MalPatSaj_wikipedia
Preciosa,Consumer goods,Jablonec nad Nisou,MalPatSaj_wikipedia
Racom,Consumer goods,Nové Město na Moravě,MalPatSaj_wikipedia
Red Hat Czech,Technology,Brno,MalPatSaj_wikipedia
Royal Brewery of Krušovice,Consumer goods,Krušovice,MalPatSaj_wikipedia
Rudolf Kämpf,Consumer goods,Nové Sedlo,MalPatSaj_wikipedia
Škoda Transportation,Industrials,Plzeň,MalPatSaj_wikipedia
Škoda Works,Industrials,Plzeň,MalPatSaj_wikipedia
Skylink,Telecommunications,Prague,MalPatSaj_wikipedia
Student Agency,Consumer services,Brno,MalPatSaj_wikipedia
Supraphon,Consumer services,Prague,MalPatSaj_wikipedia
Tatra,Industrials,Kopřivnice,MalPatSaj_wikipedia
Telekom Austria Czech Republic,Telecommunications,Prague,MalPatSaj_wikipedia
Toyota Peugeot Citroën Automobile Czech,Consumer goods,Kolín,MalPatSaj_wikipedia
Trinec Iron and Steel Works,Basic materials,Třinec,MalPatSaj_wikipedia
UniCredit Bank Czech Republic and Slovakia,Financials,Prague,MalPatSaj_wikipedia
Via Chem Group,Basic materials,České Budějovice,MalPatSaj_wikipedia
Vodafone Czech Republic,Telecommunications,Prague,MalPatSaj_wikipedia
Walter Aircraft Engines,Industrials,Prague,MalPatSaj_wikipedia
Zetor,Industrials,Brno,MalPatSaj_wikipedia
Živnostenská banka,Financials,Prague,MalPatSaj_wikipedia
Alectia,Industrials,Virum,MalPatSaj_wikipedia
ALK-Abelló,Health care,Hørsholm,MalPatSaj_wikipedia
Aller Media,Consumer services,Copenhagen,MalPatSaj_wikipedia
Alm. Brand,Financials,Copenhagen,MalPatSaj_wikipedia
Ambu,Health care,Copenhagen,MalPatSaj_wikipedia
Arkitema Architects,Industrials,Aarhus,MalPatSaj_wikipedia
Arla Foods,Consumer goods,Viby J,MalPatSaj_wikipedia
Arp-Hansen Hotel Group,Consumer services,Copenhagen,MalPatSaj_wikipedia
Bang & Olufsen,Consumer goods,Struer,MalPatSaj_wikipedia
Bestseller A/S,Consumer goods,Brande,MalPatSaj_wikipedia
Bjarke Ingels Group,Industrials,Copenhagen,MalPatSaj_wikipedia
BoConcept,Consumer services,Herning,MalPatSaj_wikipedia
Brødrene Hartmann,Industrials,Gentofte,MalPatSaj_wikipedia
C. F. Møller Architects,Industrials,Aarhus,MalPatSaj_wikipedia
Carlsberg Group,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Cembrit,Industrials,Aalborg,MalPatSaj_wikipedia
Chr. Hansen,Consumer goods,Hørsholm,MalPatSaj_wikipedia
COBE Architects,Industrials,Copenhagen,MalPatSaj_wikipedia
Coloplast,Health care,Fredensborg,MalPatSaj_wikipedia
Coop amba,Consumer services,Copenhagen,MalPatSaj_wikipedia
Copenhagen Airport,Industrials,Copenhagen,MalPatSaj_wikipedia
Co-Ro Food,Consumer goods,Frederikssund,MalPatSaj_wikipedia
COWEX,Technology,Gentofte,MalPatSaj_wikipedia
COWI A/S,Industrials,Kongens Lyngby,MalPatSaj_wikipedia
Daloon,Consumer goods,Nyborg,MalPatSaj_wikipedia
D/S Norden,Industrials,Hellerup,MalPatSaj_wikipedia
Dampskibsselskabet Torm,Industrials,Copenhagen,MalPatSaj_wikipedia
Danfoss,Industrials,Nordborg,MalPatSaj_wikipedia
Danisco,Health care,Copenhagen,MalPatSaj_wikipedia
Danish Agro,Industrials,Karise,MalPatSaj_wikipedia
Danish Crown AmbA,Consumer goods,Randers,MalPatSaj_wikipedia
Dansk Supermarked,Consumer services,Højbjerg,MalPatSaj_wikipedia
Danske Bank,Financials,Copenhagen,MalPatSaj_wikipedia
Dantherm,Industrials,Skive,MalPatSaj_wikipedia
DFDS,Industrials,Copenhagen,MalPatSaj_wikipedia
Dissing+Weitling,Industrials,Copenhagen,MalPatSaj_wikipedia
DLF,Consumer goods,Roskilde,MalPatSaj_wikipedia
DSB,Industrials,Copenhagen,MalPatSaj_wikipedia
DSV,Industrials,Hedehusene,MalPatSaj_wikipedia
DT Group,Industrials,Copenhagen,MalPatSaj_wikipedia
ECCO,Consumer goods,Bredebro,MalPatSaj_wikipedia
Egmont Group,Consumer services,Copenhagen,MalPatSaj_wikipedia
Falck,Health care,Copenhagen,MalPatSaj_wikipedia
FLSmidth,Industrials,Copenhagen,MalPatSaj_wikipedia
Flying Tiger Copenhagen,Consumer services,Copenhagen,MalPatSaj_wikipedia
Foss A/S,Industrials,Hillerød,MalPatSaj_wikipedia
Global Risk Management,Industrials,Middelfart,MalPatSaj_wikipedia
GN Store Nord,Health care,Ballerup,MalPatSaj_wikipedia
Grundfos,Industrials,Bjerringbro,MalPatSaj_wikipedia
Gryphon Audio Designs,Consumer goods,Ry,MalPatSaj_wikipedia
Haldor Topsoe,Basic materials,Copenhagen,MalPatSaj_wikipedia
Hempel Group,Basic materials,Lyngby-Taarbæk,MalPatSaj_wikipedia
Henning Larsen Architects,Industrials,Copenhagen,MalPatSaj_wikipedia
House of Amber,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Hummel,Consumer goods,Aarhus,MalPatSaj_wikipedia
IC Group,Consumer goods,Copenhagen,MalPatSaj_wikipedia
IO Interactive,Technology,Copenhagen,MalPatSaj_wikipedia
ISS A/S,Industrials,Copenhagen,MalPatSaj_wikipedia
Jet Time,Consumer services,Copenhagen,MalPatSaj_wikipedia
Jorgensen Engineering,Industrials,Odense,MalPatSaj_wikipedia
Jysk,Consumer services,Aarhus,MalPatSaj_wikipedia
Jyske Bank,Financials,Silkeborg,MalPatSaj_wikipedia
Kemp & Lauritzen,Industrials,Copenhagen,MalPatSaj_wikipedia
Kopenhagen Fur,Consumer goods,Copenhagen,MalPatSaj_wikipedia
LastObject,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Leo Pharma,Health care,Copenhagen,MalPatSaj_wikipedia
LM Glasfiber,Industrials,Lunderskov,MalPatSaj_wikipedia
Louis Poulsen,Industrials,Copenhagen,MalPatSaj_wikipedia
Lundbeck,Health care,Copenhagen,MalPatSaj_wikipedia
Lundgaard & Tranberg,Industrials,Copenhagen,MalPatSaj_wikipedia
Maersk,Conglomerates,Copenhagen,MalPatSaj_wikipedia
Martin Professional,Industrials,Aarhus,MalPatSaj_wikipedia
Matas,Consumer services,Allerød,MalPatSaj_wikipedia
Netcompany,Technology,Copenhagen,MalPatSaj_wikipedia
NKT Holding,Conglomerates,Copenhagen,MalPatSaj_wikipedia
NNIT,Technology,Gladsaxe,MalPatSaj_wikipedia
Nordic Adult Entertainment,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Nordisk Film,Consumer services,Copenhagen,MalPatSaj_wikipedia
North Media,Consumer services,Gladsaxe,MalPatSaj_wikipedia
North Sea Capital,Financials,Copenhagen,MalPatSaj_wikipedia
Novo Nordisk,Health care,Copenhagen,MalPatSaj_wikipedia
Novozymes,Health care,Copenhagen,MalPatSaj_wikipedia
Nykredit,Financials,Copenhagen,MalPatSaj_wikipedia
Ørsted,Utilities,Fredericia,MalPatSaj_wikipedia
Parken Sport & Entertainment,Consumer services,Copenhagen,MalPatSaj_wikipedia
Pharma Nord,Health care,Vejle,MalPatSaj_wikipedia
Pharmacosmos,Health care,Holbæk,MalPatSaj_wikipedia
Phase One,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Plesner,Industrials,Copenhagen,MalPatSaj_wikipedia
Post Danmark,Industrials,Copenhagen,MalPatSaj_wikipedia
Ramboll,Industrials,Copenhagen,MalPatSaj_wikipedia
Roskilde Forsyning,Utilities,Roskilde,MalPatSaj_wikipedia
Royal Copenhagen,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Royal Unibrew,Consumer goods,Faxe,MalPatSaj_wikipedia
Sampension,Financials,Copenhagen,MalPatSaj_wikipedia
Santa Fe Group,Industrials,Copenhagen,MalPatSaj_wikipedia
Saxo Bank,Financials,Copenhagen,MalPatSaj_wikipedia
Scandinavian Tobacco Group,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Schmidt Hammer Lassen,Industrials,Copenhagen,MalPatSaj_wikipedia
Select Sport,Consumer goods,Copenhagen,MalPatSaj_wikipedia
Simonsen & Weel,Health care,Vallensbæk,MalPatSaj_wikipedia
STYLEPIT,Consumer services,Copenhagen,MalPatSaj_wikipedia
Stibo,Technology,Århus,MalPatSaj_wikipedia
TDC A/S,Telecommunications,Copenhagen,MalPatSaj_wikipedia
Terma A/S,Industrials,Lystrup,MalPatSaj_wikipedia
The Lego Group,Consumer goods,Billund,MalPatSaj_wikipedia
Thorco Shipping,Industrials,Copenhagen,MalPatSaj_wikipedia
Tuborg Brewery,Consumer goods,Fredericia,MalPatSaj_wikipedia
United Shipping & Trading Company,Industrials,Middelfart,MalPatSaj_wikipedia
VELUX,Industrials,Hørsholm,MalPatSaj_wikipedia
Vestas,Industrials,Aarhus,MalPatSaj_wikipedia
Welltec,Oil & gas,Allerød,MalPatSaj_wikipedia
Widex,Health care,Lynge,MalPatSaj_wikipedia
William Demant,Health care,Ledøje-Smørum,MalPatSaj_wikipedia
Zentropa,Consumer services,Hvidovre,MalPatSaj_wikipedia
A. Le Coq,Consumer goods,Tartu,MalPatSaj_wikipedia
Airest,Consumer services,Tallinn,MalPatSaj_wikipedia
Alexela,Oil & gas,Tallinn,MalPatSaj_wikipedia
Aqris,Technology,Tallinn,MalPatSaj_wikipedia
AS Starman,Telecommunications,Tallinn,MalPatSaj_wikipedia
Avies,Consumer services,Tallinn,MalPatSaj_wikipedia
Baltika Group,Consumer services,Tallinn,MalPatSaj_wikipedia
BLRT Grupp,Industrials,Tallinn,MalPatSaj_wikipedia
Bolt,Technology,Tallinn,MalPatSaj_wikipedia
Copterline,Consumer services,Tallinn,MalPatSaj_wikipedia
Eesti Energia,Utilities,Tallinn,MalPatSaj_wikipedia
Eesti Gaas,Utilities,Tallinn,MalPatSaj_wikipedia
Eesti Raudtee,Industrials,Tallinn,MalPatSaj_wikipedia
Elering,Utilities,Tallinn,MalPatSaj_wikipedia
Elron,Consumer services,Tallinn,MalPatSaj_wikipedia
Enefit Kaevandused,Basic materials,Jõhvi,MalPatSaj_wikipedia
Enefit Solutions,Industrials,Jõhvi,MalPatSaj_wikipedia
Enimex,Consumer services,Tallinn,MalPatSaj_wikipedia
EstDomains,Technology,Tartu,MalPatSaj_wikipedia
Estonia Piano Factory,Consumer goods,Tallinn,MalPatSaj_wikipedia
Estonian Record Productions,Consumer services,Tallinn,MalPatSaj_wikipedia
Fortumo,Financials,Tartu,MalPatSaj_wikipedia
GoRail,Consumer services,Tallinn[10],MalPatSaj_wikipedia
Kalev,Consumer goods,Lehmja,MalPatSaj_wikipedia
Liviko,Consumer goods,Tallinn,MalPatSaj_wikipedia
Moonwalk Records,Consumer services,Tallinn,MalPatSaj_wikipedia
Narva Oil Plant,Oil & gas,Auvere,MalPatSaj_wikipedia
Nortal,Technology,Tallinn,MalPatSaj_wikipedia
Olerex,Consumer services,Tartu[11],MalPatSaj_wikipedia
Omniva,Logistics,Tallinn,MalPatSaj_wikipedia
Publishing House ERSEN,Consumer services,Tallinn,MalPatSaj_wikipedia
Quattromed,Health care,Tartu,MalPatSaj_wikipedia
Rakvere Lihakombinaat,Consumer goods,Roodevälja,MalPatSaj_wikipedia
Saaremaa Shipping Company,Industrials,Kuressaare,MalPatSaj_wikipedia
Saku Brewery,Consumer goods,Saku,MalPatSaj_wikipedia
SEB Pank,Financials,Tallinn,MalPatSaj_wikipedia
Selver,Consumer services,Tallinn,MalPatSaj_wikipedia
Sky Media Group,Consumer services,Tallinn,MalPatSaj_wikipedia
SmartPost,Industrials,Tallinn,MalPatSaj_wikipedia
STV,Consumer services,Tallinn,MalPatSaj_wikipedia
Tallink,Industrials,Tallinn,MalPatSaj_wikipedia
Tallinna Linnatranspordi AS,Consumer services,Tallinn,MalPatSaj_wikipedia
Tänapäev,Consumer services,Tallinn,MalPatSaj_wikipedia
Tartu Mill,Consumer goods,Tartu,MalPatSaj_wikipedia
Telia Eesti,Telecommunications,Tallinn,MalPatSaj_wikipedia
Tondi Elektroonika,Industrials,Tallinn,MalPatSaj_wikipedia
TopTen,Consumer services,Tallinn,MalPatSaj_wikipedia
Ülemiste Keskus,Consumer services,Tallinn,MalPatSaj_wikipedia
Varrak,Consumer services,Tallinn,MalPatSaj_wikipedia
Viru Keemia Grupp,Oil & gas,Kohtla-Järve,MalPatSaj_wikipedia
VKG Elektrivõrgud,Utilities,Narva,MalPatSaj_wikipedia
ZeroTurnaround,Technology,Tartu,MalPatSaj_wikipedia
Ahlstrom,Basic materials,Helsinki,MalPatSaj_wikipedia
Aktia Bank,Financials,Helsinki,MalPatSaj_wikipedia
Alko,Consumer services,Helsinki,MalPatSaj_wikipedia
Alma Media,Consumer services,Helsinki,MalPatSaj_wikipedia
Altia,Consumer goods,Helsinki,MalPatSaj_wikipedia
Amer Sports,Consumer goods,Helsinki,MalPatSaj_wikipedia
Bank of Åland,Financials,Mariehamn,MalPatSaj_wikipedia
Basware,Technology,Espoo,MalPatSaj_wikipedia
Bittium,Consumer goods,Oulu,MalPatSaj_wikipedia
Cargotec,Industrials,Helsinki,MalPatSaj_wikipedia
Codenomicon,Technology,Oulu,MalPatSaj_wikipedia
DNA Oyj,Telecommunications,Helsinki,MalPatSaj_wikipedia
Eckerö Line,Industrials,Helsinki,MalPatSaj_wikipedia
EKS,Consumer goods,Espoo,MalPatSaj_wikipedia
Elisa,Telecommunications,Helsinki,MalPatSaj_wikipedia
Fazer,Consumer services,Helsinki,MalPatSaj_wikipedia
Fingrid,Utilities,Helsinki,MalPatSaj_wikipedia
Finnair,Consumer services,Vantaa,MalPatSaj_wikipedia
Finnlines,Industrials,Helsinki,MalPatSaj_wikipedia
Fiskars,Consumer goods,Helsinki,MalPatSaj_wikipedia
Fortum,Utilities,Espoo,MalPatSaj_wikipedia
F-Secure,Technology,Helsinki,MalPatSaj_wikipedia
Hartwall,Consumer goods,Helsinki,MalPatSaj_wikipedia
Hesburger,Consumer services,Turku,MalPatSaj_wikipedia
HKScan,Consumer goods,Turku,MalPatSaj_wikipedia
Holvi,Financials,Helsinki,MalPatSaj_wikipedia
Huhtamäki,Industrials,Espoo,MalPatSaj_wikipedia
Kemira,Basic materials,Helsinki,MalPatSaj_wikipedia
Kemppi,Industrials,Lahti,MalPatSaj_wikipedia
Kesko,Consumer services,Helsinki,MalPatSaj_wikipedia
Kone,Industrials,Helsinki,MalPatSaj_wikipedia
Konecranes,Industrials,Hyvinkää,MalPatSaj_wikipedia
Kotipizza,Consumer services,Helsinki,MalPatSaj_wikipedia
Lemminkäinen Group,Industrials,Helsinki,MalPatSaj_wikipedia
Marimekko,Consumer goods,Helsinki,MalPatSaj_wikipedia
Metsä Group,Basic materials,Helsinki,MalPatSaj_wikipedia
Metso,Industrials,Helsinki,MalPatSaj_wikipedia
Neste,Oil & gas,Espoo,MalPatSaj_wikipedia
Nokia,Industrials,Espoo,MalPatSaj_wikipedia
Nokia Networks,Technology,Espoo,MalPatSaj_wikipedia
Nokian Jalkineet,Consumer goods,Helsinki,MalPatSaj_wikipedia
Nokian Tyres,Consumer goods,Nokia,MalPatSaj_wikipedia
Olvi,Consumer goods,Helsinki,MalPatSaj_wikipedia
OP Financial Group,Financials,Helsinki,MalPatSaj_wikipedia
Orion Corporation,Health care,Espoo,MalPatSaj_wikipedia
Outokumpu,Basic materials,Helsinki,MalPatSaj_wikipedia
Outotec,Industrials,Espoo,MalPatSaj_wikipedia
Patria,Industrials,Helsinki,MalPatSaj_wikipedia
Planmeca,Health care,Helsinki,MalPatSaj_wikipedia
Pohjolan Voima,Utilities,Helsinki,MalPatSaj_wikipedia
Polar Electro,Consumer goods,Kempele,MalPatSaj_wikipedia
Ponsse Corporation,Industrials,Vieremä,MalPatSaj_wikipedia
Posiva,Industrials,Eurajoki,MalPatSaj_wikipedia
Posti Group,Logistics,Helsinki,MalPatSaj_wikipedia
Pöyry,Industrials,Vantaa,MalPatSaj_wikipedia
Process Vision,Technology,Helsinki,MalPatSaj_wikipedia
Raisio Group,Consumer goods,Raisio,MalPatSaj_wikipedia
Rautaruukki,Industrials,Helsinki,MalPatSaj_wikipedia
Rovio Entertainment,Technology,Espoo,MalPatSaj_wikipedia
S Group,Consumer services,Helsinki,MalPatSaj_wikipedia
Sampo Group,Financials,Helsinki,MalPatSaj_wikipedia
Sanoma,Consumer services,Helsinki,MalPatSaj_wikipedia
Silja Line,Industrials,Helsinki,MalPatSaj_wikipedia
Sisu Auto,Industrials,Helsinki,MalPatSaj_wikipedia
Solidium,Financials,Helsinki[7],MalPatSaj_wikipedia
SSH Communications Security,Technology,Helsinki,MalPatSaj_wikipedia
St1,Oil & gas,Helsinki,MalPatSaj_wikipedia
Stenfors,Industrials,Oulu,MalPatSaj_wikipedia
Stockmann,Consumer services,Helsinki,MalPatSaj_wikipedia
Stonesoft Corporation,Technology,Helsinki,MalPatSaj_wikipedia
Stora Enso,Basic materials,Helsinki,MalPatSaj_wikipedia
Suominen Corporation,Consumer goods,Helsinki,MalPatSaj_wikipedia
Supercell,Technology,Helsinki,MalPatSaj_wikipedia
Suunto,Consumer goods,Vantaa,MalPatSaj_wikipedia
Talvivaara Mining Company,Basic materials,Espoo,MalPatSaj_wikipedia
Tieto,Technology,Helsinki,MalPatSaj_wikipedia
Tikkurila,Basic materials,Vantaa,MalPatSaj_wikipedia
UPM-Kymmene,Basic materials,Helsinki,MalPatSaj_wikipedia
Vacon,Industrials,Vaasa,MalPatSaj_wikipedia
Vaisala,Technology,Vantaa,MalPatSaj_wikipedia
Valio,Consumer goods,Helsinki,MalPatSaj_wikipedia
Valmet Automotive,Consumer goods,Uusikaupunki,MalPatSaj_wikipedia
Valmet,Industrials,Espoo,MalPatSaj_wikipedia
Valtra,Industrials,Äänekoski,MalPatSaj_wikipedia
Verkkokauppa.com,Consumer services,Helsinki,MalPatSaj_wikipedia
Viking Line,Industrials,Mariehamn,MalPatSaj_wikipedia
VR,Industrials,Helsinki,MalPatSaj_wikipedia
Wärtsilä,Industrials,Helsinki,MalPatSaj_wikipedia
Woikoski,Basic materials,Voikoski[8],MalPatSaj_wikipedia
YIT,Industrials,Helsinki,MalPatSaj_wikipedia
Accor,Consumer services,Paris,MalPatSaj_wikipedia
Aéropostale,Consumer services,Toulouse,MalPatSaj_wikipedia
Aérospatiale-Matra,Industrials,Paris[7],MalPatSaj_wikipedia
Air France,Consumer services,Tremblay-en-France,MalPatSaj_wikipedia
Air France–KLM,Consumer services,Tremblay-en-France,MalPatSaj_wikipedia
Airbus,Industrials,Toulouse,MalPatSaj_wikipedia
Air Liquide,Industrial,Paris,MalPatSaj_wikipedia
Alcatel-Lucent,Technology,Boulogne-Billancourt,MalPatSaj_wikipedia
Ales Groupe,Consumer goods,Paris,MalPatSaj_wikipedia
Alstom,Industrials,Saint-Ouen,MalPatSaj_wikipedia
Altran,Industrials,Paris,MalPatSaj_wikipedia
Amaury Sport Organisation,Consumer services,Issy-les-Moulineaux,MalPatSaj_wikipedia
ArianeGroup,Industrials,Issy-les-Moulineaux,MalPatSaj_wikipedia
Arianespace,Industrials,Courcouronnes,MalPatSaj_wikipedia
Arkane Studios,Technology,Lyon,MalPatSaj_wikipedia
Arte,Consumer services,Strasburg,MalPatSaj_wikipedia
Astrium,Industrials,Paris,MalPatSaj_wikipedia
AT Internet,Technology,Bordeaux,MalPatSaj_wikipedia
Atari SA,Technology,Paris,MalPatSaj_wikipedia
Atisreal,Financials,Levallois-Perret,MalPatSaj_wikipedia
Atos,Technology,Bezons,MalPatSaj_wikipedia
Auchan,Consumer services,Croix,MalPatSaj_wikipedia
Axa,Financials,Paris,MalPatSaj_wikipedia
Babolat,Consumer goods,Lyon,MalPatSaj_wikipedia
Baccarat,Consumer goods,Paris,MalPatSaj_wikipedia
Banijay,Consumer services,Paris,MalPatSaj_wikipedia
Banque de l'Indochine,Financials,Paris,MalPatSaj_wikipedia
Bel Group,Consumer goods,Paris,MalPatSaj_wikipedia
BNP Paribas,Financials,Paris,MalPatSaj_wikipedia
Bolloré,Industrials,Puteaux,MalPatSaj_wikipedia
Bonduelle,Consumer goods,Villeneuve d'Ascq,MalPatSaj_wikipedia
Bouygues Telecom,Telecommunications,Paris,MalPatSaj_wikipedia
Bouygues,Conglomerates,Paris,MalPatSaj_wikipedia
Brittany Ferries,Industrials,Roscoff,MalPatSaj_wikipedia
Bugatti Automobiles,Consumer goods,Molsheim,MalPatSaj_wikipedia
Canal+,Consumer services,Issy-les-Moulineaux,MalPatSaj_wikipedia
Capgemini,Industrials,Paris,MalPatSaj_wikipedia
Carrefour,Consumer services,Boulogne-Billancourt,MalPatSaj_wikipedia
Cartier,Consumer goods,Saint-Ouen,MalPatSaj_wikipedia
Celio,Consumer services,Paris,MalPatSaj_wikipedia
Chanel,Consumer goods,Neuilly-sur-Seine,MalPatSaj_wikipedia
Chantelle,Consumer goods,Cachan,MalPatSaj_wikipedia
Christian Dior SE,Consumer goods,Paris,MalPatSaj_wikipedia
Citroën,Consumer goods,Rueil-Malmaison,MalPatSaj_wikipedia
CMA CGM,Industrials,Marseille,MalPatSaj_wikipedia
Com One group,Technology,Cestas,MalPatSaj_wikipedia
Crédit Agricole,Financials,Montrouge,MalPatSaj_wikipedia
Crédit Commercial de France,Financials,Paris,MalPatSaj_wikipedia
Crédit Mutuel,Financials,Paris,MalPatSaj_wikipedia
Conforama,Consumer services,Saint-Priest,MalPatSaj_wikipedia
Crédit Foncier de France,Financials,Charenton-le-Pont,MalPatSaj_wikipedia
Crédit Lyonnais,Financials,Paris,MalPatSaj_wikipedia
