company_name,company_industry,company_status,file_name
Vaude,Consumer goods,Tettnang,MalPatSaj_wikipedia
Vector Informatik,Technology,Stuttgart,MalPatSaj_wikipedia
Veltins,Consumer goods,Meschede,MalPatSaj_wikipedia
Vereinigte Flugtechnische Werke,Industrials,Bremen,MalPatSaj_wikipedia
Viessmann,Industrials,Allendorf (Eder),MalPatSaj_wikipedia
Villeroy & Boch,Consumer goods,Mettlach,MalPatSaj_wikipedia
Voith,Industrials,Heidenheim an der Brenz,MalPatSaj_wikipedia
Volkswagen Group,Consumer goods,Wolfsburg,MalPatSaj_wikipedia
Volkswagen,Consumer goods,Wolfsburg,MalPatSaj_wikipedia
Vonovia,Financials,Bochum,MalPatSaj_wikipedia
Vossloh,Industrials,Werdohl,MalPatSaj_wikipedia
Wacker Chemie,Basic materials,Munich,MalPatSaj_wikipedia
Wacker Neuson,Industrials,Munich,MalPatSaj_wikipedia
WAGO Kontakttechnik,Industrials,Minden,MalPatSaj_wikipedia
Warsteiner,Consumer goods,Warstein,MalPatSaj_wikipedia
Wella,Consumer goods,Darmstadt,MalPatSaj_wikipedia
Wera Werk Hermann Werner,Consumer goods,Wuppertal,MalPatSaj_wikipedia
Weser Flugzeugbau,Industrials,Bremen,MalPatSaj_wikipedia
Wilkhahn,Consumer goods,Bad Münder,MalPatSaj_wikipedia
Wintershall,Oil & gas,Kassel,MalPatSaj_wikipedia
Wirecard,Financials,Aschheim,MalPatSaj_wikipedia
Wittenstein,Industrials,Igersheim,MalPatSaj_wikipedia
Wolff & Müller,Industrials,Stuttgart,MalPatSaj_wikipedia
Wortmann,Technology,Hüllhorst,MalPatSaj_wikipedia
Würth,Industrials,Künzelsau,MalPatSaj_wikipedia
Wüsthof,Consumer goods,Solingen,MalPatSaj_wikipedia
ZF Friedrichshafen,Industrials,Friedrichshafen,MalPatSaj_wikipedia
Ziehl-Abegg SE,Industrials,Künzelsau,MalPatSaj_wikipedia
4E TV,Consumer services,Thessaloniki,MalPatSaj_wikipedia
Abea,Consumer goods,Chania,MalPatSaj_wikipedia
Achaia Clauss,Consumer Goods,Patras,MalPatSaj_wikipedia
ADMIE,Utilities,Athens,MalPatSaj_wikipedia
Aegean Airlines,Consumer services,Athens,MalPatSaj_wikipedia
Aegean Motorway S.A.,Industrials,Athens,MalPatSaj_wikipedia
Aegean Speed Lines,Industrials,Glyfada,MalPatSaj_wikipedia
Aegek SA,Industrials,Marousi,MalPatSaj_wikipedia
Aeolian Investment Fund S.A.,Financials,Athens,MalPatSaj_wikipedia
Air Mediterranean,Consumer services,Athens,MalPatSaj_wikipedia
Alfa-Beta Vassilopoulos,Consumer services,Athens,MalPatSaj_wikipedia
Allatini,Consumer goods,Thessaloniki,MalPatSaj_wikipedia
Alpha Bank,Financials,Athens,MalPatSaj_wikipedia
Alpha Records,Consumer services,Athens,MalPatSaj_wikipedia
Alpha TV,Consumer services,Athens,MalPatSaj_wikipedia
ALUMIL Aluminium Industry S.A,Basic materials,Kilkis,MalPatSaj_wikipedia
Aluminium of Greece,Basic materials,Marousi,MalPatSaj_wikipedia
Amjet Executive,Consumer services,Athens,MalPatSaj_wikipedia
ANEK Lines,Industrials,Chania,MalPatSaj_wikipedia
ANT1 Group,Consumer services,Athens,MalPatSaj_wikipedia
ANT1,Consumer services,Athens,MalPatSaj_wikipedia
Arapian,Consumer goods,Athens,MalPatSaj_wikipedia
Arcadia Shipmanagement,Industrials,Athens,MalPatSaj_wikipedia
Archirodon,Industrials,Dordrecht,MalPatSaj_wikipedia
Atcom,Technology,Athens,MalPatSaj_wikipedia
Athens Exchange,Financials,Athens,MalPatSaj_wikipedia
Athens International Airport S.A.,Consumer services,Athens,MalPatSaj_wikipedia
Athens-Macedonian News Agency,Consumer services,Athens,MalPatSaj_wikipedia
Athens Mass Transit System,Consumer services,Athens,MalPatSaj_wikipedia
Athens Metro,Consumer services,Athens,MalPatSaj_wikipedia
Atlas Maritime,Industrials,Athens,MalPatSaj_wikipedia
Attica Bank,Financials,Athens,MalPatSaj_wikipedia
Attica Group,Industrials,Athens,MalPatSaj_wikipedia
Attiki Odos consortium,Industrials,Athens,MalPatSaj_wikipedia
Aventurine SA,Technology,Athens,MalPatSaj_wikipedia
Avin International,Industrials,Maroussi,MalPatSaj_wikipedia
Bank of Greece,Financials,Athens,MalPatSaj_wikipedia
Barbastathis,Consumer services,Thessaloniki,MalPatSaj_wikipedia
Bazaar,Consumer services,Athens,MalPatSaj_wikipedia
Beat,Consumer services,Athens,MalPatSaj_wikipedia
Berios,Industrials,Athens,MalPatSaj_wikipedia
Bioman,Consumer goods,Tavros,MalPatSaj_wikipedia
Black Lotus Records,Consumer services,Athens,MalPatSaj_wikipedia
Bluebird Airways,Consumer services,Heraklion,MalPatSaj_wikipedia
Blue Star Ferries,Industrials,Athens,MalPatSaj_wikipedia
Centric Multimedia,Consumer services,Athens,MalPatSaj_wikipedia
Ceres Hellenic Shipping Enterprises,Industrials,Pireus,MalPatSaj_wikipedia
CERETETH,Technology,Volos,MalPatSaj_wikipedia
Chalkis Shipyards (Aulida),Industrials,Chalkis,MalPatSaj_wikipedia
Chipita,Food & Beveradges,Athens,MalPatSaj_wikipedia
Coca-Cola Hellenic Bottling Company,Consumer services,Zug,MalPatSaj_wikipedia
Coffee Island,Consumer services,Patras,MalPatSaj_wikipedia
Compupress,Consumer services,Athens,MalPatSaj_wikipedia
Consolidated Contractors Company,Industrials,Athens,MalPatSaj_wikipedia
Cosmote,Telecommunications,Athens,MalPatSaj_wikipedia
Costamare,Industrials,Monaco,MalPatSaj_wikipedia
DEPA,Oil & gas,Athens,MalPatSaj_wikipedia
DESFA,Oil & gas,Chalandri,MalPatSaj_wikipedia
Diana,Consumer goods,Tavros,MalPatSaj_wikipedia
Digea,Broadcast,Athens,MalPatSaj_wikipedia
Digital Union,Consumer services,Athens,MalPatSaj_wikipedia
Dodekanisos Seaways,Industrials,Rhodes,MalPatSaj_wikipedia
DryShips Inc,Industrials,Athens,MalPatSaj_wikipedia
EAS,Industrials,Athens,MalPatSaj_wikipedia
Egnatia Odos S.A.,Industrials,Athens,MalPatSaj_wikipedia
ELCO,Consumer goods,Lykovrysi,MalPatSaj_wikipedia
Epsa,Consumer goods,Pilio,MalPatSaj_wikipedia
Elefsis Shipyards,Industrials,Eleusis,MalPatSaj_wikipedia
ELFE,Basic materials,Athens,MalPatSaj_wikipedia
Ellaktor,Industrials,Kifissia,MalPatSaj_wikipedia
Ellinair,Consumer services,Thessaloniki,MalPatSaj_wikipedia
Energean Oil & Gas,Oil & gas,Maroussi,MalPatSaj_wikipedia
Open TV,Consumer services,Koropi,MalPatSaj_wikipedia
Eskimo (Feidakis Group),Consumer goods,Athens,MalPatSaj_wikipedia
Estia Newspaper S.A.,Consumer services,Athens,MalPatSaj_wikipedia
ETEM,Basic materials,Athens,MalPatSaj_wikipedia
Eurobank Ergasias,Financials,Athens,MalPatSaj_wikipedia
European Reliance,Financials,Athens,MalPatSaj_wikipedia
European Seaways,Industrials,Athens,MalPatSaj_wikipedia
Euroseas,Industrials,Maroussi,MalPatSaj_wikipedia
Evga S.A.,Consumer goods,Athens,MalPatSaj_wikipedia
EYDAP,Utilities,Galatsi,MalPatSaj_wikipedia
Fage,Consumer services,Strassen,MalPatSaj_wikipedia
Fast Ferries,Industrials,Piraeus,MalPatSaj_wikipedia
Flocafé,Consumer services,Athens,MalPatSaj_wikipedia
Finos Film,Consumer services,Athens,MalPatSaj_wikipedia
Fix Brewery,Consumer goods,Athens,MalPatSaj_wikipedia
Folli Follie,Consumer goods,Athens,MalPatSaj_wikipedia
Forthnet,Telecommunications,Athens,MalPatSaj_wikipedia
Frigoglass,Industrial,Kifissia,MalPatSaj_wikipedia
GainJet Aviation,Consumer services,Athens,MalPatSaj_wikipedia
Galaxias,Consumer services,Athens,MalPatSaj_wikipedia
GEK Terna,Industrials,Athens,MalPatSaj_wikipedia
Germanos Group,Industrials,Athens,MalPatSaj_wikipedia
Golden Star Ferries,Industrials,Andros,MalPatSaj_wikipedia
Goody's Burger House,Consumer services,Athens,MalPatSaj_wikipedia
Grecotel,Consumer services,Rethymno,MalPatSaj_wikipedia
Greek Internet Exchange,Technology,Athens,MalPatSaj_wikipedia
Greek Reporter,Consumer services,-,MalPatSaj_wikipedia
Greek Wine Cellars,Consumer goods,Markopoulo,MalPatSaj_wikipedia
Green Cola Company,Consumer services,Orestiada,MalPatSaj_wikipedia
Green Cookie Records,Consumer services,Thessaloniki,MalPatSaj_wikipedia
Haitoglou Bros,Consumer goods,Athens,MalPatSaj_wikipedia
Halyvourgiki Steel,Basic materials,Athens,MalPatSaj_wikipedia
Heaven Music,Consumer services,Athens,MalPatSaj_wikipedia
Hellas Sat,Telecommunications,Nicosia,MalPatSaj_wikipedia
Hellenic Aerospace Industry,Industrials,Tanagra,MalPatSaj_wikipedia
Hellenic Broadcasting Corporation,Consumer services,Athens,MalPatSaj_wikipedia
Hellenic Civil Aviation Authority,Consumer services,Glyfada,MalPatSaj_wikipedia
Hellenic Duty Free Shops,Consumer services,Agios Stefanos,MalPatSaj_wikipedia
Hellenic Electricity Distribution Network Operator,Utilities,Athens,MalPatSaj_wikipedia
Hellenic Petroleum,Oil & gas,Athens,MalPatSaj_wikipedia
Hellenic Post,Industrials,Athens,MalPatSaj_wikipedia
Hellenic Railways Organisation,Infrastructure,Athens,MalPatSaj_wikipedia
Asset Development Fund,Financials,Athens,MalPatSaj_wikipedia
Hellenic Seaplanes,Consumer services,Athens,MalPatSaj_wikipedia
Hellenic Seaways,Industrials,Athens,MalPatSaj_wikipedia
Hellenic Shipyards Co.,Industrials,Skaramagas,MalPatSaj_wikipedia
Hellenic Space Organization,Technology,Kallithea,MalPatSaj_wikipedia
Hellenic Sugar Industry,Consumer goods,Thessaloniki,MalPatSaj_wikipedia
Hellenic Vehicle Industry,Industrials,Thessaloniki,MalPatSaj_wikipedia
Heracles General Cement,Industrials,Athens,MalPatSaj_wikipedia
Heron S.A.,Utilities,Athens,MalPatSaj_wikipedia
Hondos Center,Consumer services,Athens,MalPatSaj_wikipedia
Hotel Grande Bretagne,Consumer services,Athens,MalPatSaj_wikipedia
IANOS,Consumer services,Thessaloniki,MalPatSaj_wikipedia
I Avgi,Consumer services,Athens,MalPatSaj_wikipedia
Ideal Bikes,Consumer goods,Patras,MalPatSaj_wikipedia
IMC Technologies,Technology,Athens,MalPatSaj_wikipedia
Interbalkan Medical Center,Consumer services,Thessaloniki,MalPatSaj_wikipedia
InternetQ,Technology,London,MalPatSaj_wikipedia
Intracom,Technology,Athens,MalPatSaj_wikipedia
Intrakat,Industrials,Paiania,MalPatSaj_wikipedia
Intralot,Consumer services,Athens,MalPatSaj_wikipedia
Levante Ferries,Consumer goods,Zante,MalPatSaj_wikipedia
Izola (Dimitriou Group),Consumer goods,Athens,MalPatSaj_wikipedia
Kefalonian Lines,Industrials,Cephalonia,MalPatSaj_wikipedia
IQsoft,Technology,Ioannina,MalPatSaj_wikipedia
Jumbo S.A.,Consumer goods,Athens,MalPatSaj_wikipedia
Karelia Fine Tobaccos,Consumer goods,Kalamata,MalPatSaj_wikipedia
Kathimerini Publishing S.A,Consumer services,Neo Phaliro,MalPatSaj_wikipedia
Kioleides,Industrials,Athens,MalPatSaj_wikipedia
Korres,Health care,Athens,MalPatSaj_wikipedia
Kostoulas,Consumer services,Athens,MalPatSaj_wikipedia
Kotsovolos,Consumer services,Athens,MalPatSaj_wikipedia
Kyknos,Consumer goods,Ilia,MalPatSaj_wikipedia
LAGIE,Financials,Athens,MalPatSaj_wikipedia
Lambrakis Press Group,Consumer services,Athens,MalPatSaj_wikipedia
Larco,Basic materials,Marousi,MalPatSaj_wikipedia
Lavipharm,Health care,Athens,MalPatSaj_wikipedia
Levante Ferries,Industrials,Athens,MalPatSaj_wikipedia
Libra Group,Conglomerates,New York City,MalPatSaj_wikipedia
Lobby Music,Consumer services,Athens,MalPatSaj_wikipedia
Loux,Consumer goods,Patras,MalPatSaj_wikipedia
Majestic International Cruises,Industrials,Athens,MalPatSaj_wikipedia
Makedonia TV,Consumer services,Thessaloniki,MalPatSaj_wikipedia
Malamatina,Consumer goods,Alexandroupoli,MalPatSaj_wikipedia
Marfin Investment Group,Conglomerates,Nea Erythraia,MalPatSaj_wikipedia
MarineTraffic,Technology,Athens,MalPatSaj_wikipedia
Masoutis,Consumer services,Thessaloniki,MalPatSaj_wikipedia
Melissa S.A.,Consumer goods,Athens,MalPatSaj_wikipedia
Metaxa,Consumer goods,Athens,MalPatSaj_wikipedia
Metka,Industrials,Athens,MalPatSaj_wikipedia
Metro S.A.,Consumer services,Metamorfosi,MalPatSaj_wikipedia
Mevgal,Consumer goods,Koufalia,MalPatSaj_wikipedia
Mikel Coffee Company,Consumer services,Larissa,MalPatSaj_wikipedia
Minoan Lines,Industrials,Heraclion,MalPatSaj_wikipedia
Minos Wines,Consumer goods,Crete,MalPatSaj_wikipedia
Misko,Consumer goods,Athens,MalPatSaj_wikipedia
Mythos Brewery,Consumer goods,Sindos,MalPatSaj_wikipedia
Minos EMI,Consumer services,Athens,MalPatSaj_wikipedia
MLS Innovation S.A.,Technology,Thessaloniki,MalPatSaj_wikipedia
Moreas Motorway S.A.,Industrials,Athens,MalPatSaj_wikipedia
Motomarine,Industrials,Koropi,MalPatSaj_wikipedia
Motor Oil Hellas,Oil & gas,Athens,MalPatSaj_wikipedia
Mytilineos Holdings,Conglomerates,Maroussi,MalPatSaj_wikipedia
Naftemporiki,Consumer services,Athens,MalPatSaj_wikipedia
Namco,Consumer goods,Thessaloniki,MalPatSaj_wikipedia
Natech,Technology,Ioannina,MalPatSaj_wikipedia
National Bank of Greece,Financials,Athens,MalPatSaj_wikipedia
Navios Maritime Holdings,Industrials,Pireus,MalPatSaj_wikipedia
Neorion,Industrials,Ermoupolis,MalPatSaj_wikipedia
Mega Channel,Consumer services,Athens,MalPatSaj_wikipedia
Nipponia,Consumer goods,Athens,MalPatSaj_wikipedia
National Hellenic Research Foundation,Technology,Athens,MalPatSaj_wikipedia
Nick Silver Pickups,Industrials,Athens,MalPatSaj_wikipedia
Ocean Rig,Oil & gas,Athens,MalPatSaj_wikipedia
Optima bank,Financials,Athens,MalPatSaj_wikipedia
Olympia Odos consortium,Industrials,Athens,MalPatSaj_wikipedia
Olympic Air,Consumer services,Spata,MalPatSaj_wikipedia
Olympos,Consumer services,Larissa,MalPatSaj_wikipedia
Olympus Airways,Consumer services,Athens,MalPatSaj_wikipedia
OPAP,Consumer services,Athens,MalPatSaj_wikipedia
Optima bank,Financials,Athens,MalPatSaj_wikipedia
Orient Bikes,Consumer goods,Larissa,MalPatSaj_wikipedia
OTE,Telecommunications,Maroussi,MalPatSaj_wikipedia
OTEGlobe,Telecommunications,Athens,MalPatSaj_wikipedia
Ouzo Plomari,Consumer goods,Plomari,MalPatSaj_wikipedia
Papadopoulos,Consumer goods,Athens,MalPatSaj_wikipedia
Papastratos,Consumer goods,Aspropyrgos,MalPatSaj_wikipedia
Parachute Type foundry,Technology,Athens,MalPatSaj_wikipedia
PAS Giannina F.C.,Consumer services,Ioannina,MalPatSaj_wikipedia
Peiraiki,Consumer goods,Drapetsona,MalPatSaj_wikipedia
Petropoulos A.E.B.E.,Consumer goods,Thessaloniki,MalPatSaj_wikipedia
Piraeus Bank,Financials,Athens,MalPatSaj_wikipedia
Porto Carras,Consumer services,Sithonia,MalPatSaj_wikipedia
Pouliadis Associates Corporation,Technology,Athens,MalPatSaj_wikipedia
Prapopoulos Bros s.a.,Industrials,Patras,MalPatSaj_wikipedia
Profile Systems and Software,Technology,Athens,MalPatSaj_wikipedia
Prometheus Gas,Oil & gas,Athens,MalPatSaj_wikipedia
Psichogios Publications,Consumer services,Athens,MalPatSaj_wikipedia
Public Power Corporation,Oil & gas,Athens,MalPatSaj_wikipedia
Pyramis,Consumer goods,Thessaloniki,MalPatSaj_wikipedia
RCH,Consumer goods,Katerini,MalPatSaj_wikipedia
Research Acad. Computer Tech. Institute,Technology,Patras,MalPatSaj_wikipedia
Brink's,Consumer goods,Rethymno,MalPatSaj_wikipedia
ROAR! Rock of Angels Records,Consumer services,Angelochori,MalPatSaj_wikipedia
Rokas Constructions S.A.,Industrials,Athens,MalPatSaj_wikipedia
Santorini Brewing Company,Consumer goods,Santorini,MalPatSaj_wikipedia
Saracakis,Consumer goods,Athens,MalPatSaj_wikipedia
Seajets,Industrials,Piraeus,MalPatSaj_wikipedia
SEKA,Oil & gas,Kaloi Limenes,MalPatSaj_wikipedia
Sergal,Consumer services,Serres,MalPatSaj_wikipedia
Sfakianakis,Consumer goods,Athens,MalPatSaj_wikipedia
Skai Group,Consumer services,Piraeus,MalPatSaj_wikipedia
Sky Express,Consumer services,Athens,MalPatSaj_wikipedia
Sleaszy Rider Records,Consumer services,Athens,MalPatSaj_wikipedia
Social Insurance Institute,Financials,Athens,MalPatSaj_wikipedia
Softex,Consumer goods,Athens,MalPatSaj_wikipedia
Space Internetworking Center,Technology,Xanthi,MalPatSaj_wikipedia
Spinalonga Records,Consumer services,Athens,MalPatSaj_wikipedia
Star Channel,Consumer services,Athens,MalPatSaj_wikipedia
State Aircraft Factory,Industrials,Athens,MalPatSaj_wikipedia
Superfast Ferries,Industrials,Athens,MalPatSaj_wikipedia
Temax,Industrials,Athens,MalPatSaj_wikipedia
Terkenlis,Consumer goods,Thessaloniki,MalPatSaj_wikipedia
Terna Energy,Oil & Gas,Athens,MalPatSaj_wikipedia
The Spicy Effect,Consumer services,Athens,MalPatSaj_wikipedia
Thessaloniki Metro,Consumer services,Thessaloniki,MalPatSaj_wikipedia
Thessaloniki Waterbus,Consumer goods,Thessaloniki,MalPatSaj_wikipedia
Theon Sensors,Industrials,Athens,MalPatSaj_wikipedia
Titan Cement,Industrials,Brussels,MalPatSaj_wikipedia
TrainOSE,Consumer services,Athens,MalPatSaj_wikipedia
Tropical,Consumer goods,Athens,MalPatSaj_wikipedia
Tsantali,Consumer goods,Agios Pavlos,MalPatSaj_wikipedia
Variety Cruises,Industrials,Athens,MalPatSaj_wikipedia
Ventouris Ferries,Industrials,Piraeus,MalPatSaj_wikipedia
Vegas Oil and Gas,Oil & gas,Athens,MalPatSaj_wikipedia
Vianex S.A.,Health care,Athens,MalPatSaj_wikipedia
Viohalco,Basic materials,Brussels,MalPatSaj_wikipedia
Viva Services,Consumer services,Athens,MalPatSaj_wikipedia
Vivartia,Consumer goods,Athens,MalPatSaj_wikipedia
Vodafone Greece,Telecommunications,Chalandri,MalPatSaj_wikipedia
Watt+Volt,Utilities,Athens,MalPatSaj_wikipedia
WIND Hellas,Telecommunications,Athens,MalPatSaj_wikipedia
Zante Ferries,Industrials,Piraeus,MalPatSaj_wikipedia
ASL Airlines Hungary,Consumer services,Budapest,MalPatSaj_wikipedia
Association of Hungarian Record Companies,Consumer services,Budapest,MalPatSaj_wikipedia
Balabit,Technology,Budapest,MalPatSaj_wikipedia
BKV Zrt.,Consumer services,Budapest,MalPatSaj_wikipedia
Borsod Brewery,Consumer goods,Bőcs,MalPatSaj_wikipedia
BorsodChem,Basic materials,Budapest,MalPatSaj_wikipedia
Budapest Aircraft Service,Consumer services,Budapest,MalPatSaj_wikipedia
CBA,Consumer services,Alsónémedi,MalPatSaj_wikipedia
AMC Networks International Central Europe,Consumer services,Budapest,MalPatSaj_wikipedia
CIB Bank,Financials,Budapest,MalPatSaj_wikipedia
Cinema City Hungary,Consumer services,Budapest,MalPatSaj_wikipedia
CityLine Hungary,Consumer services,Vecsés,MalPatSaj_wikipedia
CLS Music,Consumer services,Budapest,MalPatSaj_wikipedia
Corvin Film,Consumer services,Budapest,MalPatSaj_wikipedia
Corvus Hungary,Industrials,Ballószög,MalPatSaj_wikipedia
Csepel,Consumer goods,Szigetszentmiklós,MalPatSaj_wikipedia
Danubius Hotels Group,Consumer services,Budapest,MalPatSaj_wikipedia
Digital Reality,Technology,Budapest,MalPatSaj_wikipedia
Dreher Brewery,Consumer goods,Budapest,MalPatSaj_wikipedia
Fegyver- és Gépgyár,Industrials,Budapest,MalPatSaj_wikipedia
FHB Mortgage Bank,Financials,Budapest,MalPatSaj_wikipedia
Ganz Works,Consumer goods,Budapest,MalPatSaj_wikipedia
Richter Gedeon Co.,Health care,Budapest,MalPatSaj_wikipedia
Gramy Records,Consumer services,Budapest,MalPatSaj_wikipedia
Graphisoft,Technology,Budapest,MalPatSaj_wikipedia
Gundel,Consumer services,Budapest,MalPatSaj_wikipedia
Győri Keksz,Consumer goods,Győr,MalPatSaj_wikipedia
Hálózat TV,Consumer services,Budapest,MalPatSaj_wikipedia
Hell Energy,Consumer goods,Miskolc,MalPatSaj_wikipedia
Herend Porcelain Manufactory,Consumer goods,Herend,MalPatSaj_wikipedia
Hungarian National Bank,Financials,Budapest,MalPatSaj_wikipedia
Hungarian State Railways,Industrials,Budapest,MalPatSaj_wikipedia
Hungaroton,Consumer services,Budapest,MalPatSaj_wikipedia
Hunnia Film Studio,Consumer services,Budapest,MalPatSaj_wikipedia
Ikarus Bus,Industrials,Budapest,MalPatSaj_wikipedia
International Training Center for Bankers,Financials,Budapest,MalPatSaj_wikipedia
Invictus Games,Technology,Debrecen,MalPatSaj_wikipedia
IP Systems,Technology,Budapest,MalPatSaj_wikipedia
iWiW,Technology,Budapest,MalPatSaj_wikipedia
K&H Bank,Financials,Budapest,MalPatSaj_wikipedia
Lehel,Consumer goods,Jászberény,MalPatSaj_wikipedia
Magyar Posta,Industrials,Budapest,MalPatSaj_wikipedia
Magyar Telekom,Telecommunications,Budapest,MalPatSaj_wikipedia
MAL Hungarian Aluminium,Basic materials,Ajka,MalPatSaj_wikipedia
Malév,Consumer services,Budapest,MalPatSaj_wikipedia
Match,Consumer services,Budapest,MalPatSaj_wikipedia
MKB Bank,Financials,Budapest,MalPatSaj_wikipedia
MOL Group,Oil & gas,Budapest,MalPatSaj_wikipedia
MTVA,Consumer services,Budapest,MalPatSaj_wikipedia
MVK Zrt.,Consumer services,Miskolc,MalPatSaj_wikipedia
MVM Group,Utilities,Budapest,MalPatSaj_wikipedia
NeocoreGames,Technology,Budapest,MalPatSaj_wikipedia
Oncotherm,Health care,Budapest,MalPatSaj_wikipedia
Organica Technologies,Utilities,Budapest,MalPatSaj_wikipedia
Orion Electronics,Industrials,Budapest,MalPatSaj_wikipedia
OTP Bank,Financials,Budapest,MalPatSaj_wikipedia
Pannon,Telecommunications,Törökbálint,MalPatSaj_wikipedia
Pannonia Film Studio,Consumer services,Budapest,MalPatSaj_wikipedia
Panrusgáz,Oil & gas,Budapest,MalPatSaj_wikipedia
Pécs Brewery,Consumer goods,Pécs,MalPatSaj_wikipedia
Pick Szeged,Consumer goods,Szeged,MalPatSaj_wikipedia
Prezi,Technology,Budapest,MalPatSaj_wikipedia
Puli Space Technologies,Industrials,Budapest,MalPatSaj_wikipedia
Rába,Consumer goods,Győr,MalPatSaj_wikipedia
Scarab Research,Technology,Budapest,MalPatSaj_wikipedia
State Printing Company,Consumer services,Budapest,MalPatSaj_wikipedia
Szerencsejáték Zrt.,Consumer services,Budapest,MalPatSaj_wikipedia
Takarékbank,Financials,Budapest,MalPatSaj_wikipedia
ThalesNano,Industrials,Budapest,MalPatSaj_wikipedia
Tisza Cipő,Consumer goods,Martfű,MalPatSaj_wikipedia
Törley,Consumer goods,Budapest,MalPatSaj_wikipedia
Travel Service,Consumer services,Budapest,MalPatSaj_wikipedia
TriGránit,Financials,Budapest,MalPatSaj_wikipedia
Tungsram,Industrials,Újpest,MalPatSaj_wikipedia
Turner Broadcasting System Hungary,Consumer services,Budapest,MalPatSaj_wikipedia
UPC Magyarország,Telecommunications,Budapest,MalPatSaj_wikipedia
Videoton,Consumer goods,Székesfehérvár,MalPatSaj_wikipedia
VirusBuster,Technology,Budapest,MalPatSaj_wikipedia
Vodafone Hungary,Telecommunications,Budapest,MalPatSaj_wikipedia
Wizz Air,Consumer services,Budapest,MalPatSaj_wikipedia
Zen Studios,Technology,Budapest,MalPatSaj_wikipedia
Zsolnay,Consumer goods,Pécs,MalPatSaj_wikipedia
Zwack,Consumer goods,Budapest,MalPatSaj_wikipedia
Abrakebabra,Consumer services,Dublin,MalPatSaj_wikipedia
Abrakebabra Investments,Consumer services,Dublin,MalPatSaj_wikipedia
Accenture,Industrials,Dublin,MalPatSaj_wikipedia
Aer Lingus,Consumer services,Dublin,MalPatSaj_wikipedia
Aer Lingus Regional,Consumer services,Dublin,MalPatSaj_wikipedia
AerCap,Industrials,Dublin,MalPatSaj_wikipedia
Aircoach,Consumer services,Dublin,MalPatSaj_wikipedia
Airtricity,Utilities,Dublin,MalPatSaj_wikipedia
Allied Irish Banks (AIB),Financials,Dublin,MalPatSaj_wikipedia
An Post,Industrials,Dublin,MalPatSaj_wikipedia
Apache Pizza,Consumer services,Dublin,MalPatSaj_wikipedia
Aptiv,Industrials,Dublin,MalPatSaj_wikipedia
Arnotts,Consumer services,Dublin,MalPatSaj_wikipedia
Baltimore Technologies,Technology,Dublin,MalPatSaj_wikipedia
Bank of Ireland,Financials,Dublin,MalPatSaj_wikipedia
Barry's Tea,Consumer goods,Cork,MalPatSaj_wikipedia
Bewley's,Consumer services,Dublin,MalPatSaj_wikipedia
Bord na Móna,Utilities,Newbridge,MalPatSaj_wikipedia
Boylesports,Consumer services,Dundalk,MalPatSaj_wikipedia
BT Ireland,Telecommunications,Dublin[2],MalPatSaj_wikipedia
Bus Éireann,Consumer services,Dublin,MalPatSaj_wikipedia
Butlers Chocolates,Consumer goods,Dublin,MalPatSaj_wikipedia
BWG Foods,Consumer services,Dublin,MalPatSaj_wikipedia
C&C Group,Consumer goods,Dublin,MalPatSaj_wikipedia
Central Bank of Ireland,Financials,Dublin,MalPatSaj_wikipedia
CIÉ,Consumer services,Dublin,MalPatSaj_wikipedia
CityJet,Consumer services,Dublin,MalPatSaj_wikipedia
Communicorp,Consumer services,Dublin,MalPatSaj_wikipedia
Covidien,Health care,Dublin,MalPatSaj_wikipedia
CRH plc,Industrials,Dublin,MalPatSaj_wikipedia
Cúram Software,Technology,Dublin,MalPatSaj_wikipedia
DAA,Consumer services,Dublin,MalPatSaj_wikipedia
DCC Plc,Industrials,Dublin,MalPatSaj_wikipedia
Dealz,Consumer services,Dublin,MalPatSaj_wikipedia
Digiweb,Telecommunications,Dundalk,MalPatSaj_wikipedia
Doolittles,Consumer services,Laghey,MalPatSaj_wikipedia
Dublin Bus,Consumer services,Dublin,MalPatSaj_wikipedia
Dunnes Stores,Consumer services,Dublin,MalPatSaj_wikipedia
Eaton Corporation,Conglomerate,Dublin,MalPatSaj_wikipedia
Eason & Son,Consumer services,Dublin,MalPatSaj_wikipedia
EBS,Financials,Dublin,MalPatSaj_wikipedia
Eddie Rocket's,Consumer services,Dublin,MalPatSaj_wikipedia
EDUN,Consumer goods,Dublin,MalPatSaj_wikipedia
Eir,Telecommunications,Dublin,MalPatSaj_wikipedia
Eir Sport,Consumer services,Dublin,MalPatSaj_wikipedia
Energia Group,Utilities,Belfast,MalPatSaj_wikipedia
EQTEC,Utilities,Cork,MalPatSaj_wikipedia
Ervia,Utilities,Cork,MalPatSaj_wikipedia
ESB Group,Utilities,Dublin,MalPatSaj_wikipedia
Experian,Financials,Dublin,MalPatSaj_wikipedia
FBD Holdings,Financials,Dublin,MalPatSaj_wikipedia
FINEOS,Technology,Dublin,MalPatSaj_wikipedia
First Trust Bank,Financials,Belfast,MalPatSaj_wikipedia
Four Star Pizza,Consumer services,Dublin,MalPatSaj_wikipedia
Fyffes,Consumer goods,Dublin,MalPatSaj_wikipedia
Glanbia,Consumer goods,Kilkenny,MalPatSaj_wikipedia
GlenDimplex,Consumer goods,Dublin,MalPatSaj_wikipedia
