company_name,company_industry,company_market_cap,company_employees,country,file_name
Great-west Lifeco,,$22.09 B|$23.71|1.33%|-18.18%,771,Canada,companiesMarketCap_dataset
Ericsson,Telecommunications equipment|Tech,$22.28 B|$6.55|0.46%|-36.28%,769,Sweden,companiesMarketCap_dataset
Aker Bp,Oil&Gas|Energy,$21.09 B|$33.41|-2.74%|4.02%,807,Norway,companiesMarketCap_dataset
Mitsubishi Electric,Electronics|Manufacturing,$21.10 B|$9.99|-2.33%|-20.84%,806,Japan,companiesMarketCap_dataset
M3. Inc,Healthcare|Internet|Tech|Software,$21.15 B|$31.16|-0.19%|-39.80%,804,Japan,companiesMarketCap_dataset
Cgi,Professional services,$21.12 B|$88.12|-0.69%|2.55%,805,Canada,companiesMarketCap_dataset
Z Holdings,Internet,$21.16 B|$2.81|-0.50%|-56.97%,803,Japan,companiesMarketCap_dataset
Biomarin Pharmaceutical,,$19.61 B|$105.56|2.47%|24.66%,856,USA,companiesMarketCap_dataset
Cardinal Health,Healthcare,$21.20 B|$80.88|2.04%|72.78%,802,USA,companiesMarketCap_dataset
China Everbright Bank,Banks|Financial services,$21.23 B|$0.42|-1.01%|-20.75%,801,China,companiesMarketCap_dataset
Crrc,,$19.69 B|$0.40|-1.28%|-11.11%,855,China,companiesMarketCap_dataset
Atlantia,,$19.78 B|$24.16|0.00%|31.16%,854,Italy,companiesMarketCap_dataset
Upm-kymmene,Pulp and paper,$19.83 B|$37.19|0.11%|-1.27%,852,Finland,companiesMarketCap_dataset
Société Générale,Banks|Financial services|CAC 40,$19.81 B|$24.63|0.09%|-23.70%,853,France,companiesMarketCap_dataset
Invitation Homes,Real estate,$19.86 B|$32.36|0.03%|-21.72%,851,USA,companiesMarketCap_dataset
Ecopetrol,Oil&Gas|Energy,$19.87 B|$9.66|0.10%|-28.07%,850,,companiesMarketCap_dataset
Tourmaline Oil,Oil&Gas|Energy,$19.90 B|$58.88|-1.50%|87.10%,849,Canada,companiesMarketCap_dataset
Rollins,,$19.93 B|$40.48|0.22%|25.44%,848,USA,companiesMarketCap_dataset
Pembina Pipeline,Oil&Gas|Transportation|Infrastructure|Energy,$19.97 B|$35.95|-1.64%|20.76%,847,Canada,companiesMarketCap_dataset
Endesa,Electricity|Utility companies|Energy,$19.98 B|$18.88|-0.19%|-14.26%,846,Spain,companiesMarketCap_dataset
Nippon Paint,Paint & Coating,$20.00 B|$8.52|-1.63%|-19.77%,845,Japan,companiesMarketCap_dataset
Nan Ya Plastics,Chemicals,$20.05 B|$2.53|-0.64%|-16.78%,843,Taiwan,companiesMarketCap_dataset
Teledyne,,$20.02 B|$427.19|0.65%|1.32%,844,USA,companiesMarketCap_dataset
W. R. Berkley,Insurance,$20.08 B|$75.67|0.48%|-4.03%,842,USA,companiesMarketCap_dataset
Dover,,$20.13 B|$143.49|0.70%|-13.78%,841,USA,companiesMarketCap_dataset
Ferrovial,Construction|Infrastructure,$20.17 B|$27.46|0.00%|-5.24%,840,Spain,companiesMarketCap_dataset
Vonovia,Real estate|DAX|REITs,$20.23 B|$25.28|2.96%|-55.00%,839,Germany,companiesMarketCap_dataset
Church & Dwight,Consumer goods,$20.25 B|$83.07|1.01%|-8.77%,837,USA,companiesMarketCap_dataset
Novozymes,,$20.24 B|$60.61|0.70%|-18.82%,838,Denmark,companiesMarketCap_dataset
Tata Motors,Automakers,$20.33 B|$26.55|-0.97%|-16.95%,835,India,companiesMarketCap_dataset
Banco Do Brasil,Banks|Financial services,$20.28 B|$7.11|7.14%|29.27%,836,Brazil,companiesMarketCap_dataset
Michelin,Tires|CAC 40,$20.38 B|$28.58|0.35%|-80.87%,833,France,companiesMarketCap_dataset
Copel,,$20.35 B|$7.44|-1.72%|37.27%,834,Brazil,companiesMarketCap_dataset
Eisai,Pharmaceuticals,$20.40 B|$71.16|-2.25%|17.10%,831,Japan,companiesMarketCap_dataset
Paycom,Software|Tech,$20.39 B|$339.87|-1.83%|-22.59%,832,USA,companiesMarketCap_dataset
Roblox,Video games|Entertainment,$20.42 B|$33.99|1.80%|-70.93%,828,USA,companiesMarketCap_dataset
Anhui Conch Cement,Cement|Building materials,$20.40 B|$3.56|-2.74%|-24.09%,830,China,companiesMarketCap_dataset
Firstrand,Banks|Financial services,$20.41 B|$3.56|-8.65%|0.28%,829,South Africa,companiesMarketCap_dataset
Sumitomo,Investment,$20.43 B|$16.35|-1.90%|19.08%,827,Japan,companiesMarketCap_dataset
Cf Industries,Fertilizer companies,$20.48 B|$104.39|0.72%|76.04%,824,USA,companiesMarketCap_dataset
Xylem,,$20.46 B|$113.53|-0.24%|-5.66%,825,USA,companiesMarketCap_dataset
Schindler Group,,$20.44 B|$186.44|2.59%|-28.31%,826,Switzerland,companiesMarketCap_dataset
Texas Pacific Land Trust,,$20.50 B|$2.601|1.65%|113.26%,822,USA,companiesMarketCap_dataset
China Minsheng Bank,,$20.48 B|$0.50|-0.57%|-18.03%,823,China,companiesMarketCap_dataset
Ntpc Limited,,$20.51 B|$2.11|-0.03%|22.67%,821,India,companiesMarketCap_dataset
Citizens Financial Group,Financial services|Banks,$20.53 B|$41.70|-0.67%|-13.25%,820,USA,companiesMarketCap_dataset
Kia,Automakers|Manufacturing,$20.56 B|$51.24|-3.06%|-26.08%,819,South Korea,companiesMarketCap_dataset
Waters Corporation,,$20.63 B|$347.37|0.13%|4.00%,817,USA,companiesMarketCap_dataset
Zto Express,Courier,$20.63 B|$24.98|0.48%|-20.92%,818,China,companiesMarketCap_dataset
Svenska Handelsbanken,,$20.63 B|$10.24|0.70%|-2.85%,816,Sweden,companiesMarketCap_dataset
Tesco,Retail|Supermarket Chains,$20.69 B|$2.68|-4.11%|-26.98%,815,UK,companiesMarketCap_dataset
Tenaris,Manufacturing|Steel industry,$20.79 B|$33.93|0.03%|66.65%,813,,companiesMarketCap_dataset
Trip.com,Travel|Internet|Online Travel|Tech,$20.70 B|$32.26|1.22%|12.13%,814,China,companiesMarketCap_dataset
Trina Solar,Manufacturing|Renewable energy|Energy,$20.80 B|$9.59|2.06%|-10.21%,812,China,companiesMarketCap_dataset
Ptt Exploration And Production,Oil&Gas|Energy,$20.88 B|$5.26|-1.88%|50.29%,811,Thailand,companiesMarketCap_dataset
Standard Chartered,Banks|Financial services,$21.09 B|$7.29|-0.37%|28.12%,808,UK,companiesMarketCap_dataset
Nibe Industrier,,$21.05 B|$10.19|1.16%|-26.95%,809,Sweden,companiesMarketCap_dataset
Nu Holdings,Banks|Financial services,$20.89 B|$4.46|2.29%,810,Brazil,companiesMarketCap_dataset
Lpl Financial,Financial services,$18.76 B|$235.71|1.21%|46.06%,900,USA,companiesMarketCap_dataset
China Railway Group,Construction,$18.79 B|$0.54|-1.41%|8.00%,898,China,companiesMarketCap_dataset
Brookfield Renewable Partners,Energy|Renewable energy|Electricity,$18.77 B|$29.01|1.08%|-17.07%,899,,companiesMarketCap_dataset
Wabtec,,$18.80 B|$103.38|0.33%|14.24%,897,USA,companiesMarketCap_dataset
Hologic,Medical devices,$18.80 B|$76.50|-0.64%|3.70%,896,USA,companiesMarketCap_dataset
Porsche Se,Investment|Financial services|DAX,$18.84 B|$61.52|1.53%|-27.44%,894,Germany,companiesMarketCap_dataset
Straumann,Medical devices,$18.80 B|$118.37|2.02%|-94.31%,895,Switzerland,companiesMarketCap_dataset
Powergrid Corporation Of India,Electricity|Infrastructure,$18.84 B|$2.70|-0.95%|-5.59%,893,India,companiesMarketCap_dataset
Marathon Oil,Oil&Gas|Energy,$18.88 B|$29.74|-1.16%|90.89%,892,USA,companiesMarketCap_dataset
Nexon,Video games|Entertainment|Tech,$18.92 B|$21.87|-0.58%|9.79%,891,Japan,companiesMarketCap_dataset
Orix,Banks|Financial services,$18.92 B|$80.19|-0.93%|-18.92%,890,Japan,companiesMarketCap_dataset
Kaō,Cosmetics and Beauty|Consumer goods,$18.92 B|$41.45|1.94%|-19.34%,889,Japan,companiesMarketCap_dataset
J. B. Hunt,,$18.93 B|$182.88|0.04%|-3.81%,888,USA,companiesMarketCap_dataset
Grupo Bimbo,Food,$18.96 B|$4.28|0.90%|63.36%,887,Mexico,companiesMarketCap_dataset
Legal & General,Asset Management|Investment,$18.97 B|$3.13|-0.16%|-16.76%,886,UK,companiesMarketCap_dataset
Sany Heavy Industry,,$18.99 B|$2.24|-1.38%|-36.18%,884,China,companiesMarketCap_dataset
Chewy,Internet|E-Commerce|Tech,$18.98 B|$44.92|1.29%|-31.94%,885,USA,companiesMarketCap_dataset
Cathay Financial Holding,Financial services|Banks|Insurance,$19.00 B|$1.44|-0.34%|-33.33%,883,Taiwan,companiesMarketCap_dataset
Marubeni,,$19.01 B|$11.22|-2.46%|26.64%,882,Japan,companiesMarketCap_dataset
Shanghai Airport,Airports|Infrastructure,$19.04 B|$7.65|-1.00%|9.13%,881,China,companiesMarketCap_dataset
Wilmar International,Food,$19.05 B|$3.05|0.49%|2.69%,880,Singapore,companiesMarketCap_dataset
Dai-ichi Life Holdings,Insurance,$19.08 B|$18.56|0.18%|-7.71%,879,Japan,companiesMarketCap_dataset
Northern Trust,Financial services,$19.10 B|$91.66|-2.10%|-22.77%,878,USA,companiesMarketCap_dataset
Kakao,Internet|Tech,$19.14 B|$43.84|-1.73%|-57.87%,876,South Korea,companiesMarketCap_dataset
Etsy,E-Commerce|Internet|Tech,$19.13 B|$140.49|0.79%|-43.70%,877,USA,companiesMarketCap_dataset
Aes,Electricity|Energy,$19.15 B|$28.67|-0.17%|19.06%,875,USA,companiesMarketCap_dataset
Steris,,$19.15 B|$191.91|-0.21%|-13.02%,874,Ireland,companiesMarketCap_dataset
Carlsberg,Alcoholic beverages|Beverages,$19.21 B|$167.97|4.25%|0.94%,873,Denmark,companiesMarketCap_dataset
Steel Dynamics,Steel producers|Steel industry,$19.23 B|$109.55|4.20%|83.81%,872,USA,companiesMarketCap_dataset
Edp Group,Electricity|Utility companies|Energy,$19.25 B|$4.86|0.61%|-8.30%,871,,companiesMarketCap_dataset
Centerpoint Energy,Electricity|Energy,$19.30 B|$30.67|-1.16%|16.97%,869,USA,companiesMarketCap_dataset
Boe Technology,,$19.29 B|$0.51|-0.56%|-32.89%,870,China,companiesMarketCap_dataset
Mahindra & Mahindra,Automakers,$19.31 B|$15.53|-2.23%|37.19%,868,India,companiesMarketCap_dataset
Coca-cola Femsa,Beverages,$19.34 B|$68.77|0.13%|35.27%,867,Mexico,companiesMarketCap_dataset
Aena,Airports|Infrastructure,$19.39 B|$129.32|-1.17%|-13.45%,865,Spain,companiesMarketCap_dataset
H&m,Clothing|Retail,$19.37 B|$11.71|2.64%|-35.52%,866,Sweden,companiesMarketCap_dataset
Royalty Pharma,Pharmaceuticals|Biotech,$19.41 B|$43.85|-0.43%|12.78%,864,UK,companiesMarketCap_dataset
Fortis,Utility companies|Electricity|Energy,$19.42 B|$40.18|-0.32%|-8.20%,863,Canada,companiesMarketCap_dataset
Teck Resources,Mining,$19.46 B|$37.70|-0.13%|42.00%,862,Canada,companiesMarketCap_dataset
Mid-america Apartment Communities,Real estate|REITs|Investment,$19.49 B|$164.26|0.02%|-21.01%,860,USA,companiesMarketCap_dataset
Best Buy,Retail|Electronics,$19.49 B|$86.60|0.15%|-16.67%,859,USA,companiesMarketCap_dataset
Centrais Electricas Brasileiras,Utility companies|Electricity|Energy,$19.60 B|$8.45|-4.52%|37.18%,857,Brazil,companiesMarketCap_dataset
Molina Healthcare,Healthcare|Insurance,$19.51 B|$334.17|-0.20%|16.02%,858,USA,companiesMarketCap_dataset
United Microelectronics,Semiconductors|Tech,$18.68 B|$7.41|0.14%|-39.01%,901,Taiwan,companiesMarketCap_dataset
Vantage Towers,Telecommunication|Infrastructure|Real estate,$17.52 B|$34.50|-0.06%|3.63%,956,Germany,companiesMarketCap_dataset
Broadridge Financial Solutions,Professional services|Financial services,$17.52 B|$148.99|-0.58%|-14.13%,955,USA,companiesMarketCap_dataset
Cms Energy,Electricity|Energy|Utility companies,$17.56 B|$60.52|-1.45%|1.61%,954,USA,companiesMarketCap_dataset
Perkinelmer,Chemicals|Healthcare,$17.58 B|$139.23|-1.78%|-22.65%,953,USA,companiesMarketCap_dataset
Renesas Electronics,Electronics|Semiconductors|Tech|Tech Hardware,$17.64 B|$9.85|-2.90%|-20.82%,951,Japan,companiesMarketCap_dataset
Magna International,Automotive Suppliers,$17.64 B|$61.30|-0.49%|-21.95%,950,Canada,companiesMarketCap_dataset
Aeon,Retail|Supermarket Chains,$17.58 B|$20.77|-0.52%|-11.69%,952,Japan,companiesMarketCap_dataset
Mengniu Dairy,Food|Dairy companies,$17.66 B|$4.47|-1.56%|-20.60%,949,China,companiesMarketCap_dataset
China Unicom,Telecommunication,$17.71 B|$0.58|2.27%|16.00%,946,Hong Kong,companiesMarketCap_dataset
Ryanair,Airlines|Travel|Transportation,$17.70 B|$77.86|1.20%|-22.28%,947,Ireland,companiesMarketCap_dataset
Warner Music Group,Entertainment,$17.68 B|$34.34|0.38%|-19.52%,948,USA,companiesMarketCap_dataset
Air China,Airlines|Travel|Transportation,$17.74 B|$1.43|-0.79%|13.49%,945,China,companiesMarketCap_dataset
Darden Restaurants,Restaurant chains|Food,$17.80 B|$145.48|-0.12%|1.70%,942,USA,companiesMarketCap_dataset
Clp Group,Electricity|Energy,$17.77 B|$7.04|-3.64%|-27.94%,943,Hong Kong,companiesMarketCap_dataset
Kubota,,$17.77 B|$14.92|-2.43%|-30.57%,944,Japan,companiesMarketCap_dataset
Dollarama,,$17.92 B|$62.21|1.13%|42.29%,941,Canada,companiesMarketCap_dataset
First Solar,,$17.94 B|$168.32|-0.13%|64.95%,938,USA,companiesMarketCap_dataset
Lasertec,Semiconductors|Tech|Tech Hardware,$17.94 B|$198.96|1.00%|-25.16%,939,Japan,companiesMarketCap_dataset
Longfor Group,,$17.93 B|$2.74|-5.11%|-43.97%,940,China,companiesMarketCap_dataset
Factset,Financial services|Software|Tech,$17.94 B|$471.15|-0.21%|0.15%,937,USA,companiesMarketCap_dataset
Chow Tai Fook,Retail|Luxury goods,$17.97 B|$1.80|-3.05%|-2.70%,936,Hong Kong,companiesMarketCap_dataset
Alinma Bank,Banks|Financial services,$17.99 B|$9.00|-2.03%|49.75%,934,Saudi Arabia,companiesMarketCap_dataset
Monolithic Power Systems,Electronics|Tech|Tech Hardware|Semiconductors,$17.98 B|$383.21|0.30%|-30.89%,935,USA,companiesMarketCap_dataset
Sgs,,$18.02 B|$2.406|0.49%|-22.29%,932,Switzerland,companiesMarketCap_dataset
Mitsubishi Estate,Real estate,$18.01 B|$13.62|-2.74%|-2.71%,933,Japan,companiesMarketCap_dataset
Essity,,$18.03 B|$25.57|1.17%|-18.46%,930,Sweden,companiesMarketCap_dataset
Ajinomoto,Food,$18.03 B|$33.61|0.27%|13.05%,931,Japan,companiesMarketCap_dataset
Wheaton Precious Metals,Mining|Silver Mining|Gold mining,$18.04 B|$39.65|-1.17%|-1.07%,929,Canada,companiesMarketCap_dataset
Markel,Insurance|Investment,$18.07 B|$1.344|-0.06%|9.91%,928,USA,companiesMarketCap_dataset
Garmin,,$18.07 B|$94.32|-0.04%|-29.63%,927,Switzerland,companiesMarketCap_dataset
West Pharmaceutical,Pharmaceuticals|Packaging,$18.08 B|$244.35|0.96%|-44.13%,926,USA,companiesMarketCap_dataset
Shiseido,Consumer goods|Cosmetics and Beauty,$18.16 B|$45.46|1.16%|-20.59%,925,Japan,companiesMarketCap_dataset
Saudi Arabian Fertilizer Company,Fertilizer companies,$18.19 B|$38.22|-0.42%|-15.27%,922,Saudi Arabia,companiesMarketCap_dataset
Čez Group,Electricity|Oil&Gas|Energy,$18.19 B|$33.89|-0.92%|2.32%,923,,companiesMarketCap_dataset
Ubiquiti,Electronics|Networking hardware|Tech Hardware,$18.17 B|$300.80|0.37%|-1.21%,924,USA,companiesMarketCap_dataset
Idex,,$18.23 B|$241.84|0.46%|5.97%,921,USA,companiesMarketCap_dataset
Conagra Brands,Food,$18.26 B|$38.12|0.77%|23.05%,919,USA,companiesMarketCap_dataset
Take 2 Interactive,Video games|Esports|Entertainment|Tech,$18.25 B|$108.76|2.22%|-32.61%,920,USA,companiesMarketCap_dataset
Otsuka Holdings,Pharmaceuticals|Biotech,$18.30 B|$33.75|-2.87%|-5.59%,918,Japan,companiesMarketCap_dataset
George Weston,Food,$18.33 B|$126.67|0.60%|17.46%,917,Canada,companiesMarketCap_dataset
Exor,Investment,$18.40 B|$80.27|0.98%|-8.92%,914,Netherlands,companiesMarketCap_dataset
Swedbank,Banks|Financial services,$18.39 B|$16.38|-1.14%|-19.55%,915,Sweden,companiesMarketCap_dataset
Expeditors,Transportation,$18.38 B|$115.52|0.23%|-5.77%,916,USA,companiesMarketCap_dataset
Sun Communities,Real estate|Investment|REITs,$18.45 B|$146.08|-0.69%|-25.11%,913,USA,companiesMarketCap_dataset
Mitsui Fudosan,Real estate,$18.45 B|$19.46|-3.17%|-7.29%,912,Japan,companiesMarketCap_dataset
Incyte,,$18.49 B|$83.13|3.04%|24.76%,910,USA,companiesMarketCap_dataset
Ventas,Real estate,$18.48 B|$46.24|-0.28%|-1.62%,911,USA,companiesMarketCap_dataset
Kyocera,,$18.53 B|$51.64|-1.01%|-15.02%,908,Japan,companiesMarketCap_dataset
China Tower,Telecommunication|Infrastructure,$18.53 B|$0.11|-1.20%|-8.33%,909,China,companiesMarketCap_dataset
Veolia,CAC 40|Waste & Recycling,$18.59 B|$26.31|1.13%|-18.27%,905,France,companiesMarketCap_dataset
Clorox,Consumer goods,$18.59 B|$150.68|0.55%|-9.49%,906,USA,companiesMarketCap_dataset
Celltrion,Pharmaceuticals,$18.53 B|$134.07|-2.52%|-25.91%,907,South Korea,companiesMarketCap_dataset
Formosa Plastics,Chemicals,$18.59 B|$2.92|-1.76%|-22.13%,904,Taiwan,companiesMarketCap_dataset
Amcor,Packaging,$18.61 B|$12.50|0.97%|8.89%,902,Switzerland,companiesMarketCap_dataset
Zscaler,Software|Tech|IT security,$18.60 B|$128.99|-10.73%|-61.14%,903,USA,companiesMarketCap_dataset
Rocket Companies,Real estate|Financial services,$16.71 B|$8.41|-1.52%|-47.07%,999,USA,companiesMarketCap_dataset
Swedish Match,Tobacco,$16.64 B|$10.95|-0.09%|54.66%,1000,Sweden,companiesMarketCap_dataset
Check Point Software,Software|Tech|IT security,$16.73 B|$133.48|-0.76%|20.12%,998,Israel,companiesMarketCap_dataset
Cp All,,$16.76 B|$1.87|-1.52%|7.47%,997,Thailand,companiesMarketCap_dataset
Guotai Junan Securities,Financial services|Banks|Investment,$16.78 B|$2.01|0.00%|-24.72%,995,China,companiesMarketCap_dataset
First Quantum Minerals,Mining,$16.77 B|$24.22|1.34%|12.03%,996,Canada,companiesMarketCap_dataset
Tata Steel,Steel producers|Steel industry,$16.80 B|$1.38|1.13%|-90.69%,992,India,companiesMarketCap_dataset
The Mosaic Company,Fertilizer companies,$16.78 B|$49.31|0.43%|42.35%,993,USA,companiesMarketCap_dataset
Ems-chemie,Chemicals,$16.78 B|$717.57|0.83%|-25.52%,994,Switzerland,companiesMarketCap_dataset
Publicis Groupe,CAC 40|Advertising|Professional services,$16.80 B|$66.58|-0.28%|3.05%,991,France,companiesMarketCap_dataset
Hydro One,Electricity|Utility companies|Energy,$16.80 B|$28.07|0.85%|14.06%,990,Canada,companiesMarketCap_dataset
Rentokil Initial,,$16.84 B|$6.68|-0.11%|-17.73%,988,UK,companiesMarketCap_dataset
Bolloré,,$16.81 B|$5.72|0.09%|7.72%,989,France,companiesMarketCap_dataset
Pinterest,Internet,$16.86 B|$24.86|-2.81%|-33.85%,986,USA,companiesMarketCap_dataset
Brown & Brown,,$16.85 B|$59.52|1.02%|-9.64%,987,USA,companiesMarketCap_dataset
China Southern Airlines,Airlines|Travel|Transportation,$16.89 B|$28.97|1.12%|4.17%,984,China,companiesMarketCap_dataset
Chongqing Changan,Automakers|Manufacturing,$16.87 B|$1.93|-1.24%|-29.82%,985,China,companiesMarketCap_dataset
Fmc,Chemicals,$16.92 B|$134.36|3.33%|29.78%,982,USA,companiesMarketCap_dataset
Unity Software,Software|Tech|Video games,$16.91 B|$40.94|0.74%|-73.13%,983,USA,companiesMarketCap_dataset
Snap,Internet|Tech,$16.93 B|$10.50|-3.40%|-78.08%,981,USA,companiesMarketCap_dataset
Abiomed,Medical devices,$17.00 B|$377.20|-0.06%|20.73%,980,USA,companiesMarketCap_dataset
W. P. Carey,,$17.04 B|$81.92|1.37%|5.92%,977,USA,companiesMarketCap_dataset
Pkn Orlen,Oil&Gas|Energy,$17.03 B|$14.67|-4.13%|-18.86%,978,Poland,companiesMarketCap_dataset
Targa Resources,Oil&Gas|Energy,$17.02 B|$75.19|0.32%|43.38%,979,USA,companiesMarketCap_dataset
Lucid Motors,Automakers|Electric Vehicles,$17.05 B|$10.15|3.26%|-79.03%,976,USA,companiesMarketCap_dataset
Icahn Enterprises,,$17.06 B|$50.57|-0.51%|-0.49%,975,USA,companiesMarketCap_dataset
Pidilite,,$17.08 B|$33.61|0.10%|12.82%,973,India,companiesMarketCap_dataset
Live Nation,Entertainment,$17.06 B|$73.92|0.50%|-30.47%,974,USA,companiesMarketCap_dataset
Power Corporation Of Canada,,$17.09 B|$25.28|0.32%|-22.26%,972,Canada,companiesMarketCap_dataset
Geberit,,$17.12 B|$495.79|0.85%|-35.11%,971,Switzerland,companiesMarketCap_dataset
Quest Diagnostics,Diagnostics and Testing,$17.13 B|$150.46|-1.41%|-2.50%,970,USA,companiesMarketCap_dataset
Fox Corporation,Media/Press,$17.16 B|$30.61|1.09%|-6.99%,968,USA,companiesMarketCap_dataset
Coal India,Mining|Coal Mining|Energy,$17.15 B|$2.78|0.22%|31.13%,969,India,companiesMarketCap_dataset
Snam,Energy|Infrastructure,$17.17 B|$5.11|-0.88%|-9.56%,967,Italy,companiesMarketCap_dataset
Solaredge,Energy|Electricity|Renewable energy,$17.25 B|$308.77|4.40%|-3.07%,965,Israel,companiesMarketCap_dataset
China Communications Construction,Engineering|Construction,$17.18 B|$1.28|1.36%|9.40%,966,China,companiesMarketCap_dataset
Keycorp (keybank),Financial services|Banks,$17.30 B|$18.55|-0.91%|-18.75%,963,USA,companiesMarketCap_dataset
Suzuki Motor,Automakers|Manufacturing,$17.29 B|$35.61|-1.77%|-11.17%,964,Japan,companiesMarketCap_dataset
Antofagasta,Conglomerate|Mining,$17.38 B|$17.64|2.06%|-4.29%,961,UK,companiesMarketCap_dataset
Cincinnati Financial,Insurance,$17.35 B|$110.41|-0.64%|-6.21%,962,USA,companiesMarketCap_dataset
Posco,Steel producers|Steel industry,$17.41 B|$56.94|-0.16%|-5.34%,959,South Korea,companiesMarketCap_dataset
Icon Plc,Pharmaceuticals,$17.39 B|$213.07|-2.57%|-21.97%,960,Ireland,companiesMarketCap_dataset
Toyota Industries,,$17.45 B|$56.23|-2.96%|-30.63%,958,Japan,companiesMarketCap_dataset
Ball Corporation,Packaging,$17.51 B|$55.81|-0.07%|-40.36%,957,USA,companiesMarketCap_dataset
Tsingtao,Alcoholic beverages|Beverages,$17.17 B|$15.54|0.06%,957,China,companiesMarketCap_dataset
Atmos Energy,Utility companies,$15.93 B|$113.00|0.86%|8.04%,1061,USA,companiesMarketCap_dataset
Hai Di Lao Hot Pot,Restaurant chains|Food,$15.22 B|$2.73|2.91%,1050,China,companiesMarketCap_dataset
Sasa Polyester,Chemicals,$14.49 B|$6.40|-3.79%,1090,Turkey,companiesMarketCap_dataset
Ase Group,Semiconductors|Tech,$14.49 B|$6.76|1.65%,1093,Taiwan,companiesMarketCap_dataset
Surgutneftegas,Oil&Gas|Energy,$14.53 B|$0.41|-0.54%,1088,Russia,companiesMarketCap_dataset
Toshiba,,$14.72 B|$34.04|0.71%,1078,Japan,companiesMarketCap_dataset
Essex Property Trust,Real estate|Investment,$14.65 B|$218.61|1.78%,1079,USA,companiesMarketCap_dataset
Fairfax Financial,,$14.53 B|$581.55|-0.03%,1086,Canada,companiesMarketCap_dataset
Huatai Securities,,$16.04 B|$17.09|0.00%,1010,China,companiesMarketCap_dataset
Erie Indemnity,Insurance,$14.03 B|$268.47|0.59%,1121,USA,companiesMarketCap_dataset
Eqt Corporation,,$13.54 B|$36.91|3.48%,1149,USA,companiesMarketCap_dataset
Tradeweb,Financial services,$15.13 B|$65.48|1.44%,1060,USA,companiesMarketCap_dataset
Arca Continental,Beverages,$14.28 B|$8.19|-1.30%,1107,Mexico,companiesMarketCap_dataset
Lkq Corporation,auto parts,$14.43 B|$54.01|1.47%,1098,USA,companiesMarketCap_dataset
Akamai,Tech|Internet|Software|IT security,$14.24 B|$90.58|1.75%,1110,USA,companiesMarketCap_dataset
