company_name,company_industry,company_country,company_employees,company_nace_code,link,file_name
China Bank,Financial Services,Philippines,10,883.72,https://www.chinabank.ph/,ft
Katrina Group,Restaurants,Singapore,,61.84,https://katrinagroup.com/,ft
Amoli,Pharmaceuticals,India,905,71.55,https://www.amoliindia.com/,ft
Macro Kiosk,Technology,Malaysia,255,61.87,https://www.macrokiosk.com/,ft
Extra Mile Live Service,Retail,Germany,5,2.637.501,https://extramile.live/,ft
LITTLEBIG CONNECTION,Support Services,France,173,111.538.883,https://www.littlebigconnection.com/,ft
Parlem Telecom Companyia de Telecomunicacions,Telecoms,Spain,27,10.991.040,https://www.parlem.com,ft
Velvet Media Italia,Advertising,Italy,71,5.028.282,https://www.velvetmedia.it,ft
Alkemilla Eco Bio Cosmetic,Ecommerce,Italy,9,2.0,https://www.alkemillacosmetici.it,ft
MC2 Technologies,Technology,France,42,7.26,https://www.mc2-technologies.com/,ft
E2E Research Services,Media,India,122,2.67,https://www.e2eresearch.com/,ft
Takeuchi Construction,Architecture,Japan,65,46.40,https://www.takeuchi-const.co.jp/,ft
Forest Interactive,Telecoms,Malaysia,99,6.26,https://www.forest-interactive.com/,ft
enigmo,Ecommerce,Japan,90,56.05,https://enigmo.co.jp/,ft
Source Central Partners,Technology,Australia,32,7.30,https://www.sourcecentral.com.au/,ft
SPC General Service,Construction,Italy,50,6.788.660,https://spcservice.it/,ft
BK Beachhouse Mode,Retail,Germany,32,4.958.720,https://www.bk-retail.de,ft
Bufete Navarro Asociados Laboral,Law,Spain,37,3.4,https://www.bnya.es,ft
Stavební Interiérové Systémy*,Construction,Czech Republic,44,21.70,http://www.sis-systemy.cz/,ft
Highland Foods,Food & Beverage,South Korea,70,496.95,http://www.highlandfoods.com/,ft
Accely,Technology,India,71,1.35,https://www.accely.com/,ft
Lateral Kids,Education,Japan,621,20.87,https://www.morino-nakama.jp/,ft
Koda,Interiors,Singapore,2070,57.38,http://www.kodaonline.com/,ft
Mphasis,Technology,India,24485,1.26,https://www.mphasis.com/,ft
KATITAS,Property,Japan,838,827.06,https://katitas.jp/,ft
jobandtalent,Technology,Spain,801,352.879.165,https://www.jobandtalent.com/,ft
Financial House,Fintech,UK,20,18.766.625,https://www.financialhouse.io/,ft
Lever Touch,Automobiles,Italy,83,35.272.960,https://www.levertouch.com,ft
Fashion Commerce,Ecommerce,Italy,3,1.666.470,https://www.fashion-commerce.it,ft
Groupe Cochez,Transport,France,150,21.5,https://www.sitca.fr,ft
cosos,Industrial Goods,Germany,45,4.97,https://www.cosos-tec.de/,ft
HalalBooking,Travel & Leisure,United Kingdom,50,3.22,https://halalbooking.com/,ft
Elite Technology JSC,Technology,Vietnam,280,132.00,https://elite-jsc.com/,ft
AsiaPay,Financial Services,Hong Kong,150,15.18,https://www.asiapay.com/,ft
Radico Khaitan,Food & Beverage,India,1145,344.65,https://www.radicokhaitan.com/,ft
MyLead,Sales & Marketing,Poland,42,2.004.501,https://mylead.global/,ft
Mia-Platform,Technology,Italy,74,6.515.510,https://www.mia-platform.eu/,ft
Bluefin Trading,Ecommerce,UK,10,15.503.202,https://www.bluefinfitness.com,ft
For Dealer,Automobiles,Italy,7,1.9,https://www.4dealer.it,ft
Idento,Management Consulting,France,25,2.12,https://idento.fr/,ft
Megaworld,Property,Philippines,1073,1.330.00,https://www.megaworldcorp.com/,ft
EDIT SUITS,Fashion,Singapore,19,2.70,http://www.editsuits.com/,ft
Tecnimed,Health,Italy,32,9.551.790,https://www.tecnimed.it/,ft
Label Experience,Management Consulting,France,16,2.391.461,https://labelexperience.com,ft
Unicoenergia,Energy,Italy,14,8.664.588,https://www.unicoenergia.it,ft
Supermetrics,Advertising,Finland,16,2.2,https://www.supermetrics.com,ft
T-WATT,Energy,Czech Republic,11,125.69,http://t-watt.cz/,ft
DrDoctor,Health,United Kingdom,26,2.37,https://www.drdoctor.co.uk/,ft
Tesha Corporation,Agricultural Commodities,Singapore,2,2.47,https://www.teshagroup.com/,ft
Decision Science Agency,Management Consulting,Singapore,37,4.61,https://www.decision-science.com/,ft
Buildmet Fibres,Industrial Goods,India,1269,24.33,http://www.buildmetfibres.com/,ft
Longevity Partners,Retail,UK,22,2.336.243,https://www.longevity.co.uk/,ft
NexumStp,Management Consulting,Italy,345,25.667.400,http://nexumstp.it/,ft
Parkster,Technology,Sweden,9,45.307.521,https://www.parkster.com/de,ft
Your Personal,Transport,Italy,10,1.6,https://www.yourpersonaljames.com,ft
SKILLSDAY,Technology,France,25,1.70,https://www.skillsday.com/,ft
Sonarworks,Technology,Latvia,39,2.20,https://sonarworks.com/,ft
INTELORG,Retail,Singapore,15,227.80,http://www.intelorg.com.sg/,ft
Bitz,Support Services,Malaysia,390,6.38,https://bitz.com.my/,ft
Powermatic Data Systems,Technology,Singapore,,15.95,https://powermatic.com.sg/,ft
G-ON,Support Services,France,16,1.810.459,https://www.g-on.fr/,ft
Studapart,Property,France,23,2.590.000,https://www.studapart.com,ft
AMM Italy,Aerospace & Defence,Italy,6,5.2,https://www.ammitaly.com,ft
griep Baulogistik,Construction,Germany,63,16.20,https://www.griep-baulogistik.de/,ft
Benjamin Barker Aust,Retail,Singapore,77,9.82,https://www.benjaminbarker.co/,ft
NSW Automation,Technology,Malaysia,75,3.57,https://nswautomation.com/,ft
Picnic,Advertising,UK,10,1.508.869,https://www.picnic-media.com/,ft
Egomnia,Technology,Italy,36,1.901.140,https://www.egomnia.com/,ft
Global Work,Telecoms,Italy,58,2.520.972,https://www.global-work.it,ft
Evondos**,Pharmaceuticals,Finland,79,7.015.284,https://www.evondos.com,ft
InnovaMaxx,Sales & Marketing,Germany,110,16.4,https://www.innovamaxx.de,ft
C.D.V.,Health,Italy,10,1.7,https://www.centrodentalevaldostano.it,ft
checkout.com,Fintech,United Kingdom,260,63.36,https://www.checkout.com/,ft
Japan Lifeline,Health,Japan,1074,475.78,https://www.jll.co.jp/,ft
Singapore O&G,Health,Singapore,82,29.18,https://www.sog.com.sg/,ft
LoyaltyLion,Technology,UK,40,4.483.296,https://loyaltylion.com/,ft
reMarkable,Technology,Norway,142,115.793.390,https://remarkable.com/,ft
Gusto,Food & Beverage,France,10,4.300.000,http://n/a,ft
Nephos Technologies,Technology,UK,26,17.367.746,https://www.nephostechnologies.com,ft
T.I.P. S.r.l.,Energy,Italy,3,16.7,https://www.tiptrading.it,ft
ZeitWerk Personal,Support Services,Germany,7,4.42,https://www.zeitwerk-personal.de/,ft
Shakey's Pizza Asia Ventures,Restaurants,Philippines,1749,173.48,https://www.shakeyspizza.ph/,ft
First Gen Corporation,Energy,Philippines,1943,2151.39,https://www.firstgen.com.ph/,ft
TRANSACTION,Personal & Household Goods,Japan,442,151.21,https://www.trans-action.co.jp/,ft
Kubrick,Management Consulting,UK,673,32.614.354,https://www.kubrickgroup.com/uk/,ft
Contrader,Technology,Italy,35,4.682.960,https://contrader.it/,ft
9Y,Technology,Austria,18,1.836.182,https://9y.co,ft
Teamtailor,Technology,Sweden,90,5.903.756,https://www.teamtailor.com,ft
Readly International,Media,Sweden,31,13.2,https://gb.readly.com,ft
Tresorit,Technology,Hungary,89,4.68,https://tresorit.com/,ft
Oxwork,Retail,France,9,3.32,https://www.oxwork.com/,ft
Puregold Price Club,Retail,Philippines,10343,3.253.15,https://www.puregold.com.ph/,ft
JPSPL - JP Structures,Construction,India,100,44.78,https://www.jpspl.com/,ft
TENDA,Technology,Japan,203,27.22,https://www.tenda.co.jp/,ft
SAMONT,Industrial Goods,Germany,89,19.577.339,https://www.samont.com/,ft
Sirive,Construction,Italy,5,4.527.690,https://www.sirive.it/,ft
Capital On Tap,Fintech,UK,100,82.823.864,https://www.capitalontap.com,ft
RTB House,Technology,Poland,271,43.6,https://www.rtbhouse.com,ft
STEPS,Construction,France,1,1.76,,ft
Virtus Lab,Technology,Poland,126,6.10,https://virtuslab.com/,ft
Prem Motors,Automobiles,India,4174,259.23,http://www.premmotors.com/,ft
Capital Numbers,Technology,India,249,4.16,https://www.capitalnumbers.com/,ft
Imdex,Technology,Australia,485,176.69,https://www.imdexlimited.com/,ft
Multienergia Verde,Energy,Spain,15,146.453.604,https://www.multienergia.es/,ft
The Mail Track Company,Technology,Spain,22,2.401.966,http://www.mailtrack.io,ft
Wapsi,Management Consulting,France,39,6.374.000,https://www.wapsi.fr,ft
Five Motors,Automobiles,Italy,43,43.5,https://www.fivemotors.it,ft
Tammi Talot,Construction,Finland,30,3.7,https://www.tammitalot.fi,ft
Aquis Exchange,Financial Services,United Kingdom,32,4.50,http://www.aquis.eu/,ft
Eco Pro,Construction,France,10,2.60,https://www.ecopro-ascenseurs.fr/,ft
Cellmid,Beauty,Australia,25,5.49,https://cellmid.com.au/,ft
Business Online,Support Services,Thailand,161,15.25,https://www.bol.co.th/,ft
Wielandts UPMT,Technology,Belgium,6,1.529.270,https://www.upmt.be/,ft
ASKET,Fashion,Sweden,13,6.525.278,https://www.asket.com/de/,ft
Travelcompositor,Technology,Spain,46,8.558.752,https://www.travelcompositor.com/en,ft
B+S Bau und Sicherungsgesellschaft mbH,Construction,Germany,115,8.263.630,https://www.bus-bau.com,ft
Prestige Group ,Telecoms,Italy,14,49.0,https://www.prestigegroup.it%20,ft
Maxxi Engineering,Support Services,Italy,14,1.62,https://www.maxxiengineering.it/,ft
Alpha Real Estate Holding ,Property,Germany,28,56.00,https://alpha-realestate.de/,ft
Seagull Pharma,Pharmaceuticals,India,385,7.98,http://seagullpharma.com/,ft
TRAction Fintech,Fintech,Australia,9,2.61,https://tractionfintech.com/,ft
Central Warehouse Solution,Transport,Czech Republic,45,1.788.545,https://skladon.cz/en,ft
Crystalnet,Ecommerce,Italy,13,5.829.719,https://www.mclabels.com,ft
Oxford Summer Courses,Education,United Kingdom,12,5.3,https://www.oxfordsummercourses.com,ft
Kumulus Vape,Retail,France,25,6.51,https://www.kumulusvape.fr/,ft
Cybage,Technology,India,5909,157.19,https://www.cybage.com/,ft
Inter Action,Industrial Goods,Japan,145,65.11,http://www.inter-action.co.jp/,ft
Chef in Camicia,Advertising,Italy,21,2.071.960,https://chefincamicia.com/,ft
BORDONARO IT,Technology,Germany,12,2.148.900,https://www.bordonaro-it.de,ft
Innovi Recherche,Pharmaceuticals,France,,1.7,https://www.groupe-innovi.fr,ft
Nuevo Conseil et Formation,Support Services,France,36,4.88,https://www.nuevo.fr/,ft
E-Tech Building Services,Support Services,Singapore,180,6.98,https://www.e-tech.com.sg/,ft
Chunghwa Precision Test Tech,Technology,Taiwan,993,104.76,http://www.chpt.com/,ft
Supreme Components International,Technology,Singapore,23,13.44,https://www.supremecomponents.com/,ft
Piper Homes,Construction,UK,28,30.436.232,https://www.piperhomes.co.uk/,ft
Funding Options,Fintech,UK,51,5.112.987,https://www.fundingoptions.com,ft
WED2B,Retail,United Kingdom,348,17.7,https://www.wed2b.co.uk,ft
Recambios Endado,Ecommerce,Spain,24,3.33,https://www.endado.com/,ft
SCA Investments (Gousto)*,Technology,United Kingdom,266,55.70,https://www.gousto.co.uk/,ft
Soul & Tables,Retail,Singapore,14,3.21,https://www.soulandtables.com.sg/,ft
Thenpandian,Industrial Goods,India,106,5.54,https://www.thenpandian.com/,ft
Koh Young,Technology,South Korea,656,191.36,https://www.kohyoung.com/en,ft
Alturas Cubiertas Y Fachadas,Construction,Spain,33,9.375.243,https://acyfgroup.com/,ft
PreOmics,Chemicals,Germany,20,2.113.700,https://www.preomics.com,ft
Fill Up Média,Media,France,39,5.000.431,https://www.fillupmedia.fr,ft
tristar,Travel & Leisure,Germany,165,17.8,https://www.tristar-hotelgruppe.de,ft
Nu'Art Events*,Travel & Leisure,Italy,108,3.92,https://www.nuart.it/,ft
Noonic,Technology,Italy,12,2.27,https://www.noonic.com/,ft
Autosalon Uhingen,Automobiles,Germany,11,10.540.000,https://www.autosalon-uhingen.de/,ft
Billion Dollar Boy,Advertising,UK,50,6.549.011,https://www.billiondollarboy.com,ft
OTC Engineering,Technology,Spain,11,2.0,https://otcengineering.com,ft
Brodynt Global,Telecoms,Spain,35,5.94,https://www.brodynt.com/,ft
Yumi Beauty,Chemicals & Pharmaceuticals,France,5,2.678.257,https://www.yumi-beauty.com/,ft
Nuevo Conseil et Formation,Management Consulting,France,57,7.547.602,https://www.nuevo.fr,ft
La Saponaria,Beauty,Italy,16,2.4,https://www.lasaponaria.it,ft
Dolly Noire,Retail,Italy,13,2.94,https://www.dollynoire.com/,ft
FOR ME LAB,Ecommerce,France,7,1.652.073,https://formelab.com/,ft
Exscientia,Health,UK,52,10.375.148,https://www.exscientia.ai,ft
Basedo Steel,Industrial Goods,Germany,12,3.5,https://www.basedosteel.com,ft
Ideria,Restaurants,France,10,4.18,https://www.ideria-france.com/,ft
Stockholms Elbolag,Energy,Sweden,25,32.265.912,https://www.stockholmselbolag.se/,ft
Amilon,Retail,Italy,60,174.356.950,https://www.amilon.it,ft
Muroexe Industries,Fashion,Spain,19,2.4,https://www.muroexe.com,ft
Simples Análises ,Education,Portugal,33,1.77,https://www.sa-formacao.pt/,ft
Flohr,Waste management & recycling,Germany,84,21.249.638,https://www.flohr.de/,ft
VirtusLab,Technology,Poland,189,9.254.368,https://virtuslab.com,ft
Agripower France,Energy,France,,5.5,https://www.weltec-agripower.com,ft
Hyper Recruitment Solutions,Support Services,United Kingdom,35,10.85,https://www.hyperec.com/,ft
Agricodem,Agricultural Commodities,Italy,4,2.856.530,https://www.agricodem.it/,ft
Kumulus Vape,Retail,France,27,10.551.671,https://www.kumulusvape.fr,ft
Paweł Ochyński CSG,Batteries,Poland,71,9.6,https://www.greencell.global,ft
Italianway,Travel & Leisure,Italy,46,5.65,https://www.italianway.house/,ft
DACH Schutzbekleidung,Industrial Goods,Germany,80,45.227.730,https://www.dach-germany.de/,ft
Sourcebreaker,Technology,UK,49,3.773.318,https://www.sourcebreaker.com,ft
Ve.Ma.,Advertising,Italy,76,2.2,,ft
Rosano Dry Fruit,Food & Beverage,Italy,6,2.83,http://www.rosanodryfruit.it/,ft
EM-Tec Energiemontagen,Construction,Germany,16,3.002.729,https://www.em-tec.net/,ft
Discover Car Hire,Travel & Leisure,Latvia,60,8.332.124,https://www.discovercars.com,ft
Travisanutto Giovanni,Architecture,Italy,3,3.1,https://www.travisanutto.com,ft
Gruppo Del Barba Consulting,Financial Services,Italy,15,3.82,https://www.gruppodelbarba.com/,ft
Wave Studio,Technology,Romania,9,4.105.688,https://wave.studio/,ft
Karma Partners,Technology,France,4,6.342.226,https://www.karma-partners.com,ft
Workstories,Interiors,United Kingdom,22,9.0,https://www.workstories.com,ft
Oni Foods Overseas,Food & Beverage,Spain,9,44.21,http://onifoods.com/,ft
bazzar,Retail,Croatia,17,6.686.617,https://bazzar.hr/,ft
HD Elektrotechnik,Technology,Germany,55,3.510.610,https://www.hd-elektrotechnik.com,ft
SGS Facility Management,Support Services,Germany,110,1.8,https://www.suetcue-gebaeudereinigung.de,ft
WeWATCH Security Service,Support Services,Germany,103,4.97,https://www.wewatch-security.com/,ft
Cybersprint,Cyber Security,The Netherlands,43,2.914.738,https://cybersprint.com/,ft
Newil & Bau,Construction,Finland,3,9.165.100,https://newilbau.fi/,ft
easysparen,Retail,Germany,17,42.9,https://www.easybution.de,ft
SuperAwesome,Technology,United Kingdom,132,23.96,https://www.superawesome.com/,ft
Brandon Group,Ecommerce,Italy,34,32.039.000,https://www.brandongroup.it/,ft
Ti STYLE iT,Fashion,Italy,46,11.632.586,https://tistyleit.com,ft
Grupo Bar Galleta,Restaurants,Spain,73,2.8,https://www.bargalleta.com,ft
Vmway,Technology,Italy,47,6.39,https://www.vmway.it/,ft
Feiniko Handelsgesellschaft,Retail,Germany,13,32.168.909,https://www.feiniko.de/,ft
Assis-Tec,Industrial Goods,Italy,15,2.798.345,https://www.assistec.cc,ft
Sunnysmoker,Retail,France,26,14.7,https://www.sunnysmoker.com,ft
CLICKLEARN Aps,Technology,Denmark,18,3.67,https://www.clicklearn.com/,ft
PharmaGrin,Health,Italy,21,2.701.410,http://www.pharmagrin.com/,ft
VanMoof,Transport,Netherlands,150,34.789.845,https://www.vanmoof.com,ft
hajoona,Health,Germany,17,6.4,https://www.hajoona.com,ft
Dexatel*,Telecoms,Estonia,28,2.50,https://dexatel.com/,ft
Life M,Technology,Czech Republic,3,2.001.844,https://www.lifem.cz/,ft
Lenergetica,Energy,Italy,5,1.962.052,https://www.lenergetica.it,ft
Proceram,Construction,Germany,15,4.5,https://www.cerabran.com,ft
BXR IndustrieService,Support Services,Germany,257,16.27,https://bxr-group.de/,ft
Plásticos Dão / Sacos & Saquetas,Industrial Goods,Portugal,16,1.946.703,https://plasticosdao.com/,ft
Activ Bilanz,Property,Germany,6,16.200.000,https://activbilanz.de,ft
GS Star,Travel & Leisure,Germany,104,21.6,https://www.gsstar-hotels.com,ft
City Shop West Kiosk,Retail,Germany,14,3.50,https://www.cityshopwest.de/,ft
Logipal24,Transport,Germany,70,4.967.568,https://www.logipal24.de/,ft
Studio Immagine,Fashion,Italy,8,1.624.037,https://www.studioimmagineitalia.it,ft
Sport-Treff Amthor,Retail,Germany,21,3.6,https://www.sport-treff-amthor.de,ft
Heltti,Health,Finland,62,4.03,https://heltti.fi/,ft
PastBook,Technology,The Netherlands,22,33.651.532,https://www.pastbook.com/,ft
Brandon Group,Ecommerce,Italy,29,20.839.849,https://brandongroup.it,ft
Duo Capital,Financial Services,Portugal,38,2.3,https://www.duo-capital.com,ft
Zero,Restaurants,Italy,53,2.73,,ft
Bluefin,Ecommerce,UK,21,28.993.287,http://www.bfcm.com/,ft
Vmway,Technology,Italy,56,13.796.229,https://www.vmway.it,ft
NUEVO Conseil et Formation,Support Services,France,30,4.0,https://www.nuevo.fr,ft
BKE Eisenbahn-Service,Transport,Germany,6,2.19,http://www.bke-eisenbahn.de/,ft
Milk & Honey PR,Sales & Marketing,UK,18,1.528.900,https://www.milkandhoneypr.com/,ft
Nordic Unmanned,Aerospace & Defence,Norway,30,3.183.225,https://nordicunmanned.com,ft
VH24,Support Services,Germany,27,3.7,https://www.verbraucherhilfe24.de,ft
Naïo Technologies,Industrial Goods,France,41,2.12,https://www.naio-technologies.com/,ft
Prodeval,Energy,France,220,73.514.217,https://www.prodeval.eu/,ft
Exceed (XCD) Holdings,Energy,UK,29,20.008.856,https://www.xcd.com/,ft
Marco Polo Foodex,Food & Beverage,Italy,2,6.9,https://www.mpfoodex.it,ft
Decor Leader,Interiors,Italy,16,3.00,https://www.decorleader.it/,ft
Virta,Technology,Finland,110,11.029.402,https://www.virta.global/,ft
eSMART Technologies,Technology,Switzerland,23,6.035.949,https://www.myesmart.com,ft
Silkhom,Support Services,France,15,1.6,https://www.silkhom.com,ft
Standal,Construction,Spain,21,3.12,https://www.standal.es/,ft
BizAway,Travel & Leisure,Italy,28,1.989.950,http://www.bizaway.com/,ft
Veit Shopfitting,Interiors,Germany,10,1.281.725,https://veit-shopfitting.de,ft
Streamads,Advertising,Netherlands,5,1.8,https://www.streamads.nl,ft
Mytho,Pharmaceuticals,Italy,5,2.08,https://www.mythosalute.it/,ft
Karl & Léon,Retail,France,6,2.391.019,,ft
BKE Eisenbahn - Service,Transport,Germany,12,2.186.160,http://www.bke-eisenbahn.de,ft
Carpenteria Vally,Industrial Goods,Italy,9,2.0,https://www.carpenteriavally.it,ft
Motius,Support Services,Germany,57,4.02,https://www.motius.de/,ft
Identity,Management Consulting,UK,80,22.885.804,https://identitygroup.co.uk/,ft
Brainhub,Technology,Poland,54,2.761.995,https://brainhub.eu,ft
Balteks Kem,Chemicals,Estonia,1,12.6,,ft
Rumi Storitve,Food & Beverage,Slovenia,5,1.82,http://kotdoma.si/,ft
BlackBelt Holding,Technology,Hungary,55,5.695.000,https://www.blackbelt.hu/,ft
Digitalent,Management Consulting,France,39,3.638.683,https://digitalent-consulting.com,ft
LVS Brokers,Fintech,Finland,3,2.4,https://www.lvsbrokers.com,ft
Herrero Brigantina,Insurance,Spain,109,3.34,https://www.grupoherrerobrigantina.com/,ft
DYNVEO,Retail,France,13,3.687.780,https://www.dynveo.com/,ft
Isoltech Societa' Cooperativa,Construction,Italy,38,2.212.601,https://www.isoltech.info,ft
Geo Pluriservice,Support Services,Italy,8,2.2,https://www.geopluriservice.it,ft
Lorefice & Ponzio,Support Services,Italy,32,3.90,https://www.loreficeeponzio.com/,ft
Favi,Ecommerce,Czech Republic,29,24.995.030,https://favi.cz/,ft
Cru Wine,Food & Beverage,UK,10,6.223.615,https://cru-wine.com,ft
