company_name,industry,sector,headquarters,file_name
Miele,Consumer goods,Consumer electronics,Gütersloh,MalPatSaj_wikipedia
Montblanc,Consumer goods,Nondurable household products,Hamburg,MalPatSaj_wikipedia
Munich Re,Financials,Reinsurance,Munich,MalPatSaj_wikipedia
Müller,Consumer goods,Food products,Fischach,MalPatSaj_wikipedia
Nemetschek,Technology,Software,Munich,MalPatSaj_wikipedia
Nero AG,Technology,Software,Karlsruhe,MalPatSaj_wikipedia
Netto Marken-Discount,Consumer services,Food retailers & wholesalers,Maxhütte-Haidhof,MalPatSaj_wikipedia
Nordzucker,Consumer goods,Food products,Braunschweig,MalPatSaj_wikipedia
NSU Motorenwerke,Consumer goods,Automobiles,Neckarsulm,MalPatSaj_wikipedia
Opel,Consumer goods,Automobiles,Rüsselsheim am Main,MalPatSaj_wikipedia
Orenstein & Koppel,Industrials,Industrial vehicles & trucks,Berlin,MalPatSaj_wikipedia
Osram,Industrials,Building materials & fixtures,Munich,MalPatSaj_wikipedia
Otto GmbH,Consumer services,Broadline retailers,Hamburg,MalPatSaj_wikipedia
Otto Bock,Health care,Medical equipment,Duderstadt,MalPatSaj_wikipedia
Paulaner Brewery,Consumer goods,Brewers,Munich,MalPatSaj_wikipedia
PCC SE,Basic materials,Speciality chemicals,Duisburg,MalPatSaj_wikipedia
Penny,Consumer services,Food retailers & wholesalers,Cologne,MalPatSaj_wikipedia
Philipp Holzmann,Industrials,Heavy construction,Frankfurt,MalPatSaj_wikipedia
Phoenix Contact,Industrials,Industrial machinery,Blomberg,MalPatSaj_wikipedia
Plus,Consumer services,Food retailers & wholesalers,Mülheim,MalPatSaj_wikipedia
Porsche,Consumer goods,Automobiles,Stuttgart,MalPatSaj_wikipedia
ProSiebenSat.1,Consumer services,Broadcasting & entertainment,Unterföhring,MalPatSaj_wikipedia
PTV AG,Technology,Software,Karlsruhe,MalPatSaj_wikipedia
PUMA,Consumer goods,Clothing & accessories,Herzogenaurach,MalPatSaj_wikipedia
Putzmeister,Industrials,Industrial machinery,Aichtal,MalPatSaj_wikipedia
Radeberger Brewery,Consumer goods,Brewers,Radeberg,MalPatSaj_wikipedia
Recaro,Industrials,Industrial suppliers,Stuttgart,MalPatSaj_wikipedia
Reemtsma,Consumer goods,Tobacco,Hamburg,MalPatSaj_wikipedia
Rehau Group,Industrials,Industrial suppliers,Rehau,MalPatSaj_wikipedia
REWE Group,Consumer services,Food retailers & wholesalers,Cologne,MalPatSaj_wikipedia
Rheinmetall,Industrials,Defense,Düsseldorf,MalPatSaj_wikipedia
Rheinmetall Automotive,Industrials,Industrial suppliers,Neckarsulm,MalPatSaj_wikipedia
Rimowa,Consumer goods,Luggage,Cologne,MalPatSaj_wikipedia
Ritter Sport,Consumer goods,Food products,Waldenbuch,MalPatSaj_wikipedia
Robert Bosch GmbH,Conglomerate,-,Waldenbuch,MalPatSaj_wikipedia
Rohde & Schwarz,Industrials,Electronic equipment,Munich,MalPatSaj_wikipedia
ROSE Bikes,Consumer goods,Recreational products,Bocholt,MalPatSaj_wikipedia
Rossmann,Consumer services,Drug retailers,Burgwedel,MalPatSaj_wikipedia
RRI Rhein Ruhr International,Industrials,Industrial machinery,Essen,MalPatSaj_wikipedia
RUF Automobile,Consumer goods,Automobiles,Pfaffenhausen,MalPatSaj_wikipedia
RWE,Utilities,Electricity,Essen,MalPatSaj_wikipedia
SABA,Consumer goods,Consumer electronics,Triberg im Schwarzwald,MalPatSaj_wikipedia
Salzgitter AG,Basic materials,Iron & steel,Salzgitter,MalPatSaj_wikipedia
SAP SE,Technology,Software,Walldorf,MalPatSaj_wikipedia
Ströer,mass media,billboard,Cologne,MalPatSaj_wikipedia
Sauer Flugmotorenbau,Industrials,Aerospace,Ober-Olm,MalPatSaj_wikipedia
Schaeffler Group,Industrials,Industrial suppliers,Herzogenaurach,MalPatSaj_wikipedia
Schaller Guitarenparts,Consumer goods,Recreational products,Postbauer-Heng,MalPatSaj_wikipedia
Schering,Health care,Pharmaceuticals,Berlin,MalPatSaj_wikipedia
Schmitz Cargobull,Industrials,Commercial Vehicles & Trucks,Horstmar,MalPatSaj_wikipedia
Schott AG,Basic materials,Speciality chemicals,Mainz,MalPatSaj_wikipedia
Schwan-Stabilo,Consumer goods,Nondurable household products,Heroldsberg,MalPatSaj_wikipedia
Schwarz Gruppe,Consumer services,Food retailers & wholesalers,Neckarsulm,MalPatSaj_wikipedia
Schwind eye-tech-solutions,Health care,Medical equipment,Kleinostheim,MalPatSaj_wikipedia
Sebamed,Consumer goods,Personal products,Boppard,MalPatSaj_wikipedia
Seca,Health care,Medical equipment,Hamburg,MalPatSaj_wikipedia
Sennheiser,Consumer goods,Consumer electronics,Wedemark,MalPatSaj_wikipedia
Severin Elektro,Consumer goods,Consumer electronics,Sundern,MalPatSaj_wikipedia
SEW Eurodrive,Industrials,General industrials,Bruchsal,MalPatSaj_wikipedia
SGL Carbon,Basic materials,Chemicals,Wiesbaden,MalPatSaj_wikipedia
Siemens,Conglomerates,-,Berlin,MalPatSaj_wikipedia
SIG Sauer,Industrials,Defense,Eckernförde,MalPatSaj_wikipedia
SimScale,Technology,Software,Munich[4],MalPatSaj_wikipedia
SkySails,Industrials,Industrial machinery,Hamburg,MalPatSaj_wikipedia
Smart,Consumer goods,Automobiles,Böblingen,MalPatSaj_wikipedia
Software AG,Technology,Software,Darmstadt,MalPatSaj_wikipedia
SolarWorld,Industrials,Industrial machinery,Bonn,MalPatSaj_wikipedia
Sonor,Consumer goods,Recreational products,Berlin,MalPatSaj_wikipedia
Sortimo,Industrials,Industrial suppliers,Zusmarshausen,MalPatSaj_wikipedia
Staedtler,Consumer goods,Nondurable household products,Nuremberg,MalPatSaj_wikipedia
Steinway & Sons,Consumer goods,Recreational products,Hamburg,MalPatSaj_wikipedia
Stihl,Basic materials,Forestry,Waiblingen,MalPatSaj_wikipedia
Südzucker,Consumer goods,Food products,Mannheim,MalPatSaj_wikipedia
Symrise,Personal products,Flavours. gustatory and cosmetic substances,Holzminden,MalPatSaj_wikipedia
Talanx,Financials,Full line insurance,Hanover,MalPatSaj_wikipedia
Tchibo,Consumer services,Broadline retailers,Hamburg,MalPatSaj_wikipedia
Telefunken,Consumer goods,Consumer electronics,Berlin,MalPatSaj_wikipedia
Tengelmann Group,Consumer services,Broadline retailers,Mülheim,MalPatSaj_wikipedia
Tente International,Industrials,General industrials,Cologne,MalPatSaj_wikipedia
Tetra,Consumer services,Specialty retailers,Melle,MalPatSaj_wikipedia
The Linde Group,Basic materials,Speciality chemicals,Munich,MalPatSaj_wikipedia
ThyssenKrupp,Conglomerates,-,Duisburg,MalPatSaj_wikipedia
trivago,Technology,Internet,Düsseldorf,MalPatSaj_wikipedia
Trumpf,Industrials,Industrial machinery,Ditzingen,MalPatSaj_wikipedia
T-Systems,Technology,Software,Frankfurt,MalPatSaj_wikipedia
TUI Group,Consumer services,Travel & leisure,Hanover,MalPatSaj_wikipedia
Uhlsport,Consumer goods,Clothing & accessories,Balingen,MalPatSaj_wikipedia
Ulla Popken,Consumer goods,Clothing & accessories,Rastede,MalPatSaj_wikipedia
Ultrasone,Consumer goods,Consumer electronics,Tutzing,MalPatSaj_wikipedia
Underberg,Consumer goods,Brewers,Rheinberg,MalPatSaj_wikipedia
United Internet,Telecommunications,Fixed line telecommunications,Montabaur,MalPatSaj_wikipedia
Vaude,Consumer goods,Recreational products,Tettnang,MalPatSaj_wikipedia
Vector Informatik,Technology,Software,Stuttgart,MalPatSaj_wikipedia
Veltins,Consumer goods,Brewers,Meschede,MalPatSaj_wikipedia
Vereinigte Flugtechnische Werke,Industrials,Aerospace,Bremen,MalPatSaj_wikipedia
Viessmann,Industrials,General industrials,Allendorf (Eder),MalPatSaj_wikipedia
Villeroy & Boch,Consumer goods,Durable household products,Mettlach,MalPatSaj_wikipedia
Voith,Industrials,Industrial engineering,Heidenheim an der Brenz,MalPatSaj_wikipedia
Volkswagen Group,Consumer goods,Automobiles,Wolfsburg,MalPatSaj_wikipedia
Volkswagen,Consumer goods,Automobiles,Wolfsburg,MalPatSaj_wikipedia
Vonovia,Financials,Real estate,Bochum,MalPatSaj_wikipedia
Vossloh,Industrials,Industrial transportation,Werdohl,MalPatSaj_wikipedia
Wacker Chemie,Basic materials,Chemicals,Munich,MalPatSaj_wikipedia
Wacker Neuson,Industrials,Construction & materials,Munich,MalPatSaj_wikipedia
WAGO Kontakttechnik,Industrials,Electrical components & equipment,Minden,MalPatSaj_wikipedia
Warsteiner,Consumer goods,Brewers,Warstein,MalPatSaj_wikipedia
Wella,Consumer goods,Personal products,Darmstadt,MalPatSaj_wikipedia
Wera Werk Hermann Werner,Consumer goods,Durable household products,Wuppertal,MalPatSaj_wikipedia
Weser Flugzeugbau,Industrials,Aerospace,Bremen,MalPatSaj_wikipedia
Wilkhahn,Consumer goods,Furnishings,Bad Münder,MalPatSaj_wikipedia
Wintershall,Oil & gas,Exploration & production,Kassel,MalPatSaj_wikipedia
Wirecard,Financials,Financial services,Aschheim,MalPatSaj_wikipedia
Wittenstein,Industrials,Industrial engineering,Igersheim,MalPatSaj_wikipedia
Wolff & Müller,Industrials,Heavy construction,Stuttgart,MalPatSaj_wikipedia
Wortmann,Technology,Computer hardware,Hüllhorst,MalPatSaj_wikipedia
Würth,Industrials,General industrials,Künzelsau,MalPatSaj_wikipedia
Wüsthof,Consumer goods,Durable household products,Solingen,MalPatSaj_wikipedia
ZF Friedrichshafen,Industrials,Industrial suppliers,Friedrichshafen,MalPatSaj_wikipedia
Ziehl-Abegg SE,Industrials,Electrical components & equipment,Künzelsau,MalPatSaj_wikipedia
4E TV,Consumer services,Media,Thessaloniki,MalPatSaj_wikipedia
Abea,Consumer goods,Food products,Chania,MalPatSaj_wikipedia
Achaia Clauss,Consumer Goods,Beverages,Patras,MalPatSaj_wikipedia
ADMIE,Utilities,Electricity,Athens,MalPatSaj_wikipedia
Aegean Airlines,Consumer services,Travel & Leisure,Athens,MalPatSaj_wikipedia
Aegean Motorway S.A.,Industrials,Transportation services,Athens,MalPatSaj_wikipedia
Aegean Speed Lines,Industrials,Marine transportation,Glyfada,MalPatSaj_wikipedia
Aegek SA,Industrials,Heavy construction,Marousi,MalPatSaj_wikipedia
Aeolian Investment Fund S.A.,Financials,Financial services,Athens,MalPatSaj_wikipedia
Air Mediterranean,Consumer services,Airlines,Athens,MalPatSaj_wikipedia
Alfa-Beta Vassilopoulos,Consumer services,Food retailers,Athens,MalPatSaj_wikipedia
Allatini,Consumer goods,Food products,Thessaloniki,MalPatSaj_wikipedia
Alpha Bank,Financials,Banks,Athens,MalPatSaj_wikipedia
Alpha Records,Consumer services,Media,Athens,MalPatSaj_wikipedia
Alpha TV,Consumer services,Media,Athens,MalPatSaj_wikipedia
ALUMIL Aluminium Industry S.A,Basic materials,Industrial metals & mining,Kilkis,MalPatSaj_wikipedia
Aluminium of Greece,Basic materials,Industrial metals & mining,Marousi,MalPatSaj_wikipedia
Amjet Executive,Consumer services,Travel & Leisure,Athens,MalPatSaj_wikipedia
ANEK Lines,Industrials,Industrial Transportation,Chania,MalPatSaj_wikipedia
ANT1 Group,Consumer services,Media,Athens,MalPatSaj_wikipedia
ANT1,Consumer services,Media,Athens,MalPatSaj_wikipedia
Arapian,Consumer goods,Food products,Athens,MalPatSaj_wikipedia
Arcadia Shipmanagement,Industrials,Marine transportation,Athens,MalPatSaj_wikipedia
Archirodon,Industrials,Heavy construction,Dordrecht,MalPatSaj_wikipedia
Atcom,Technology,Software & computer,Athens,MalPatSaj_wikipedia
Athens Exchange,Financials,Equity investment,Athens,MalPatSaj_wikipedia
Athens International Airport S.A.,Consumer services,Travel & leisure,Athens,MalPatSaj_wikipedia
Athens-Macedonian News Agency,Consumer services,Media,Athens,MalPatSaj_wikipedia
Athens Mass Transit System,Consumer services,Travel & tourism,Athens,MalPatSaj_wikipedia
Athens Metro,Consumer services,Travel & leisure,Athens,MalPatSaj_wikipedia
Atlas Maritime,Industrials,Marine transportation,Athens,MalPatSaj_wikipedia
Attica Bank,Financials,Banks,Athens,MalPatSaj_wikipedia
Attica Group,Industrials,Marine transportation,Athens,MalPatSaj_wikipedia
Attiki Odos consortium,Industrials,Transportation services,Athens,MalPatSaj_wikipedia
Aventurine SA,Technology,Video game industry,Athens,MalPatSaj_wikipedia
Avin International,Industrials,Marine transportation,Maroussi,MalPatSaj_wikipedia
Bank of Greece,Financials,Banks,Athens,MalPatSaj_wikipedia
Barbastathis,Consumer services,Food & Beverages,Thessaloniki,MalPatSaj_wikipedia
Bazaar,Consumer services,Food retailers,Athens,MalPatSaj_wikipedia
Beat,Consumer services,Transportation networking,Athens,MalPatSaj_wikipedia
Berios,Industrials,Heavy construction,Athens,MalPatSaj_wikipedia
Bioman,Consumer goods,Industrial parts,Tavros,MalPatSaj_wikipedia
Black Lotus Records,Consumer services,Media,Athens,MalPatSaj_wikipedia
Bluebird Airways,Consumer services,Airlines,Heraklion,MalPatSaj_wikipedia
Blue Star Ferries,Industrials,Marine transportation,Athens,MalPatSaj_wikipedia
Centric Multimedia,Consumer services,Multimedia,Athens,MalPatSaj_wikipedia
Ceres Hellenic Shipping Enterprises,Industrials,Marine transportation,Pireus,MalPatSaj_wikipedia
CERETETH,Technology,Research,Volos,MalPatSaj_wikipedia
Chalkis Shipyards (Aulida),Industrials,Heavy construction,Chalkis,MalPatSaj_wikipedia
Chipita,Food & Beveradges,Food & Beveradges,Athens,MalPatSaj_wikipedia
Coca-Cola Hellenic Bottling Company,Consumer services,Food & Beverages,Zug,MalPatSaj_wikipedia
Coffee Island,Consumer services,Restaurants & bars,Patras,MalPatSaj_wikipedia
Compupress,Consumer services,Publishing,Athens,MalPatSaj_wikipedia
Consolidated Contractors Company,Industrials,Heavy construction,Athens,MalPatSaj_wikipedia
Cosmote,Telecommunications,Mobile telecommunications,Athens,MalPatSaj_wikipedia
Costamare,Industrials,Marine transportation,Monaco,MalPatSaj_wikipedia
DEPA,Oil & gas,Exploration & production,Athens,MalPatSaj_wikipedia
DESFA,Oil & gas,Exploration & production,Chalandri,MalPatSaj_wikipedia
Diana,Consumer goods,Automobiles & parts,Tavros,MalPatSaj_wikipedia
Digea,Broadcast,Digital Provider,Athens,MalPatSaj_wikipedia
Digital Union,Consumer services,Media,Athens,MalPatSaj_wikipedia
Dodekanisos Seaways,Industrials,Marine transportation,Rhodes,MalPatSaj_wikipedia
DryShips Inc,Industrials,Marine transportation,Athens,MalPatSaj_wikipedia
EAS,Industrials,Defense,Athens,MalPatSaj_wikipedia
Egnatia Odos S.A.,Industrials,Transportation services,Athens,MalPatSaj_wikipedia
ELCO,Consumer goods,Household goods,Lykovrysi,MalPatSaj_wikipedia
Epsa,Consumer goods,Soft drinks,Pilio,MalPatSaj_wikipedia
Elefsis Shipyards,Industrials,Heavy construction,Eleusis,MalPatSaj_wikipedia
ELFE,Basic materials,Speciality chemicals,Athens,MalPatSaj_wikipedia
Ellaktor,Industrials,Heavy construction,Kifissia,MalPatSaj_wikipedia
Ellinair,Consumer services,Airlines,Thessaloniki,MalPatSaj_wikipedia
Energean Oil & Gas,Oil & gas,Exploration & production,Maroussi,MalPatSaj_wikipedia
Open TV,Consumer services,Broadcasting & entertainment,Koropi,MalPatSaj_wikipedia
Eskimo (Feidakis Group),Consumer goods,Household goods,Athens,MalPatSaj_wikipedia
Estia Newspaper S.A.,Consumer services,Media,Athens,MalPatSaj_wikipedia
ETEM,Basic materials,Aluminium,Athens,MalPatSaj_wikipedia
Eurobank Ergasias,Financials,Banks,Athens,MalPatSaj_wikipedia
European Reliance,Financials,Full line insurance,Athens,MalPatSaj_wikipedia
European Seaways,Industrials,Marine transportation,Athens,MalPatSaj_wikipedia
Euroseas,Industrials,Marine transportation,Maroussi,MalPatSaj_wikipedia
Evga S.A.,Consumer goods,Food products,Athens,MalPatSaj_wikipedia
EYDAP,Utilities,Water,Galatsi,MalPatSaj_wikipedia
Fage,Consumer services,Food & Beverages,Strassen,MalPatSaj_wikipedia
Fast Ferries,Industrials,Marine transportation,Piraeus,MalPatSaj_wikipedia
Flocafé,Consumer services,Restaurants & bars,Athens,MalPatSaj_wikipedia
Finos Film,Consumer services,Film production,Athens,MalPatSaj_wikipedia
Fix Brewery,Consumer goods,Brewers,Athens,MalPatSaj_wikipedia
Folli Follie,Consumer goods,Clothing & accessories,Athens,MalPatSaj_wikipedia
Forthnet,Telecommunications,Fixed line telecom.,Athens,MalPatSaj_wikipedia
Frigoglass,Industrial,Commercial Refrigeration,Kifissia,MalPatSaj_wikipedia
GainJet Aviation,Consumer services,Airlines,Athens,MalPatSaj_wikipedia
Galaxias,Consumer services,Food retailers,Athens,MalPatSaj_wikipedia
GEK Terna,Industrials,Heavy construction,Athens,MalPatSaj_wikipedia
Germanos Group,Industrials,Electrical components,Athens,MalPatSaj_wikipedia
Golden Star Ferries,Industrials,Marine transportation,Andros,MalPatSaj_wikipedia
Goody's Burger House,Consumer services,Travel & leisure,Athens,MalPatSaj_wikipedia
Grecotel,Consumer services,Hospitality,Rethymno,MalPatSaj_wikipedia
Greek Internet Exchange,Technology,Internet,Athens,MalPatSaj_wikipedia
Greek Reporter,Consumer services,Media,-,MalPatSaj_wikipedia
Greek Wine Cellars,Consumer goods,Beverages,Markopoulo,MalPatSaj_wikipedia
Green Cola Company,Consumer services,Food & Beverages,Orestiada,MalPatSaj_wikipedia
Green Cookie Records,Consumer services,Media,Thessaloniki,MalPatSaj_wikipedia
Haitoglou Bros,Consumer goods,Food products,Athens,MalPatSaj_wikipedia
Halyvourgiki Steel,Basic materials,Iron & steel,Athens,MalPatSaj_wikipedia
Heaven Music,Consumer services,Media,Athens,MalPatSaj_wikipedia
Hellas Sat,Telecommunications,Space telecommunications,Nicosia,MalPatSaj_wikipedia
Hellenic Aerospace Industry,Industrials,Aerospace,Tanagra,MalPatSaj_wikipedia
Hellenic Broadcasting Corporation,Consumer services,Broadcasting,Athens,MalPatSaj_wikipedia
Hellenic Civil Aviation Authority,Consumer services,Ait traffic management,Glyfada,MalPatSaj_wikipedia
Hellenic Duty Free Shops,Consumer services,Broadline retailers,Agios Stefanos,MalPatSaj_wikipedia
Hellenic Electricity Distribution Network Operator,Utilities,Electricity,Athens,MalPatSaj_wikipedia
Hellenic Petroleum,Oil & gas,Exploration & production,Athens,MalPatSaj_wikipedia
Hellenic Post,Industrials,Delivery services,Athens,MalPatSaj_wikipedia
Hellenic Railways Organisation,Infrastructure,Railway,Athens,MalPatSaj_wikipedia
Asset Development Fund,Financials,Real estate holding,Athens,MalPatSaj_wikipedia
Hellenic Seaplanes,Consumer services,Travel & Leisure,Athens,MalPatSaj_wikipedia
Hellenic Seaways,Industrials,Marine transportation,Athens,MalPatSaj_wikipedia
Hellenic Shipyards Co.,Industrials,Industrial transportation,Skaramagas,MalPatSaj_wikipedia
Hellenic Space Organization,Technology,Space,Kallithea,MalPatSaj_wikipedia
Hellenic Sugar Industry,Consumer goods,Food producers,Thessaloniki,MalPatSaj_wikipedia
Hellenic Vehicle Industry,Industrials,Commercial vehicles,Thessaloniki,MalPatSaj_wikipedia
Heracles General Cement,Industrials,Building materials & fixtures,Athens,MalPatSaj_wikipedia
Heron S.A.,Utilities,Conventional electricity,Athens,MalPatSaj_wikipedia
Hondos Center,Consumer services,Specialty retailers,Athens,MalPatSaj_wikipedia
Hotel Grande Bretagne,Consumer services,Hotels,Athens,MalPatSaj_wikipedia
IANOS,Consumer services,Publishing,Thessaloniki,MalPatSaj_wikipedia
I Avgi,Consumer services,Media,Athens,MalPatSaj_wikipedia
Ideal Bikes,Consumer goods,Recreational products,Patras,MalPatSaj_wikipedia
IMC Technologies,Technology,Software,Athens,MalPatSaj_wikipedia
Interbalkan Medical Center,Consumer services,Health,Thessaloniki,MalPatSaj_wikipedia
InternetQ,Technology,Software & computer,London,MalPatSaj_wikipedia
Intracom,Technology,Software,Athens,MalPatSaj_wikipedia
Intrakat,Industrials,Heavy construction,Paiania,MalPatSaj_wikipedia
Intralot,Consumer services,Gambling,Athens,MalPatSaj_wikipedia
Levante Ferries,Consumer goods,Food products,Zante,MalPatSaj_wikipedia
Izola (Dimitriou Group),Consumer goods,Household goods,Athens,MalPatSaj_wikipedia
Kefalonian Lines,Industrials,Marine transportation,Cephalonia,MalPatSaj_wikipedia
IQsoft,Technology,Software,Ioannina,MalPatSaj_wikipedia
Jumbo S.A.,Consumer goods,Toys,Athens,MalPatSaj_wikipedia
Karelia Fine Tobaccos,Consumer goods,Tobacco,Kalamata,MalPatSaj_wikipedia
Kathimerini Publishing S.A,Consumer services,Media,Neo Phaliro,MalPatSaj_wikipedia
Kioleides,Industrials,Commercial vehicles & trucks,Athens,MalPatSaj_wikipedia
Korres,Health care,Cosmetics,Athens,MalPatSaj_wikipedia
Kostoulas,Consumer services,Waste Management,Athens,MalPatSaj_wikipedia
Kotsovolos,Consumer services,Electronics,Athens,MalPatSaj_wikipedia
Kyknos,Consumer goods,Food products,Ilia,MalPatSaj_wikipedia
LAGIE,Financials,Energy Investment,Athens,MalPatSaj_wikipedia
