company_name,company_industry,company_legal_form,file_name
Sonata Finance,Financial Services,Private,AmbitionBox
Faasos Food Services,Internet,Private,AmbitionBox
Anudip Foundation,Non-Profit,NGO/NPO,AmbitionBox
The Dow Chemical Company,Chemicals,Private,AmbitionBox
Tata Steel Processing & Distribution,Iron & Steel,Private,AmbitionBox
Big C,Retail,Private,AmbitionBox
Mitra SK,Other,Private,AmbitionBox
Javi Systems,IT Services & Consulting,Private,AmbitionBox
Kauvery Hospital,Healthcare,Public,AmbitionBox
Hinduja Group,Automobile,Public,AmbitionBox
Sonalika Group of Companies,Automobile,Private,AmbitionBox
Saksoft,IT Services & Consulting,Public,AmbitionBox
Nexteer Automotive,Auto Components,Private,AmbitionBox
ITCONS e-Solutions,IT Services & Consulting,Private,AmbitionBox
Puravankara Projects,Real Estate,Private,AmbitionBox
Woodland,Fashion & Textile,Private,AmbitionBox
National Insurance Company,Insurance,Private,AmbitionBox
Urban Ladder,Retail,Private,AmbitionBox
Peter England,Fashion & Textile,Private,AmbitionBox
Planetcast,Media & Entertainment,Public,AmbitionBox
Seth M R Jaipuria School,Education & Training,Private,AmbitionBox
QBurst Technologies,IT Services & Consulting,Private,AmbitionBox
Datamatics Business Solutions,BPO,Public,AmbitionBox
Al Tasnim Enterprises,Engineering & Construction,Private,AmbitionBox
Bajaj Energy,Power,Public,AmbitionBox
Health India Tpa Services,Insurance,Private,AmbitionBox
Dishman Carbogen Amcis,Healthcare,,AmbitionBox
Scaler Academy,EdTech,Private,AmbitionBox
Stanley Black & Decker,Industrial Machinery,Private,AmbitionBox
Shree Renuka Sugars,Food Processing,Public,AmbitionBox
Globtier Infotech,IT Services & Consulting,Private,AmbitionBox
Fingent,IT Services & Consulting,Private,AmbitionBox
Atul Auto,Automobile,Public,AmbitionBox
Gold's Gym,Fitness & Wellness,Private,AmbitionBox
Bhavani Industries,Industrial Machinery,Private,AmbitionBox
International Automotive Components,Auto Components,Private,AmbitionBox
Nippon Audiotronix,Automobile,Private,AmbitionBox
AVL,Automobile,Private,AmbitionBox
Sun TV Network,Media & Entertainment,Public,AmbitionBox
Claris Lifesciences Ahmedabad,Healthcare,Public,AmbitionBox
Invensis Technologies,BPO,Private,AmbitionBox
Hardcastle Restaurants,Hospitality,Private,AmbitionBox
SISL Infotech,IT Services & Consulting,Private,AmbitionBox
Cyber Infrastructure,IT Services & Consulting,Private,AmbitionBox
Cipla Industries,Pharma,,AmbitionBox
MDC Group of Companies,Pharma,Private,AmbitionBox
Chaitanya India Fin Credit,Financial Services,Private,AmbitionBox
Karamtara Engineering,Engineering & Construction,,AmbitionBox
Mahindra Electric,Automobile,Private,AmbitionBox
FabAlley,Retail,,AmbitionBox
Tredence,IT Services & Consulting,Private,AmbitionBox
Elico Healthcare Services,Analytics & KPO,Private,AmbitionBox
AISECT,Education & Training,Private,AmbitionBox
Rooman Technologies,Education & Training,Private,AmbitionBox
Krishnapatnam Port,Ports & Shipping,Private,AmbitionBox
RadiSys,Telecom,Private,AmbitionBox
Cryoviva Biotech,Biotechnology,Private,AmbitionBox
Alchem International,Pharma,Private,AmbitionBox
Mantri Developers,Real Estate,Private,AmbitionBox
Uniinfo Telecom Services,Telecom,Public,AmbitionBox
Rinder India,Automobile,Private,AmbitionBox
Drake & Scull International PJSC,Engineering & Construction,Private,AmbitionBox
HPM Chemicals & Fertilizers,Agro Chemicals,Private,AmbitionBox
Gtpl Hathway,Media & Entertainment,Public,AmbitionBox
Alchem International,Pharma,Private,AmbitionBox
Cryoviva Biotech,Biotechnology,Private,AmbitionBox
Peregrine Guarding,Law Enforcement & Security,Private,AmbitionBox
Fourrts India Laboratories,Pharma,Private,AmbitionBox
RadiSys,Telecom,Private,AmbitionBox
MARK EXHAUST SYSTEMS,Auto Components,Public,AmbitionBox
American Tower Corporation,Telecom,Private,AmbitionBox
R.V.R. PROJECTS,Engineering & Construction,Private,AmbitionBox
Shriram Finance,NBFC,,AmbitionBox
Vascon Engineers,Real Estate,Public,AmbitionBox
AISECT,Education & Training,Private,AmbitionBox
The Hershey Company,Food Processing,Private,AmbitionBox
QX Global Group,,Public,AmbitionBox
PC Financial Services,Financial Services,Private,AmbitionBox
Apisero,IT Services & Consulting,,AmbitionBox
Murugappa Group,Agriculture,Private,AmbitionBox
Liberty Shoes,Fashion & Textile,Public,AmbitionBox
CPA Global,IT Services & Consulting,Private,AmbitionBox
Hindustan Field Services,Other,Private,AmbitionBox
VAYA Finserv,Financial Services,Private,AmbitionBox
Muthoot Homefin India,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Tops Security,Law Enforcement & Security,Private,AmbitionBox
T R Chadha & Co Llp,Accounting & Auditing,LLP,AmbitionBox
University of Petroleum & Energy Studies,Education & Training,Private,AmbitionBox
Ador Welding,Industrial Machinery,Public,AmbitionBox
TIDC India,Industrial Machinery,Private,AmbitionBox
Toshiba Transmission & Distribution Systems,Electrical Equipment,Private,AmbitionBox
SALARPURIA SATTVA,Real Estate,Private,AmbitionBox
University of Petroleum & Energy Studies,Education & Training,Private,AmbitionBox
T R Chadha & Co Llp,Accounting & Auditing,LLP,AmbitionBox
Baxter Pharmaceutical Solutions LLC.,Pharma,,AmbitionBox
Muthoot Homefin India,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Elin Appliances,Consumer Electronics & Appliances,Private,AmbitionBox
Vertex,Pharma,Private,AmbitionBox
Toshiba,Industrial Machinery,Private,AmbitionBox
Fiat Chrysler Automobiles,Automobile,Public,AmbitionBox
Mr Cooper,Financial Services,Private,AmbitionBox
Emerson Climate Technologies,Industrial Machinery,,AmbitionBox
Bravura Solutions,IT Services & Consulting,Private,AmbitionBox
Empower Pragati,Education & Training,Private,AmbitionBox
United India Insurance Company,Insurance,Public,AmbitionBox
Consero Global Solutions,Financial Services,Private,AmbitionBox
Reliance Cement Company,Building Material,Private,AmbitionBox
Securens System,Law Enforcement & Security,Private,AmbitionBox
Baramati Agro,FMCG,Public,AmbitionBox
Abbott Nutrition International,Pharma,Private,AmbitionBox
Samarth LifeSciences,Pharma,Private,AmbitionBox
Sterling Tools,Industrial Machinery,Public,AmbitionBox
Wagh Bakri Tea Group,Beverage,Private,AmbitionBox
Hexagon Capability Center,IT Services & Consulting,,AmbitionBox
Sterling Talent Solutions,Internet,Private,AmbitionBox
H&R Block,IT Services & Consulting,Private,AmbitionBox
Global Hospital Pune India,,Private,AmbitionBox
Mashreq Global Services,IT Services & Consulting,Private,AmbitionBox
Global Hospital Pune India,,Private,AmbitionBox
Mashreq Global Services,IT Services & Consulting,Private,AmbitionBox
NTT Global Networks,Telecom,Public,AmbitionBox
NTT DATA Business Solutions,IT Services & Consulting,,AmbitionBox
Markelytics Solutions,Analytics & KPO,Private,AmbitionBox
DSM Infocom,IT Services & Consulting,Private,AmbitionBox
Tablets (India),Pharma,Private,AmbitionBox
AIG,Insurance,,AmbitionBox
GS Lab,IT Services & Consulting,Private,AmbitionBox
Gujarat State Fertilizers & Chemicals,Agro Chemicals,Private,AmbitionBox
MidasCare Pharmaceuticals,Pharma,Private,AmbitionBox
Merck Life Science,Pharma,Private,AmbitionBox
Machino Plastics,Auto Components,Public,AmbitionBox
Verifacts Services,Recruitment,Private,AmbitionBox
Corporate Infotech,IT Services & Consulting,Private,AmbitionBox
Prolifics Corporation,IT Services & Consulting,Private,AmbitionBox
Emirates Flight Catering,Hospitality,Public,AmbitionBox
MSPL,Metals & Mining,Private,AmbitionBox
LM Wind Power,Power,Private,AmbitionBox
AISATS,Aviation,Private,AmbitionBox
Uneecops Technologies,IT Services & Consulting,Private,AmbitionBox
ZIM Laboratories,Pharma,Public,AmbitionBox
Billabong High International School,Education & Training,Public,AmbitionBox
Western Union,Financial Services,Private,AmbitionBox
Zee Laboratories,Pharma,Public,AmbitionBox
Puzzolana Machinery Fabricators,Industrial Machinery,Private,AmbitionBox
MEDOPHARM,Pharma,Private,AmbitionBox
Citykart Retail,Retail,Private,AmbitionBox
Pierian Services,Financial Services,Private,AmbitionBox
VERITY GLOBAL SOLUTIONS,Investment Banking / Venture Capital / Private Equity,,AmbitionBox
Tata Steel Long Products,Iron & Steel,Public,AmbitionBox
Opporture,Marketing & Advertising,,AmbitionBox
Grupo Antolin,Auto Components,Private,AmbitionBox
Al-Futtaim Group,Retail,Private,AmbitionBox
Veer-O-- Metals,Industrial Machinery,Private,AmbitionBox
Mobius Knowledge Services,Printing & Publishing,Private,AmbitionBox
Vindhya e-Info Media,IT Services & Consulting,Private,AmbitionBox
Sakra World Hospital,Healthcare,Private,AmbitionBox
Bnp Paribas Securities,Financial Services,Private,AmbitionBox
Banswara Syntex,Fashion & Textile,Public,AmbitionBox
High Street Essentials,Retail,Private,AmbitionBox
Knowledge Splice Services pvt ltd.,BPO,Private,AmbitionBox
SpeedLabs,Education & Training,Private,AmbitionBox
Garware Technical Fibres,Fashion & Textile,Private,AmbitionBox
Greenpanel Industries,Furniture & Furnishing,Public,AmbitionBox
Ivy Hospital,Healthcare,Private,AmbitionBox
Government of Maharashtra,Government,,AmbitionBox
Espire Infolabs,IT Services & Consulting,Private,AmbitionBox
CSIR,Government,Public,AmbitionBox
MTR Foods,Food Processing,Private,AmbitionBox
Kangaro Industries,FMCG,Private,AmbitionBox
TÜV Rheinland,Law Enforcement & Security,Private,AmbitionBox
IndustryBuying.com,Import & Export,Private,AmbitionBox
Themis Medicare,Pharma,Public,AmbitionBox
In Time Tec Visionsoft,IT Services & Consulting,Private,AmbitionBox
Indian Metals & Ferro Alloys,Iron & Steel,Public,AmbitionBox
Shaily Engineering Plastics,Industrial Machinery,Public,AmbitionBox
Cactus Communications,Analytics & KPO,Private,AmbitionBox
Vulcan Express,Logistics,Private,AmbitionBox
Kalkine,Analytics & KPO,Private,AmbitionBox
Sel Manufacturing Co.,Fashion & Textile,Public,AmbitionBox
Policyboss.com,Insurance,Private,AmbitionBox
Sanoh,Auto Components,,AmbitionBox
NatWest Markets,Banking,Private,AmbitionBox
Ford India,,,AmbitionBox
Appcino Technologies,IT Services & Consulting,Private,AmbitionBox
Polyplex,Chemicals / Agri Inputs,Public,AmbitionBox
Molecular Connections,IT Services & Consulting,Private,AmbitionBox
Cameo Corporate Services,BPO,Private,AmbitionBox
Zuari Agro Chemicals,Agro Chemicals,Public,AmbitionBox
Mas Callnet,BPO,Private,AmbitionBox
Nippon Koei India,Engineering & Construction,Private,AmbitionBox
Dee Piping System,Oil & Gas,Private,AmbitionBox
Brinton Pharmaceuticals,Pharma,,AmbitionBox
Van Heusen,Fashion & Textile,Private,AmbitionBox
Sungard Availability Services,IT Services & Consulting,Private,AmbitionBox
OodlesTechnologies,IT Services & Consulting,Private,AmbitionBox
Trelleborg,Industrial Machinery,Private,AmbitionBox
Plada Infotech Services,IT Services & Consulting,Private,AmbitionBox
Pmkvy,Education & Training,Public,AmbitionBox
Millennium Engineers & Contractors,Engineering & Construction,Private,AmbitionBox
Sanjeev Auto Parts Manufacturers,Auto Components,Private,AmbitionBox
Ordnance Factory,Government,Other,AmbitionBox
ISMT,Iron & Steel,Public,AmbitionBox
Nexval Infotech,IT Services & Consulting,Private,AmbitionBox
Sentiss Pharma,Healthcare,Private,AmbitionBox
Calsonic Kansei Motherson Auto Products,Auto Components,Private,AmbitionBox
Essar Power,Power,Public,AmbitionBox
Rajiv Gandhi Cancer Institute & Research Centre,Healthcare,NGO/NPO,AmbitionBox
Aquity Solutions,IT Services & Consulting,,AmbitionBox
SkillVertex,EdTech,,AmbitionBox
Incred Finance,FinTech,Private,AmbitionBox
Synopsys,Software Product,Public,AmbitionBox
Atibir Industries,Iron & Steel,Private,AmbitionBox
Systems Plus Transformations,IT Services & Consulting,Private,AmbitionBox
Padmini VNA Mechatronics,Auto Components,Private,AmbitionBox
Synergies Castings,Industrial Machinery,Public,AmbitionBox
Shopclues,Internet,Private,AmbitionBox
HomeShop18,Internet,Private,AmbitionBox
Fluentgrid,IT Services & Consulting,Private,AmbitionBox
Micromatic Machine Tools,Industrial Machinery,Public,AmbitionBox
FUJIFILM,Animation & VFX,Private,AmbitionBox
Namaste India Foods,Food Processing,,AmbitionBox
TAJSATS AIR CATERING,Hospitality,Public,AmbitionBox
Trackon Courier,Logistics,Private,AmbitionBox
Solitaire World,Real Estate,Private,AmbitionBox
Radheya Machining,Industrial Machinery,,AmbitionBox
Creative Hands HR Consultancy,Recruitment,Private,AmbitionBox
Helloverify,Law Enforcement & Security,,AmbitionBox
BharatPe,FinTech,Private,AmbitionBox
Google Operations Center,Internet,,AmbitionBox
Gufic Biosciences,Pharma,Public,AmbitionBox
Spacewood,Furniture & Furnishing,Private,AmbitionBox
Sundaram Motors,Automobile,Private,AmbitionBox
Indus Net Technologies,IT Services & Consulting,Private,AmbitionBox
Data-Core Systems,IT Services & Consulting,Private,AmbitionBox
Onicra Credit Rating Agency,FinTech,Public,AmbitionBox
IKF Finance,NBFC,Public,AmbitionBox
Sales India,Retail,Private,AmbitionBox
Microsense,IT Services & Consulting,,AmbitionBox
Flash Viven Machining Technologies,Electronics Manufacturing,Private,AmbitionBox
Acme Generics LLP,Pharma,LLP,AmbitionBox
Sales India,Retail,Private,AmbitionBox
IKF Finance,NBFC,Public,AmbitionBox
Microsense,IT Services & Consulting,,AmbitionBox
Onicra Credit Rating Agency,FinTech,Public,AmbitionBox
Metrochem Api,Pharma,Private,AmbitionBox
Cipla Health,Pharma,Public,AmbitionBox
Apollo Gleneagles Hospitals. Kolkata,Healthcare,Private,AmbitionBox
Sri Gopikrishna Infrastructure,Engineering & Construction,,AmbitionBox
CapeStart,Software Product,,AmbitionBox
Motilal Oswal,Financial Services,Public,AmbitionBox
Toyota Tsusho,Metals & Mining,Public,AmbitionBox
Concorde Motors,Automobile,Public,AmbitionBox
Superhouse,Leather,Public,AmbitionBox
Ratnamani Metals and Tubes,Building Material,Public,AmbitionBox
Qdegrees Services,Management Consulting,Private,AmbitionBox
Kosamattam Finance,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Alghanim International,Engineering & Construction,Private,AmbitionBox
Confidence Petroleum India,Oil & Gas,Public,AmbitionBox
Muthoot Capital Services,Financial Services,Public,AmbitionBox
Silverskills,BPO,Private,AmbitionBox
Sequel Logistics,Logistics,Private,AmbitionBox
SLK Global Solutions,,,AmbitionBox
Greentech Industries,Industrial Machinery,Private,AmbitionBox
MEP Infrastructure Developers,Engineering & Construction,Public,AmbitionBox
Wissen Technology,IT Services & Consulting,Private,AmbitionBox
OnsiteGo,Internet,Private,AmbitionBox
CES,IT Services & Consulting,Public,AmbitionBox
HDFC Home Loan,NBFC,Public,AmbitionBox
Carnival Cinemas,Media & Entertainment,,AmbitionBox
AQM Technologies,IT Services & Consulting,Private,AmbitionBox
Atyati Technologies,IT Services & Consulting,Private,AmbitionBox
Zepto,Internet,,AmbitionBox
TVS Mobility,Automobile,Public,AmbitionBox
Kimberly-Clark,Beauty & Personal Care,Private,AmbitionBox
Oceaneering International,Oil & Gas,Private,AmbitionBox
Super Auto Forge,Industrial Machinery,Private,AmbitionBox
Bony Polymers,Auto Components,Private,AmbitionBox
E2logy Software Solutions,IT Services & Consulting,Private,AmbitionBox
Bangalore International Airport,Logistics,Private,AmbitionBox
Prabhat Dairy,FMCG,Public,AmbitionBox
Elcamino Software,BPO,Private,AmbitionBox
Alchemy Techsol India,IT Services & Consulting,Private,AmbitionBox
The Supreme Ind Ltd Jalgaon,Petrochemicals,,AmbitionBox
Gujarat Alkalies & Chemicals,Chemicals,Public,AmbitionBox
Asia-Pacific Institute of Management,Education & Training,Private,AmbitionBox
e-Zest,IT Services & Consulting,Public,AmbitionBox
Thomson Digital,Printing & Publishing,Private,AmbitionBox
R L Fine Chem,Healthcare,Private,AmbitionBox
Aris Global Software,IT Services & Consulting,Private,AmbitionBox
Unibic Foods,Food Processing,Private,AmbitionBox
The Co-operative Bank,Banking,,AmbitionBox
Petpooja,Software Product,Private,AmbitionBox
Rupa,Fashion & Textile,Private,AmbitionBox
Avis,Internet,Private,AmbitionBox
Arjas Steel,Iron & Steel,,AmbitionBox
Kent plc,Oil & Gas,,AmbitionBox
Cure foods,Fitness & Wellness,Private,AmbitionBox
SAR Group,Facility Management Services,,AmbitionBox
Groz Engineering Tools,Industrial Machinery,Private,AmbitionBox
Cogencis Information Services,IT Services & Consulting,Private,AmbitionBox
TRINAMIX,IT Services & Consulting,Private,AmbitionBox
ICICI Foundation for Inclusive Growth,Non-Profit,Private,AmbitionBox
Naandi Foundation,Non-Profit,Private,AmbitionBox
BARC,Defence & Aerospace,Public,AmbitionBox
SMR Automotive Systems India,Auto Components,Private,AmbitionBox
iBall,Consumer Electronics & Appliances,Private,AmbitionBox
The Phoenix Mills,Real Estate,Public,AmbitionBox
Save the Children,Non-Profit,Private,AmbitionBox
Symphony,Consumer Electronics & Appliances,Public,AmbitionBox
MSP Steel & Power,Iron & Steel,Public,AmbitionBox
Cashpor Micro Credit,NBFC,,AmbitionBox
ATC Telecom Infrastructure,Telecom,Private,AmbitionBox
SHV Energy,Oil & Gas,Private,AmbitionBox
QA InfoTech,IT Services & Consulting,Private,AmbitionBox
Meenakshi Polymers,Auto Components,Private,AmbitionBox
La-Gajjar Machineries,Electronics Manufacturing,Private,AmbitionBox
Technosoft Engineering Projects,Industrial Machinery,Public,AmbitionBox
NxtWave,EdTech,,AmbitionBox
Pace Power Systems,Electrical Equipment,Private,AmbitionBox
AGI Glaspac,Packaging,Private,AmbitionBox
Cargo Service Center India,Logistics,Private,AmbitionBox
GSPANN Technologies,IT Services & Consulting,Private,AmbitionBox
Cogoport,Internet,Private,AmbitionBox
Neon Laboratories,Pharma,Public,AmbitionBox
Commonwealth Bank of Australia,Banking,Private,AmbitionBox
Charak Pharma,Healthcare,,AmbitionBox
The Professional Couriers,Logistics,Private,AmbitionBox
